t_s,rms,cheer_2_8k
2205.25,0.04302,0.0001787
2205.50,0.03717,0.0001430
2205.75,0.02512,0.0000644
2206.00,0.01765,0.0000646
2206.25,0.01485,0.0000549
2206.50,0.02668,0.0000695
2206.75,0.03585,0.0002129
2207.00,0.03538,0.0001056
2207.25,0.04075,0.0001744
2207.50,0.03604,0.0000840
2207.75,0.01729,0.0000604
2208.00,0.02902,0.0000678
2208.25,0.03997,0.0002249
2208.50,0.03308,0.0001154
2208.75,0.03102,0.0001468
2209.00,0.03034,0.0001155
2209.25,0.02473,0.0000599
2209.50,0.02932,0.0001099
2209.75,0.03590,0.0000884
2210.00,0.05055,0.0000859
2210.25,0.06867,0.0001823
2210.50,0.08283,0.0001804
2210.75,0.08493,0.0001476
2211.00,0.09597,0.0002032
2211.25,0.09039,0.0003317
2211.50,0.06249,0.0001456
2211.75,0.05599,0.0001747
2212.00,0.05500,0.0001578
2212.25,0.06303,0.0001593
2212.50,0.06355,0.0002525
2212.75,0.06493,0.0002300
2213.00,0.06598,0.0002936
2213.25,0.06040,0.0002946
2213.50,0.06067,0.0001966
2213.75,0.06516,0.0003221
2214.00,0.05737,0.0001761
2214.25,0.03707,0.0001079
2214.50,0.06181,0.0001065
2214.75,0.06822,0.0001583
2215.00,0.06158,0.0002182
2215.25,0.06388,0.0002253
2215.50,0.05884,0.0002795
2215.75,0.05790,0.0002660
2216.00,0.06056,0.0002184
2216.25,0.07357,0.0001770
2216.50,0.08320,0.0001893
2216.75,0.07393,0.0002044
2217.00,0.07367,0.0002665
2217.25,0.08378,0.0001870
2217.50,0.07946,0.0002181
2217.75,0.06948,0.0001869
2218.00,0.07055,0.0002166
2218.25,0.07490,0.0002990
2218.50,0.08469,0.0002215
2218.75,0.08731,0.0001915
2219.00,0.07121,0.0001728
2219.25,0.06162,0.0000895
2219.50,0.05424,0.0001272
2219.75,0.04623,0.0001887
2220.00,0.05459,0.0001357
2220.25,0.05909,0.0001174
2220.50,0.05420,0.0000921
2220.75,0.08420,0.0001224
2221.00,0.08673,0.0002001
2221.25,0.05092,0.0001023
2221.50,0.03106,0.0000592
2221.75,0.01978,0.0000838
2222.00,0.03685,0.0000538
2222.25,0.05677,0.0000544
2222.50,0.05850,0.0000548
2222.75,0.05885,0.0000914
2223.00,0.06595,0.0002915
2223.25,0.06406,0.0001845
2223.50,0.04477,0.0001065
2223.75,0.01551,0.0000598
2224.00,0.04346,0.0000525
2224.25,0.06289,0.0000904
2224.50,0.05931,0.0000759
2224.75,0.05537,0.0001100
2225.00,0.06195,0.0001917
2225.25,0.06319,0.0002301
2225.50,0.05072,0.0001678
2225.75,0.04596,0.0001714
2226.00,0.04661,0.0001147
2226.25,0.04421,0.0001578
2226.50,0.04169,0.0001653
2226.75,0.03179,0.0001200
2227.00,0.05865,0.0001449
2227.25,0.07915,0.0002815
2227.50,0.09063,0.0004246
2227.75,0.09306,0.0003222
2228.00,0.07774,0.0002819
2228.25,0.07471,0.0002247
2228.50,0.07364,0.0003349
2228.75,0.05659,0.0002219
2229.00,0.05207,0.0002507
2229.25,0.05418,0.0002062
2229.50,0.04427,0.0002211
2229.75,0.03780,0.0002553
2230.00,0.03891,0.0001525
2230.25,0.04150,0.0001742
2230.50,0.04911,0.0002128
2230.75,0.04703,0.0001269
2231.00,0.03259,0.0001361
2231.25,0.02541,0.0000834
2231.50,0.02492,0.0000781
2231.75,0.05235,0.0001251
2232.00,0.06898,0.0001826
2232.25,0.06587,0.0001418
2232.50,0.05781,0.0000643
2232.75,0.06353,0.0001452
2233.00,0.06606,0.0001613
2233.25,0.05002,0.0000996
2233.50,0.03814,0.0000564
2233.75,0.04769,0.0001317
2234.00,0.06327,0.0000615
2234.25,0.06749,0.0000525
2234.50,0.04868,0.0000492
2234.75,0.03539,0.0000591
2235.00,0.04776,0.0000738
2235.25,0.05107,0.0001246
2235.50,0.05169,0.0001500
2235.75,0.05335,0.0001990
2236.00,0.06524,0.0000849
2236.25,0.06820,0.0000700
2236.50,0.05414,0.0001138
2236.75,0.04726,0.0000879
2237.00,0.05523,0.0000837
2237.25,0.06268,0.0002018
2237.50,0.06196,0.0002729
2237.75,0.05217,0.0000380
2238.00,0.05889,0.0001193
2238.25,0.07028,0.0003013
2238.50,0.06690,0.0001211
2238.75,0.05439,0.0000517
2239.00,0.04517,0.0001143
2239.25,0.03305,0.0000526
2239.50,0.01998,0.0000408
2239.75,0.02584,0.0000963
2240.00,0.02120,0.0000508
2240.25,0.01394,0.0000683
2240.50,0.01973,0.0000430
2240.75,0.03756,0.0002173
2241.00,0.03795,0.0001041
2241.25,0.02170,0.0000663
2241.50,0.01662,0.0000743
2241.75,0.01719,0.0000734
2242.00,0.02730,0.0001018
2242.25,0.03581,0.0002008
2242.50,0.02958,0.0001128
2242.75,0.01678,0.0000596
2243.00,0.02753,0.0000865
2243.25,0.03390,0.0001121
2243.50,0.02557,0.0000980
2243.75,0.02691,0.0000933
2244.00,0.02722,0.0000853
2244.25,0.01707,0.0000508
2244.50,0.02068,0.0000511
2244.75,0.02550,0.0001084
2245.00,0.03209,0.0000571
2245.25,0.03589,0.0001896
2245.50,0.04382,0.0001228
2245.75,0.04541,0.0001247
2246.00,0.04529,0.0001747
2246.25,0.04300,0.0001297
2246.50,0.03528,0.0000963
2246.75,0.02952,0.0000796
2247.00,0.04453,0.0002162
2247.25,0.06546,0.0001895
2247.50,0.07200,0.0001866
2247.75,0.06163,0.0001625
2248.00,0.05080,0.0001361
2248.25,0.05156,0.0001330
2248.50,0.04772,0.0001705
2248.75,0.04428,0.0001614
2249.00,0.04426,0.0002109
2249.25,0.06013,0.0002316
2249.50,0.06826,0.0001783
2249.75,0.06290,0.0002844
2250.00,0.06896,0.0002657
2250.25,0.07217,0.0002786
2250.50,0.06498,0.0002037
2250.75,0.05681,0.0002615
2251.00,0.05959,0.0002480
2251.25,0.06237,0.0003296
2251.50,0.05495,0.0001932
2251.75,0.04003,0.0000613
2252.00,0.01813,0.0000450
2252.25,0.01681,0.0000441
2252.50,0.01699,0.0000423
2252.75,0.01620,0.0000556
2253.00,0.01414,0.0000461
2253.25,0.01502,0.0000377
2253.50,0.01604,0.0000470
2253.75,0.01793,0.0000532
2254.00,0.02326,0.0000752
2254.25,0.02707,0.0000730
2254.50,0.03273,0.0001264
2254.75,0.03250,0.0001161
2255.00,0.02876,0.0001048
2255.25,0.03354,0.0001088
2255.50,0.04167,0.0001104
2255.75,0.04221,0.0000965
2256.00,0.03959,0.0000864
2256.25,0.04072,0.0000861
2256.50,0.04546,0.0000808
2256.75,0.03945,0.0000759
2257.00,0.02563,0.0000884
2257.25,0.02650,0.0001163
2257.50,0.02255,0.0001264
2257.75,0.01676,0.0000517
2258.00,0.02197,0.0000400
2258.25,0.02562,0.0001694
2258.50,0.02091,0.0000547
2258.75,0.07600,0.0001763
2259.00,0.08191,0.0002257
2259.25,0.03811,0.0001158
2259.50,0.02393,0.0000428
2259.75,0.04365,0.0000508
2260.00,0.06011,0.0001593
2260.25,0.05682,0.0003751
2260.50,0.06244,0.0001013
2260.75,0.06490,0.0001738
2261.00,0.04769,0.0004001
2261.25,0.02682,0.0000644
2261.50,0.02919,0.0000631
2261.75,0.05597,0.0001814
2262.00,0.06551,0.0003037
2262.25,0.06305,0.0003599
2262.50,0.05536,0.0001667
2262.75,0.05375,0.0003802
2263.00,0.04714,0.0002543
2263.25,0.02333,0.0000442
2263.50,0.01751,0.0000482
2263.75,0.01675,0.0000694
2264.00,0.03217,0.0001177
2264.25,0.03289,0.0001724
2264.50,0.02387,0.0000680
2264.75,0.02709,0.0000850
2265.00,0.03328,0.0000906
2265.25,0.03795,0.0001428
2265.50,0.03515,0.0001161
2265.75,0.02652,0.0001212
2266.00,0.03002,0.0001157
2266.25,0.04054,0.0002136
2266.50,0.04815,0.0002178
2266.75,0.05051,0.0002055
2267.00,0.07524,0.0002579
2267.25,0.07819,0.0002621
2267.50,0.05597,0.0001855
2267.75,0.06063,0.0003211
2268.00,0.06553,0.0002092
2268.25,0.06049,0.0002621
2268.50,0.06505,0.0004448
2268.75,0.07744,0.0003481
2269.00,0.07290,0.0002790
2269.25,0.06301,0.0002500
2269.50,0.06361,0.0001813
2269.75,0.06721,0.0003376
2270.00,0.06334,0.0001133
2270.25,0.06167,0.0002206
2270.50,0.06218,0.0001972
2270.75,0.04414,0.0000705
2271.00,0.01969,0.0000461
2271.25,0.01807,0.0000737
2271.50,0.02733,0.0000878
2271.75,0.02657,0.0000875
2272.00,0.03608,0.0000730
2272.25,0.04790,0.0003663
2272.50,0.05375,0.0001061
2272.75,0.06932,0.0000938
2273.00,0.07306,0.0002637
2273.25,0.06826,0.0002782
2273.50,0.06136,0.0002159
2273.75,0.05019,0.0001418
2274.00,0.04600,0.0000905
2274.25,0.03461,0.0000626
2274.50,0.05020,0.0001020
2274.75,0.06015,0.0001118
2275.00,0.03991,0.0001774
2275.25,0.01996,0.0000601
2275.50,0.04400,0.0001077
2275.75,0.06408,0.0002408
2276.00,0.06237,0.0001923
2276.25,0.05468,0.0001692
2276.50,0.05363,0.0001996
2276.75,0.05249,0.0001727
2277.00,0.03697,0.0001066
2277.25,0.06082,0.0000715
2277.50,0.09375,0.0001800
2277.75,0.09178,0.0002265
2278.00,0.06935,0.0002173
2278.25,0.04613,0.0002366
2278.50,0.03619,0.0001395
2278.75,0.03524,0.0000298
2279.00,0.03191,0.0000742
2279.25,0.02535,0.0000523
2279.50,0.01486,0.0000542
2279.75,0.01443,0.0000503
2280.00,0.03627,0.0000961
2280.25,0.04454,0.0001322
2280.50,0.03355,0.0000990
2280.75,0.02449,0.0000723
2281.00,0.02483,0.0000642
2281.25,0.04364,0.0001626
2281.50,0.05307,0.0002835
2281.75,0.04563,0.0001734
2282.00,0.03935,0.0001476
2282.25,0.03380,0.0001075
2282.50,0.02402,0.0001202
2282.75,0.02552,0.0000626
2283.00,0.02893,0.0000841
2283.25,0.02233,0.0000691
2283.50,0.01614,0.0000512
2283.75,0.03569,0.0001519
2284.00,0.04075,0.0001627
2284.25,0.03179,0.0000829
2284.50,0.03147,0.0000801
2284.75,0.02562,0.0000461
2285.00,0.02340,0.0000424
2285.25,0.02122,0.0000388
2285.50,0.01491,0.0000324
2285.75,0.02066,0.0000532
2286.00,0.02566,0.0001252
2286.25,0.02298,0.0001168
2286.50,0.01748,0.0000476
2286.75,0.02099,0.0000463
2287.00,0.02137,0.0000681
2287.25,0.01555,0.0000387
2287.50,0.02252,0.0001968
2287.75,0.02808,0.0001009
2288.00,0.02951,0.0001237
2288.25,0.02964,0.0000742
2288.50,0.02978,0.0001526
2288.75,0.02843,0.0001072
2289.00,0.01862,0.0000476
2289.25,0.02295,0.0000655
2289.50,0.02586,0.0000829
2289.75,0.01854,0.0000770
2290.00,0.01457,0.0000542
2290.25,0.02268,0.0000505
2290.50,0.03031,0.0000644
2290.75,0.03019,0.0001481
2291.00,0.02706,0.0000447
2291.25,0.02362,0.0001035
2291.50,0.03560,0.0000584
2291.75,0.03687,0.0001119
2292.00,0.02246,0.0000584
2292.25,0.02138,0.0000761
2292.50,0.01974,0.0000491
2292.75,0.01589,0.0000903
2293.00,0.01520,0.0000669
2293.25,0.02267,0.0000931
2293.50,0.02262,0.0000387
2293.75,0.01681,0.0000565
2294.00,0.02261,0.0001060
2294.25,0.03099,0.0001693
2294.50,0.04163,0.0001062
2294.75,0.05394,0.0001973
2295.00,0.04393,0.0000915
2295.25,0.01323,0.0000476
2295.50,0.02727,0.0000942
2295.75,0.03119,0.0001303
2296.00,0.04101,0.0001445
2296.25,0.04028,0.0000763
2296.50,0.03218,0.0000945
2296.75,0.03466,0.0000895
2297.00,0.03805,0.0001650
2297.25,0.03703,0.0001080
2297.50,0.02904,0.0001514
2297.75,0.02587,0.0000721
2298.00,0.04913,0.0000727
2298.25,0.07668,0.0003421
2298.50,0.08868,0.0003775
2298.75,0.10705,0.0003385
2299.00,0.10279,0.0003497
2299.25,0.07974,0.0002823
2299.50,0.07914,0.0003156
2299.75,0.08264,0.0003448
2300.00,0.08504,0.0004554
2300.25,0.08368,0.0003417
2300.50,0.08090,0.0003165
2300.75,0.07808,0.0002945
2301.00,0.08283,0.0003799
2301.25,0.08446,0.0002461
2301.50,0.07992,0.0002794
2301.75,0.08102,0.0002486
2302.00,0.07385,0.0003014
2302.25,0.06807,0.0004170
2302.50,0.07516,0.0003036
2302.75,0.07281,0.0003398
2303.00,0.06767,0.0003601
2303.25,0.07074,0.0003542
2303.50,0.05917,0.0002803
2303.75,0.03516,0.0001387
2304.00,0.03879,0.0001104
2304.25,0.05339,0.0001540
2304.50,0.06922,0.0001191
2304.75,0.07251,0.0003490
2305.00,0.06714,0.0002038
2305.25,0.06132,0.0002501
2305.50,0.04723,0.0002050
2305.75,0.04434,0.0001495
2306.00,0.05673,0.0001878
2306.25,0.05318,0.0001285
2306.50,0.04450,0.0001278
2306.75,0.05365,0.0001277
2307.00,0.06276,0.0000572
2307.25,0.06252,0.0000649
2307.50,0.05602,0.0001101
2307.75,0.05679,0.0001302
2308.00,0.05279,0.0000898
2308.25,0.04739,0.0000841
2308.50,0.05116,0.0000701
2308.75,0.05752,0.0000815
2309.00,0.08491,0.0002255
2309.25,0.08834,0.0003098
2309.50,0.05645,0.0000961
2309.75,0.03521,0.0000657
2310.00,0.02930,0.0000862
2310.25,0.02302,0.0000621
2310.50,0.01740,0.0000484
2310.75,0.01378,0.0000358
2311.00,0.01678,0.0000354
2311.25,0.03735,0.0001793
2311.50,0.04515,0.0001495
2311.75,0.03265,0.0001084
2312.00,0.02399,0.0000766
2312.25,0.05393,0.0001616
2312.50,0.06037,0.0002399
2312.75,0.04439,0.0001850
2313.00,0.03693,0.0001288
2313.25,0.03008,0.0001553
2313.50,0.03340,0.0001117
2313.75,0.03963,0.0001366
2314.00,0.04028,0.0001358
2314.25,0.03398,0.0000940
2314.50,0.03625,0.0000852
2314.75,0.03978,0.0000987
2315.00,0.03813,0.0001340
2315.25,0.04184,0.0001186
2315.50,0.05217,0.0001419
2315.75,0.05518,0.0001636
2316.00,0.04767,0.0000951
2316.25,0.03604,0.0000845
2316.50,0.02155,0.0000667
2316.75,0.02196,0.0000661
2317.00,0.02375,0.0001086
2317.25,0.02147,0.0000850
2317.50,0.01906,0.0000580
2317.75,0.01490,0.0000477
2318.00,0.02903,0.0000493
2318.25,0.03647,0.0001035
2318.50,0.02930,0.0000754
2318.75,0.02163,0.0000554
2319.00,0.01851,0.0000895
2319.25,0.02052,0.0000634
2319.50,0.02061,0.0000648
2319.75,0.01768,0.0000592
2320.00,0.01725,0.0000629
2320.25,0.02078,0.0000753
2320.50,0.02198,0.0000672
2320.75,0.02388,0.0000582
2321.00,0.02652,0.0000894
2321.25,0.02260,0.0000704
2321.50,0.07223,0.0001000
2321.75,0.08236,0.0001411
2322.00,0.04855,0.0001250
2322.25,0.03202,0.0000798
2322.50,0.02381,0.0000484
2322.75,0.01666,0.0000459
2323.00,0.01618,0.0000823
2323.25,0.01607,0.0000578
2323.50,0.02638,0.0000730
2323.75,0.03270,0.0001305
2324.00,0.02543,0.0000671
2324.25,0.01759,0.0000463
2324.50,0.02185,0.0000895
2324.75,0.04231,0.0002047
2325.00,0.04424,0.0001321
2325.25,0.02751,0.0001152
2325.50,0.02167,0.0000772
2325.75,0.01796,0.0000757
2326.00,0.02632,0.0000581
2326.25,0.03510,0.0001016
2326.50,0.03452,0.0001447
2326.75,0.03404,0.0000851
2327.00,0.02898,0.0001067
2327.25,0.01750,0.0000655
2327.50,0.02233,0.0000803
2327.75,0.03237,0.0001193
2328.00,0.03212,0.0000822
2328.25,0.02612,0.0001148
2328.50,0.02075,0.0000668
2328.75,0.01611,0.0000615
2329.00,0.01614,0.0000722
2329.25,0.01687,0.0000710
2329.50,0.03083,0.0000986
2329.75,0.04384,0.0002160
2330.00,0.04071,0.0001257
2330.25,0.02945,0.0000746
2330.50,0.04427,0.0003111
2330.75,0.04408,0.0001398
2331.00,0.02195,0.0000855
2331.25,0.03342,0.0001517
2331.50,0.05318,0.0001216
2331.75,0.07032,0.0001725
2332.00,0.07693,0.0002464
2332.25,0.06731,0.0001817
2332.50,0.08432,0.0002526
2332.75,0.08003,0.0001622
2333.00,0.04075,0.0000979
2333.25,0.03168,0.0000957
2333.50,0.02287,0.0000735
2333.75,0.02674,0.0000620
2334.00,0.05241,0.0004257
2334.25,0.06807,0.0001676
2334.50,0.06650,0.0000497
2334.75,0.05003,0.0000581
2335.00,0.04185,0.0000974
2335.25,0.07649,0.0003552
2335.50,0.07113,0.0000802
2335.75,0.04228,0.0001068
2336.00,0.05409,0.0000958
2336.25,0.05701,0.0000885
2336.50,0.05248,0.0001076
2336.75,0.05015,0.0001123
2337.00,0.05282,0.0000668
2337.25,0.04824,0.0000684
2337.50,0.05152,0.0001326
2337.75,0.05766,0.0001130
2338.00,0.04528,0.0000678
2338.25,0.02397,0.0000478
2338.50,0.01837,0.0000383
2338.75,0.02346,0.0000645
2339.00,0.03660,0.0000565
2339.25,0.05590,0.0001111
2339.50,0.05498,0.0001009
2339.75,0.04868,0.0002205
2340.00,0.05981,0.0002643
2340.25,0.06544,0.0000743
2340.50,0.06162,0.0000580
2340.75,0.05506,0.0000866
2341.00,0.04919,0.0000994
2341.25,0.04774,0.0000772
2341.50,0.04288,0.0000348
2341.75,0.06244,0.0002043
2342.00,0.05943,0.0000376
2342.25,0.01717,0.0000415
2342.50,0.01333,0.0000385
2342.75,0.04389,0.0000685
2343.00,0.05594,0.0000709
2343.25,0.05547,0.0001783
2343.50,0.04886,0.0001500
2343.75,0.04485,0.0000540
2344.00,0.04332,0.0000418
2344.25,0.02403,0.0000502
2344.50,0.01341,0.0000458
2344.75,0.01190,0.0000408
2345.00,0.01386,0.0000418
2345.25,0.01477,0.0000627
2345.50,0.01960,0.0000618
2345.75,0.01972,0.0000577
2346.00,0.01631,0.0000570
2346.25,0.02114,0.0000997
2346.50,0.02074,0.0000620
2346.75,0.01491,0.0000491
2347.00,0.01703,0.0000556
2347.25,0.01711,0.0000554
2347.50,0.05801,0.0000498
2347.75,0.09019,0.0001671
2348.00,0.08324,0.0001520
2348.25,0.05040,0.0001045
2348.50,0.02424,0.0000462
2348.75,0.01442,0.0000398
2349.00,0.01769,0.0000339
2349.25,0.01743,0.0000410
2349.50,0.01214,0.0000427
2349.75,0.01258,0.0000490
2350.00,0.02451,0.0000647
2350.25,0.02687,0.0000719
2350.50,0.01762,0.0000522
2350.75,0.01293,0.0000458
2351.00,0.01535,0.0000436
2351.25,0.03560,0.0001593
2351.50,0.03825,0.0001238
2351.75,0.02208,0.0000588
2352.00,0.01749,0.0000491
2352.25,0.02730,0.0001070
2352.50,0.03967,0.0001822
2352.75,0.03532,0.0002211
2353.00,0.03428,0.0001623
2353.25,0.04404,0.0001097
2353.50,0.04076,0.0002619
2353.75,0.03291,0.0002291
2354.00,0.02877,0.0001128
2354.25,0.02316,0.0000814
2354.50,0.01454,0.0000476
2354.75,0.02392,0.0001177
2355.00,0.03978,0.0002106
2355.25,0.04407,0.0001312
2355.50,0.03488,0.0001022
2355.75,0.03497,0.0001543
2356.00,0.04278,0.0001579
2356.25,0.03857,0.0001565
2356.50,0.03600,0.0001274
2356.75,0.03402,0.0001266
2357.00,0.03347,0.0001541
2357.25,0.03375,0.0000948
2357.50,0.03354,0.0001275
2357.75,0.03915,0.0002778
2358.00,0.03806,0.0001677
2358.25,0.04818,0.0001818
2358.50,0.04746,0.0000934
2358.75,0.03604,0.0001543
2359.00,0.04706,0.0001715
2359.25,0.05697,0.0001600
2359.50,0.05410,0.0003142
2359.75,0.04986,0.0002416
2360.00,0.06160,0.0004265
2360.25,0.06406,0.0002237
2360.50,0.05659,0.0001338
2360.75,0.06217,0.0001653
2361.00,0.06328,0.0002611
2361.25,0.06194,0.0001959
2361.50,0.05247,0.0004309
2361.75,0.02719,0.0000838
2362.00,0.01313,0.0000454
2362.25,0.01360,0.0000451
2362.50,0.01936,0.0000718
2362.75,0.02812,0.0001260
2363.00,0.02559,0.0001113
2363.25,0.02106,0.0000645
2363.50,0.02381,0.0000936
2363.75,0.01827,0.0000449
2364.00,0.01311,0.0000301
2364.25,0.03859,0.0000676
2364.50,0.06798,0.0001219
2364.75,0.09086,0.0002525
2365.00,0.09477,0.0002245
2365.25,0.09778,0.0002887
2365.50,0.09283,0.0002880
2365.75,0.08229,0.0003254
2366.00,0.08220,0.0003360
2366.25,0.07923,0.0003743
2366.50,0.08106,0.0003417
2366.75,0.08205,0.0003272
2367.00,0.08045,0.0003162
2367.25,0.07333,0.0002896
2367.50,0.06860,0.0003048
2367.75,0.06945,0.0003401
2368.00,0.07443,0.0003027
2368.25,0.07581,0.0002731
2368.50,0.06328,0.0002773
2368.75,0.05300,0.0002612
2369.00,0.05327,0.0002683
2369.25,0.05288,0.0002056
2369.50,0.05501,0.0002318
2369.75,0.04806,0.0002273
2370.00,0.04150,0.0001636
2370.25,0.04388,0.0001563
2370.50,0.03615,0.0001227
2370.75,0.02774,0.0001278
2371.00,0.03096,0.0001504
2371.25,0.03032,0.0001514
2371.50,0.02153,0.0000796
2371.75,0.02858,0.0000709
2372.00,0.06149,0.0000539
2372.25,0.05892,0.0000661
2372.50,0.02662,0.0000910
2372.75,0.02145,0.0000666
2373.00,0.02948,0.0001321
2373.25,0.03146,0.0001002
2373.50,0.02049,0.0000847
2373.75,0.01481,0.0000354
2374.00,0.01246,0.0000699
2374.25,0.01163,0.0000377
2374.50,0.05890,0.0000803
2374.75,0.09363,0.0001539
2375.00,0.07728,0.0001119
2375.25,0.02795,0.0000540
2375.50,0.01445,0.0000270
2375.75,0.02337,0.0000353
2376.00,0.02621,0.0000764
2376.25,0.01823,0.0000583
2376.50,0.01371,0.0000656
2376.75,0.01029,0.0000323
2377.00,0.00998,0.0000316
2377.25,0.01004,0.0000431
2377.50,0.01033,0.0000400
2377.75,0.02688,0.0000976
2378.00,0.02938,0.0000529
2378.25,0.02214,0.0001178
2378.50,0.02007,0.0000695
2378.75,0.02698,0.0000595
2379.00,0.04155,0.0000489
2379.25,0.03841,0.0000531
2379.50,0.02353,0.0000531
2379.75,0.01754,0.0000572
2380.00,0.01788,0.0000567
2380.25,0.02276,0.0000816
2380.50,0.02779,0.0001392
2380.75,0.03120,0.0001414
2381.00,0.04178,0.0001856
2381.25,0.07145,0.0002751
2381.50,0.08889,0.0002670
2381.75,0.08807,0.0002989
2382.00,0.08344,0.0002908
2382.25,0.07656,0.0003513
2382.50,0.06062,0.0002158
2382.75,0.04217,0.0001601
2383.00,0.07377,0.0001631
2383.25,0.08762,0.0002810
2383.50,0.05952,0.0001363
2383.75,0.03366,0.0001225
2384.00,0.03667,0.0001189
2384.25,0.04993,0.0001961
2384.50,0.05819,0.0001773
2384.75,0.05554,0.0001618
2385.00,0.05896,0.0001512
2385.25,0.05434,0.0001782
2385.50,0.04769,0.0001272
2385.75,0.06291,0.0001060
2386.00,0.08337,0.0001938
2386.25,0.08918,0.0001229
2386.50,0.07926,0.0002491
2386.75,0.07081,0.0001090
2387.00,0.06797,0.0001048
2387.25,0.06508,0.0000949
2387.50,0.05661,0.0000602
2387.75,0.06457,0.0000751
2388.00,0.07107,0.0000639
2388.25,0.05259,0.0000725
2388.50,0.04365,0.0000836
2388.75,0.05445,0.0004695
2389.00,0.06563,0.0000505
2389.25,0.05425,0.0000422
2389.50,0.02231,0.0000604
2389.75,0.03610,0.0000457
2390.00,0.08321,0.0001842
2390.25,0.08931,0.0000890
2390.50,0.05164,0.0000538
2390.75,0.02554,0.0000413
2391.00,0.01393,0.0000292
2391.25,0.00983,0.0000252
2391.50,0.00927,0.0000280
2391.75,0.00840,0.0000247
2392.00,0.00805,0.0000318
2392.25,0.00984,0.0000337
2392.50,0.00990,0.0000273
2392.75,0.00769,0.0000230
2393.00,0.00644,0.0000154
2393.25,0.01938,0.0000231
2393.50,0.03172,0.0000737
2393.75,0.03055,0.0000494
2394.00,0.01967,0.0000435
2394.25,0.01210,0.0000543
2394.50,0.00922,0.0000234
2394.75,0.00940,0.0000284
2395.00,0.01027,0.0000276
2395.25,0.01174,0.0000383
2395.50,0.01124,0.0000296
2395.75,0.01035,0.0000311
2396.00,0.05835,0.0000407
2396.25,0.07590,0.0002048
2396.50,0.06422,0.0000949
2396.75,0.04685,0.0000623
2397.00,0.02492,0.0000483
2397.25,0.01737,0.0000541
2397.50,0.02333,0.0000515
2397.75,0.03357,0.0001550
2398.00,0.03113,0.0000707
2398.25,0.01870,0.0000667
2398.50,0.01477,0.0000465
2398.75,0.01804,0.0000455
2399.00,0.03233,0.0001047
2399.25,0.03678,0.0000709
2399.50,0.02822,0.0001267
2399.75,0.01800,0.0000587
2400.00,0.01359,0.0000902
2400.25,0.01863,0.0000679
2400.50,0.02856,0.0000785
2400.75,0.03002,0.0000813
2401.00,0.02407,0.0000763
2401.25,0.01927,0.0000621
2401.50,0.02629,0.0001229
2401.75,0.02816,0.0000514
2402.00,0.02049,0.0000832
2402.25,0.01813,0.0000675
2402.50,0.01385,0.0000509
2402.75,0.02027,0.0000590
2403.00,0.02242,0.0000497
2403.25,0.02127,0.0000509
2403.50,0.02806,0.0000625
2403.75,0.02917,0.0001372
2404.00,0.03031,0.0000620
2404.25,0.02887,0.0000818
2404.50,0.01841,0.0000476
2404.75,0.02217,0.0000470
2405.00,0.03146,0.0001275
2405.25,0.03110,0.0001010
2405.50,0.02689,0.0001007
2405.75,0.02528,0.0000585
2406.00,0.03621,0.0001639
2406.25,0.03598,0.0002144
2406.50,0.02161,0.0000988
2406.75,0.01660,0.0000634
2407.00,0.02447,0.0000586
2407.25,0.04052,0.0001382
2407.50,0.05104,0.0002180
2407.75,0.04819,0.0002335
2408.00,0.04849,0.0001942
2408.25,0.05277,0.0002195
2408.50,0.04655,0.0001928
2408.75,0.05609,0.0001609
2409.00,0.05754,0.0002396
2409.25,0.04823,0.0001641
2409.50,0.05492,0.0001933
2409.75,0.06642,0.0002225
2410.00,0.08090,0.0002050
2410.25,0.07307,0.0001234
2410.50,0.05642,0.0001358
2410.75,0.05623,0.0001130
2411.00,0.05668,0.0001344
2411.25,0.05524,0.0001000
2411.50,0.05017,0.0001050
2411.75,0.05861,0.0003131
2412.00,0.05964,0.0000939
2412.25,0.06067,0.0001438
2412.50,0.07988,0.0001010
2412.75,0.07647,0.0000975
2413.00,0.06292,0.0001565
2413.25,0.07237,0.0001802
2413.50,0.06622,0.0001071
2413.75,0.03997,0.0000771
2414.00,0.02235,0.0000658
2414.25,0.01794,0.0000789
2414.50,0.01409,0.0000539
2414.75,0.05070,0.0000668
2415.00,0.06119,0.0001049
2415.25,0.06719,0.0001514
2415.50,0.08653,0.0002121
2415.75,0.08795,0.0003286
2416.00,0.07295,0.0001390
2416.25,0.05472,0.0001122
2416.50,0.05186,0.0000800
2416.75,0.05272,0.0000981
2417.00,0.05190,0.0000582
2417.25,0.05670,0.0001650
2417.50,0.05791,0.0002568
2417.75,0.04926,0.0002685
2418.00,0.03121,0.0001161
2418.25,0.01340,0.0000493
2418.50,0.04311,0.0000600
2418.75,0.04701,0.0000528
2419.00,0.02412,0.0000296
2419.25,0.03564,0.0001727
2419.50,0.03954,0.0000978
2419.75,0.02504,0.0000732
2420.00,0.02839,0.0000573
2420.25,0.03792,0.0002010
2420.50,0.03516,0.0001110
2420.75,0.04502,0.0001667
2421.00,0.04153,0.0000798
2421.25,0.01605,0.0000487
2421.50,0.01630,0.0000749
2421.75,0.01538,0.0000519
2422.00,0.02961,0.0001103
2422.25,0.03100,0.0000799
2422.50,0.01936,0.0000801
2422.75,0.01746,0.0000919
2423.00,0.05074,0.0001256
2423.25,0.06188,0.0002171
2423.50,0.04960,0.0001913
