rally,game,t_start,t_end,outcome,start_score,server_uuid,receiver_uuid,pred_receiver_uuid,receiver_ok,parity_ok,team_A_R,team_A_L,team_B_R,team_B_L,server_half,server_team
1,1,2026-01-25T18:12:21+00:00,2026-01-25T18:12:51+00:00,sideout,0-0-2,db5eef5c-99dd-49d9-bbfc-65171a366bda,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fec65f7e-f2c8-482f-ab5b-541cf53b1064,1,1,fec65f7e-f2c8-482f-ab5b-541cf53b1064,79a11da1-6aeb-4719-9b1e-9918e0163cec,db5eef5c-99dd-49d9-bbfc-65171a366bda,fc05556e-3e38-4a38-99c2-f855174a7c28,R,B
2,1,2026-01-25T18:12:54+00:00,2026-01-25T18:13:19+00:00,point,0-0-1,fec65f7e-f2c8-482f-ab5b-541cf53b1064,db5eef5c-99dd-49d9-bbfc-65171a366bda,db5eef5c-99dd-49d9-bbfc-65171a366bda,1,1,fec65f7e-f2c8-482f-ab5b-541cf53b1064,79a11da1-6aeb-4719-9b1e-9918e0163cec,db5eef5c-99dd-49d9-bbfc-65171a366bda,fc05556e-3e38-4a38-99c2-f855174a7c28,R,A
3,1,2026-01-25T18:13:22+00:00,2026-01-25T18:13:49+00:00,second,1-0-1,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fc05556e-3e38-4a38-99c2-f855174a7c28,fc05556e-3e38-4a38-99c2-f855174a7c28,1,1,79a11da1-6aeb-4719-9b1e-9918e0163cec,fec65f7e-f2c8-482f-ab5b-541cf53b1064,db5eef5c-99dd-49d9-bbfc-65171a366bda,fc05556e-3e38-4a38-99c2-f855174a7c28,L,A
4,1,2026-01-25T18:14:10+00:00,2026-01-25T18:14:11+00:00,point,1-0-2,79a11da1-6aeb-4719-9b1e-9918e0163cec,db5eef5c-99dd-49d9-bbfc-65171a366bda,db5eef5c-99dd-49d9-bbfc-65171a366bda,1,1,79a11da1-6aeb-4719-9b1e-9918e0163cec,fec65f7e-f2c8-482f-ab5b-541cf53b1064,db5eef5c-99dd-49d9-bbfc-65171a366bda,fc05556e-3e38-4a38-99c2-f855174a7c28,R,A
5,1,2026-01-25T18:14:30+00:00,2026-01-25T18:14:30+00:00,sideout,2-0-2,79a11da1-6aeb-4719-9b1e-9918e0163cec,fc05556e-3e38-4a38-99c2-f855174a7c28,fc05556e-3e38-4a38-99c2-f855174a7c28,1,1,fec65f7e-f2c8-482f-ab5b-541cf53b1064,79a11da1-6aeb-4719-9b1e-9918e0163cec,db5eef5c-99dd-49d9-bbfc-65171a366bda,fc05556e-3e38-4a38-99c2-f855174a7c28,L,A
6,1,2026-01-25T18:14:32+00:00,2026-01-25T18:14:46+00:00,point,0-2-1,db5eef5c-99dd-49d9-bbfc-65171a366bda,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fec65f7e-f2c8-482f-ab5b-541cf53b1064,1,1,fec65f7e-f2c8-482f-ab5b-541cf53b1064,79a11da1-6aeb-4719-9b1e-9918e0163cec,db5eef5c-99dd-49d9-bbfc-65171a366bda,fc05556e-3e38-4a38-99c2-f855174a7c28,R,B
7,1,2026-01-25T18:14:50+00:00,2026-01-25T18:15:09+00:00,point,1-2-1,db5eef5c-99dd-49d9-bbfc-65171a366bda,79a11da1-6aeb-4719-9b1e-9918e0163cec,79a11da1-6aeb-4719-9b1e-9918e0163cec,1,1,fec65f7e-f2c8-482f-ab5b-541cf53b1064,79a11da1-6aeb-4719-9b1e-9918e0163cec,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,L,B
8,1,2026-01-25T18:15:10+00:00,2026-01-25T18:15:30+00:00,second,2-2-1,db5eef5c-99dd-49d9-bbfc-65171a366bda,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fec65f7e-f2c8-482f-ab5b-541cf53b1064,1,1,fec65f7e-f2c8-482f-ab5b-541cf53b1064,79a11da1-6aeb-4719-9b1e-9918e0163cec,db5eef5c-99dd-49d9-bbfc-65171a366bda,fc05556e-3e38-4a38-99c2-f855174a7c28,R,B
9,1,2026-01-25T18:15:33+00:00,2026-01-25T18:15:45+00:00,point,2-2-2,fc05556e-3e38-4a38-99c2-f855174a7c28,79a11da1-6aeb-4719-9b1e-9918e0163cec,79a11da1-6aeb-4719-9b1e-9918e0163cec,1,1,fec65f7e-f2c8-482f-ab5b-541cf53b1064,79a11da1-6aeb-4719-9b1e-9918e0163cec,db5eef5c-99dd-49d9-bbfc-65171a366bda,fc05556e-3e38-4a38-99c2-f855174a7c28,L,B
10,1,2026-01-25T18:15:47+00:00,2026-01-25T18:15:57+00:00,sideout,3-2-2,fc05556e-3e38-4a38-99c2-f855174a7c28,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fec65f7e-f2c8-482f-ab5b-541cf53b1064,1,1,fec65f7e-f2c8-482f-ab5b-541cf53b1064,79a11da1-6aeb-4719-9b1e-9918e0163cec,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,R,B
11,1,2026-01-25T18:16:02+00:00,2026-01-25T18:16:05+00:00,sideout,2-3-1,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fc05556e-3e38-4a38-99c2-f855174a7c28,fc05556e-3e38-4a38-99c2-f855174a7c28,1,1,fec65f7e-f2c8-482f-ab5b-541cf53b1064,79a11da1-6aeb-4719-9b1e-9918e0163cec,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,R,A
12,1,2026-01-25T18:16:48+00:00,2026-01-25T18:16:48+00:00,sideout,2-3-1,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fc05556e-3e38-4a38-99c2-f855174a7c28,fc05556e-3e38-4a38-99c2-f855174a7c28,1,1,fec65f7e-f2c8-482f-ab5b-541cf53b1064,79a11da1-6aeb-4719-9b1e-9918e0163cec,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,R,A
13,1,2026-01-25T18:16:48+00:00,2026-01-25T18:16:48+00:00,point,2-3-1,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fc05556e-3e38-4a38-99c2-f855174a7c28,0,1,fec65f7e-f2c8-482f-ab5b-541cf53b1064,79a11da1-6aeb-4719-9b1e-9918e0163cec,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,R,A
14,1,2026-01-25T18:17:01+00:00,2026-01-25T18:17:01+00:00,second,2-4-1,fec65f7e-f2c8-482f-ab5b-541cf53b1064,db5eef5c-99dd-49d9-bbfc-65171a366bda,db5eef5c-99dd-49d9-bbfc-65171a366bda,1,0,79a11da1-6aeb-4719-9b1e-9918e0163cec,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,L,A
15,1,2026-01-25T18:17:02+00:00,2026-01-25T18:17:03+00:00,sideout,2-4-2,79a11da1-6aeb-4719-9b1e-9918e0163cec,fc05556e-3e38-4a38-99c2-f855174a7c28,fc05556e-3e38-4a38-99c2-f855174a7c28,1,0,79a11da1-6aeb-4719-9b1e-9918e0163cec,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,R,A
16,1,2026-01-25T18:17:05+00:00,2026-01-25T18:17:06+00:00,second,4-2-1,db5eef5c-99dd-49d9-bbfc-65171a366bda,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fec65f7e-f2c8-482f-ab5b-541cf53b1064,1,0,79a11da1-6aeb-4719-9b1e-9918e0163cec,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,L,B
17,1,2026-01-25T18:17:32+00:00,2026-01-25T18:17:42+00:00,sideout,4-2-2,fc05556e-3e38-4a38-99c2-f855174a7c28,79a11da1-6aeb-4719-9b1e-9918e0163cec,79a11da1-6aeb-4719-9b1e-9918e0163cec,1,0,79a11da1-6aeb-4719-9b1e-9918e0163cec,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,R,B
18,1,2026-01-25T18:18:19+00:00,2026-01-25T18:18:19+00:00,second,2-4-1,fec65f7e-f2c8-482f-ab5b-541cf53b1064,db5eef5c-99dd-49d9-bbfc-65171a366bda,db5eef5c-99dd-49d9-bbfc-65171a366bda,1,0,79a11da1-6aeb-4719-9b1e-9918e0163cec,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,L,A
19,1,2026-01-25T18:18:27+00:00,2026-01-25T18:18:44+00:00,sideout,2-4-2,79a11da1-6aeb-4719-9b1e-9918e0163cec,fc05556e-3e38-4a38-99c2-f855174a7c28,fc05556e-3e38-4a38-99c2-f855174a7c28,1,0,79a11da1-6aeb-4719-9b1e-9918e0163cec,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,R,A
20,1,2026-01-25T18:19:00+00:00,2026-01-25T18:19:10+00:00,point,4-2-1,db5eef5c-99dd-49d9-bbfc-65171a366bda,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fec65f7e-f2c8-482f-ab5b-541cf53b1064,1,0,79a11da1-6aeb-4719-9b1e-9918e0163cec,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,L,B
21,1,2026-01-25T18:19:20+00:00,2026-01-25T18:19:30+00:00,second,5-2-1,db5eef5c-99dd-49d9-bbfc-65171a366bda,79a11da1-6aeb-4719-9b1e-9918e0163cec,79a11da1-6aeb-4719-9b1e-9918e0163cec,1,0,79a11da1-6aeb-4719-9b1e-9918e0163cec,fec65f7e-f2c8-482f-ab5b-541cf53b1064,db5eef5c-99dd-49d9-bbfc-65171a366bda,fc05556e-3e38-4a38-99c2-f855174a7c28,R,B
22,1,2026-01-25T18:19:31+00:00,2026-01-25T18:19:43+00:00,point,5-2-2,fc05556e-3e38-4a38-99c2-f855174a7c28,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fec65f7e-f2c8-482f-ab5b-541cf53b1064,1,0,79a11da1-6aeb-4719-9b1e-9918e0163cec,fec65f7e-f2c8-482f-ab5b-541cf53b1064,db5eef5c-99dd-49d9-bbfc-65171a366bda,fc05556e-3e38-4a38-99c2-f855174a7c28,L,B
23,1,2026-01-25T18:19:49+00:00,2026-01-25T18:20:01+00:00,sideout,6-2-2,fc05556e-3e38-4a38-99c2-f855174a7c28,79a11da1-6aeb-4719-9b1e-9918e0163cec,79a11da1-6aeb-4719-9b1e-9918e0163cec,1,0,79a11da1-6aeb-4719-9b1e-9918e0163cec,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,R,B
24,1,2026-01-25T18:20:32+00:00,2026-01-25T18:20:33+00:00,point,2-6-1,fec65f7e-f2c8-482f-ab5b-541cf53b1064,db5eef5c-99dd-49d9-bbfc-65171a366bda,db5eef5c-99dd-49d9-bbfc-65171a366bda,1,0,79a11da1-6aeb-4719-9b1e-9918e0163cec,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,L,A
25,1,2026-01-25T18:20:36+00:00,2026-01-25T18:21:03+00:00,point,3-6-1,fec65f7e-f2c8-482f-ab5b-541cf53b1064,fc05556e-3e38-4a38-99c2-f855174a7c28,fc05556e-3e38-4a38-99c2-f855174a7c28,1,0,fec65f7e-f2c8-482f-ab5b-541cf53b1064,79a11da1-6aeb-4719-9b1e-9918e0163cec,fc05556e-3e38-4a38-99c2-f855174a7c28,db5eef5c-99dd-49d9-bbfc-65171a366bda,R,A
