rally,slot,match_id,game,t_start,t_end,duration_s,gap_after_s,lead_s,start_score,end_score,outcome,server_uuid,receiver_uuid
102,3,0a157968-7250-42fa-96e4-62c64da9a24b,1,2026-07-25T19:09:29+00:00,2026-07-25T19:09:46+00:00,17.0,2.0,17.0,4-5-1,4-5-2,second,88fb0858-b9c3-4620-9408-0dda0eb241ef,e96d9339-cfb6-473d-bcb3-23f2887a3e0f
103,3,0a157968-7250-42fa-96e4-62c64da9a24b,1,2026-07-25T19:09:48+00:00,2026-07-25T19:10:16+00:00,28.0,3.0,28.0,4-5-2,5-5-2,point,676b1cbc-766c-4616-bf39-1787ffd8c72a,29e8121d-6f86-4192-b7af-ab05b77b89fe
104,3,0a157968-7250-42fa-96e4-62c64da9a24b,1,2026-07-25T19:10:19+00:00,2026-07-25T19:10:50+00:00,31.0,153.0,31.0,5-5-2,6-5-2,point,676b1cbc-766c-4616-bf39-1787ffd8c72a,e96d9339-cfb6-473d-bcb3-23f2887a3e0f
105,3,0a157968-7250-42fa-96e4-62c64da9a24b,1,2026-07-25T19:13:23+00:00,2026-07-25T19:13:46+00:00,23.0,4.0,23.0,6-5-2,5-6-1,sideout,676b1cbc-766c-4616-bf39-1787ffd8c72a,29e8121d-6f86-4192-b7af-ab05b77b89fe
106,3,0a157968-7250-42fa-96e4-62c64da9a24b,1,2026-07-25T19:13:50+00:00,2026-07-25T19:14:22+00:00,32.0,0.0,32.0,5-6-1,5-6-2,second,e96d9339-cfb6-473d-bcb3-23f2887a3e0f,88fb0858-b9c3-4620-9408-0dda0eb241ef
107,3,0a157968-7250-42fa-96e4-62c64da9a24b,1,2026-07-25T19:14:22+00:00,2026-07-25T19:14:41+00:00,19.0,2.0,19.0,5-6-2,6-5-1,sideout,29e8121d-6f86-4192-b7af-ab05b77b89fe,676b1cbc-766c-4616-bf39-1787ffd8c72a
108,3,0a157968-7250-42fa-96e4-62c64da9a24b,1,2026-07-25T19:14:43+00:00,2026-07-25T19:14:58+00:00,15.0,75.0,15.0,6-5-1,7-5-1,point,88fb0858-b9c3-4620-9408-0dda0eb241ef,e96d9339-cfb6-473d-bcb3-23f2887a3e0f
109,3,0a157968-7250-42fa-96e4-62c64da9a24b,1,2026-07-25T19:16:13+00:00,2026-07-25T19:16:46+00:00,33.0,3.0,33.0,7-5-1,8-5-1,point,88fb0858-b9c3-4620-9408-0dda0eb241ef,29e8121d-6f86-4192-b7af-ab05b77b89fe
110,3,0a157968-7250-42fa-96e4-62c64da9a24b,1,2026-07-25T19:16:49+00:00,2026-07-25T19:17:03+00:00,14.0,11.0,14.0,8-5-1,9-5-1,point,88fb0858-b9c3-4620-9408-0dda0eb241ef,e96d9339-cfb6-473d-bcb3-23f2887a3e0f
111,3,0a157968-7250-42fa-96e4-62c64da9a24b,1,2026-07-25T19:17:14+00:00,2026-07-25T19:17:26+00:00,12.0,0.0,12.0,9-5-1,9-5-2,second,88fb0858-b9c3-4620-9408-0dda0eb241ef,29e8121d-6f86-4192-b7af-ab05b77b89fe
112,3,0a157968-7250-42fa-96e4-62c64da9a24b,1,2026-07-25T19:17:26+00:00,2026-07-25T19:17:46+00:00,20.0,7.0,20.0,9-5-2,5-9-1,sideout,676b1cbc-766c-4616-bf39-1787ffd8c72a,e96d9339-cfb6-473d-bcb3-23f2887a3e0f
113,3,0a157968-7250-42fa-96e4-62c64da9a24b,1,2026-07-25T19:17:53+00:00,2026-07-25T19:18:12+00:00,19.0,1.0,19.0,5-9-1,5-9-2,second,e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a
114,3,0a157968-7250-42fa-96e4-62c64da9a24b,1,2026-07-25T19:18:13+00:00,2026-07-25T19:18:38+00:00,25.0,3.0,25.0,5-9-2,9-5-1,sideout,29e8121d-6f86-4192-b7af-ab05b77b89fe,88fb0858-b9c3-4620-9408-0dda0eb241ef
115,3,0a157968-7250-42fa-96e4-62c64da9a24b,1,2026-07-25T19:18:41+00:00,2026-07-25T19:18:56+00:00,15.0,0.0,15.0,9-5-1,9-5-2,second,676b1cbc-766c-4616-bf39-1787ffd8c72a,e96d9339-cfb6-473d-bcb3-23f2887a3e0f
116,3,0a157968-7250-42fa-96e4-62c64da9a24b,1,2026-07-25T19:18:56+00:00,2026-07-25T19:19:18+00:00,22.0,7.0,22.0,9-5-2,5-9-1,sideout,88fb0858-b9c3-4620-9408-0dda0eb241ef,29e8121d-6f86-4192-b7af-ab05b77b89fe
117,3,0a157968-7250-42fa-96e4-62c64da9a24b,1,2026-07-25T19:19:25+00:00,2026-07-25T19:19:44+00:00,19.0,6.0,19.0,5-9-1,6-9-1,point,e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a
118,3,0a157968-7250-42fa-96e4-62c64da9a24b,1,2026-07-25T19:19:50+00:00,2026-07-25T19:20:02+00:00,12.0,9.0,12.0,6-9-1,7-9-1,point,e96d9339-cfb6-473d-bcb3-23f2887a3e0f,88fb0858-b9c3-4620-9408-0dda0eb241ef
119,3,0a157968-7250-42fa-96e4-62c64da9a24b,1,2026-07-25T19:20:11+00:00,2026-07-25T19:20:40+00:00,29.0,54.0,29.0,7-9-1,8-9-1,point,e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a
120,3,0a157968-7250-42fa-96e4-62c64da9a24b,1,2026-07-25T19:21:34+00:00,2026-07-25T19:22:02+00:00,28.0,1.0,28.0,8-9-1,8-9-2,second,e96d9339-cfb6-473d-bcb3-23f2887a3e0f,88fb0858-b9c3-4620-9408-0dda0eb241ef
121,3,0a157968-7250-42fa-96e4-62c64da9a24b,1,2026-07-25T19:22:03+00:00,2026-07-25T19:22:29+00:00,26.0,4.0,26.0,8-9-2,9-8-1,sideout,29e8121d-6f86-4192-b7af-ab05b77b89fe,676b1cbc-766c-4616-bf39-1787ffd8c72a
122,3,0a157968-7250-42fa-96e4-62c64da9a24b,1,2026-07-25T19:22:33+00:00,2026-07-25T19:22:57+00:00,24.0,1.0,24.0,9-8-1,9-8-2,second,676b1cbc-766c-4616-bf39-1787ffd8c72a,29e8121d-6f86-4192-b7af-ab05b77b89fe
123,3,0a157968-7250-42fa-96e4-62c64da9a24b,1,2026-07-25T19:22:58+00:00,2026-07-25T19:23:11+00:00,13.0,3.0,13.0,9-8-2,8-9-1,sideout,88fb0858-b9c3-4620-9408-0dda0eb241ef,e96d9339-cfb6-473d-bcb3-23f2887a3e0f
124,3,0a157968-7250-42fa-96e4-62c64da9a24b,1,2026-07-25T19:23:14+00:00,2026-07-25T19:23:37+00:00,23.0,1.0,23.0,8-9-1,8-9-2,second,29e8121d-6f86-4192-b7af-ab05b77b89fe,676b1cbc-766c-4616-bf39-1787ffd8c72a
125,3,0a157968-7250-42fa-96e4-62c64da9a24b,1,2026-07-25T19:23:38+00:00,2026-07-25T19:24:04+00:00,26.0,4.0,26.0,8-9-2,9-9-2,point,e96d9339-cfb6-473d-bcb3-23f2887a3e0f,88fb0858-b9c3-4620-9408-0dda0eb241ef
126,3,0a157968-7250-42fa-96e4-62c64da9a24b,1,2026-07-25T19:24:08+00:00,2026-07-25T19:24:31+00:00,23.0,3.0,23.0,9-9-2,9-9-1,sideout,e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a
127,3,0a157968-7250-42fa-96e4-62c64da9a24b,1,2026-07-25T19:24:34+00:00,2026-07-25T19:24:53+00:00,19.0,2.0,19.0,9-9-1,9-9-2,second,676b1cbc-766c-4616-bf39-1787ffd8c72a,e96d9339-cfb6-473d-bcb3-23f2887a3e0f
128,3,0a157968-7250-42fa-96e4-62c64da9a24b,1,2026-07-25T19:24:55+00:00,2026-07-25T19:25:11+00:00,16.0,9.0,16.0,9-9-2,9-9-1,sideout,88fb0858-b9c3-4620-9408-0dda0eb241ef,29e8121d-6f86-4192-b7af-ab05b77b89fe
129,3,0a157968-7250-42fa-96e4-62c64da9a24b,1,2026-07-25T19:25:20+00:00,2026-07-25T19:25:56+00:00,36.0,6.0,36.0,9-9-1,10-9-1,point,e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a
130,3,0a157968-7250-42fa-96e4-62c64da9a24b,1,2026-07-25T19:26:02+00:00,2026-07-25T19:26:18+00:00,16.0,0.0,16.0,10-9-1,10-9-2,second,e96d9339-cfb6-473d-bcb3-23f2887a3e0f,88fb0858-b9c3-4620-9408-0dda0eb241ef
131,3,0a157968-7250-42fa-96e4-62c64da9a24b,1,2026-07-25T19:26:18+00:00,2026-07-25T19:26:46+00:00,28.0,5.0,28.0,10-9-2,9-10-1,sideout,29e8121d-6f86-4192-b7af-ab05b77b89fe,676b1cbc-766c-4616-bf39-1787ffd8c72a
132,3,0a157968-7250-42fa-96e4-62c64da9a24b,1,2026-07-25T19:26:51+00:00,2026-07-25T19:27:18+00:00,27.0,0.0,27.0,9-10-1,9-10-2,second,676b1cbc-766c-4616-bf39-1787ffd8c72a,29e8121d-6f86-4192-b7af-ab05b77b89fe
133,3,0a157968-7250-42fa-96e4-62c64da9a24b,1,2026-07-25T19:27:18+00:00,2026-07-25T19:27:40+00:00,22.0,5.0,22.0,9-10-2,10-9-1,sideout,88fb0858-b9c3-4620-9408-0dda0eb241ef,e96d9339-cfb6-473d-bcb3-23f2887a3e0f
134,3,0a157968-7250-42fa-96e4-62c64da9a24b,1,2026-07-25T19:27:45+00:00,2026-07-25T19:28:03+00:00,18.0,0.0,18.0,10-9-1,10-9-2,second,29e8121d-6f86-4192-b7af-ab05b77b89fe,676b1cbc-766c-4616-bf39-1787ffd8c72a
135,3,0a157968-7250-42fa-96e4-62c64da9a24b,1,2026-07-25T19:28:03+00:00,2026-07-25T19:28:31+00:00,28.0,2.0,28.0,10-9-2,9-10-1,sideout,e96d9339-cfb6-473d-bcb3-23f2887a3e0f,88fb0858-b9c3-4620-9408-0dda0eb241ef
136,3,0a157968-7250-42fa-96e4-62c64da9a24b,1,2026-07-25T19:28:33+00:00,2026-07-25T19:29:06+00:00,33.0,9.0,33.0,9-10-1,10-10-1,point,676b1cbc-766c-4616-bf39-1787ffd8c72a,29e8121d-6f86-4192-b7af-ab05b77b89fe
137,3,0a157968-7250-42fa-96e4-62c64da9a24b,1,2026-07-25T19:29:15+00:00,2026-07-25T19:29:33+00:00,18.0,1.0,18.0,10-10-1,10-10-2,second,676b1cbc-766c-4616-bf39-1787ffd8c72a,e96d9339-cfb6-473d-bcb3-23f2887a3e0f
138,3,0a157968-7250-42fa-96e4-62c64da9a24b,1,2026-07-25T19:29:34+00:00,2026-07-25T19:29:55+00:00,21.0,3.0,21.0,10-10-2,10-10-1,sideout,88fb0858-b9c3-4620-9408-0dda0eb241ef,29e8121d-6f86-4192-b7af-ab05b77b89fe
139,3,0a157968-7250-42fa-96e4-62c64da9a24b,1,2026-07-25T19:29:58+00:00,2026-07-25T19:30:32+00:00,34.0,2.0,34.0,10-10-1,10-10-2,second,29e8121d-6f86-4192-b7af-ab05b77b89fe,88fb0858-b9c3-4620-9408-0dda0eb241ef
140,3,0a157968-7250-42fa-96e4-62c64da9a24b,1,2026-07-25T19:30:34+00:00,2026-07-25T19:30:51+00:00,17.0,1.0,17.0,10-10-2,10-10-1,sideout,e96d9339-cfb6-473d-bcb3-23f2887a3e0f,676b1cbc-766c-4616-bf39-1787ffd8c72a
141,3,0a157968-7250-42fa-96e4-62c64da9a24b,1,2026-07-25T19:30:52+00:00,2026-07-25T19:31:19+00:00,27.0,4.0,27.0,10-10-1,11-10-1,point,88fb0858-b9c3-4620-9408-0dda0eb241ef,29e8121d-6f86-4192-b7af-ab05b77b89fe
142,3,0a157968-7250-42fa-96e4-62c64da9a24b,1,2026-07-25T19:31:23+00:00,2026-07-25T19:31:38+00:00,15.0,,15.0,11-10-1,12-10-1,point,88fb0858-b9c3-4620-9408-0dda0eb241ef,e96d9339-cfb6-473d-bcb3-23f2887a3e0f
143,4,56520919-20b9-41be-82a3-7d2b1bea6c97,1,2026-07-25T19:34:39+00:00,2026-07-25T19:34:54+00:00,15.0,1.0,15.0,0-0-2,1-0-2,point,ab6386c6-c7e3-422f-9134-e20e92725ee5,efe9989b-5864-48c2-806c-06697024e1da
144,4,56520919-20b9-41be-82a3-7d2b1bea6c97,1,2026-07-25T19:34:55+00:00,2026-07-25T19:35:40+00:00,45.0,2.0,45.0,1-0-2,0-1-1,sideout,ab6386c6-c7e3-422f-9134-e20e92725ee5,4af4d4d1-9f87-4dc7-95f2-b10751d44c15
145,4,56520919-20b9-41be-82a3-7d2b1bea6c97,1,2026-07-25T19:35:42+00:00,2026-07-25T19:35:59+00:00,17.0,2.0,17.0,0-1-1,1-1-1,point,efe9989b-5864-48c2-806c-06697024e1da,50c2125b-406c-41e7-aad6-5432c7cd8e1c
146,4,56520919-20b9-41be-82a3-7d2b1bea6c97,1,2026-07-25T19:36:01+00:00,2026-07-25T19:36:24+00:00,23.0,2.0,23.0,1-1-1,1-1-2,second,efe9989b-5864-48c2-806c-06697024e1da,ab6386c6-c7e3-422f-9134-e20e92725ee5
147,4,56520919-20b9-41be-82a3-7d2b1bea6c97,1,2026-07-25T19:36:26+00:00,2026-07-25T19:36:38+00:00,12.0,1.0,12.0,1-1-2,2-1-2,point,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,50c2125b-406c-41e7-aad6-5432c7cd8e1c
148,4,56520919-20b9-41be-82a3-7d2b1bea6c97,1,2026-07-25T19:36:39+00:00,2026-07-25T19:37:12+00:00,33.0,5.0,33.0,2-1-2,1-2-1,sideout,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,ab6386c6-c7e3-422f-9134-e20e92725ee5
149,4,56520919-20b9-41be-82a3-7d2b1bea6c97,1,2026-07-25T19:37:17+00:00,2026-07-25T19:37:40+00:00,23.0,1.0,23.0,1-2-1,1-2-2,second,50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da
150,4,56520919-20b9-41be-82a3-7d2b1bea6c97,1,2026-07-25T19:37:41+00:00,2026-07-25T19:37:55+00:00,14.0,2.0,14.0,1-2-2,2-1-1,sideout,ab6386c6-c7e3-422f-9134-e20e92725ee5,4af4d4d1-9f87-4dc7-95f2-b10751d44c15
151,4,56520919-20b9-41be-82a3-7d2b1bea6c97,1,2026-07-25T19:37:57+00:00,2026-07-25T19:38:15+00:00,18.0,3.0,18.0,2-1-1,2-1-2,second,efe9989b-5864-48c2-806c-06697024e1da,50c2125b-406c-41e7-aad6-5432c7cd8e1c
152,4,56520919-20b9-41be-82a3-7d2b1bea6c97,1,2026-07-25T19:38:18+00:00,2026-07-25T19:38:56+00:00,38.0,48.0,38.0,2-1-2,3-1-2,point,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,ab6386c6-c7e3-422f-9134-e20e92725ee5
153,4,56520919-20b9-41be-82a3-7d2b1bea6c97,1,2026-07-25T19:39:44+00:00,2026-07-25T19:39:44+00:00,0.0,3.0,0.0,3-1-2,1-3-1,sideout,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,50c2125b-406c-41e7-aad6-5432c7cd8e1c
154,4,56520919-20b9-41be-82a3-7d2b1bea6c97,1,2026-07-25T19:39:47+00:00,2026-07-25T19:40:20+00:00,33.0,0.0,33.0,1-3-1,1-3-2,second,50c2125b-406c-41e7-aad6-5432c7cd8e1c,4af4d4d1-9f87-4dc7-95f2-b10751d44c15
155,4,56520919-20b9-41be-82a3-7d2b1bea6c97,1,2026-07-25T19:40:20+00:00,2026-07-25T19:40:41+00:00,21.0,2.0,21.0,1-3-2,3-1-1,sideout,ab6386c6-c7e3-422f-9134-e20e92725ee5,efe9989b-5864-48c2-806c-06697024e1da
156,4,56520919-20b9-41be-82a3-7d2b1bea6c97,1,2026-07-25T19:40:43+00:00,2026-07-25T19:40:55+00:00,12.0,1.0,12.0,3-1-1,4-1-1,point,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,50c2125b-406c-41e7-aad6-5432c7cd8e1c
157,4,56520919-20b9-41be-82a3-7d2b1bea6c97,1,2026-07-25T19:40:56+00:00,2026-07-25T19:41:12+00:00,16.0,0.0,16.0,4-1-1,4-1-2,second,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,ab6386c6-c7e3-422f-9134-e20e92725ee5
158,4,56520919-20b9-41be-82a3-7d2b1bea6c97,1,2026-07-25T19:41:12+00:00,2026-07-25T19:41:39+00:00,27.0,3.0,27.0,4-1-2,1-4-1,sideout,efe9989b-5864-48c2-806c-06697024e1da,50c2125b-406c-41e7-aad6-5432c7cd8e1c
159,4,56520919-20b9-41be-82a3-7d2b1bea6c97,1,2026-07-25T19:41:42+00:00,2026-07-25T19:42:01+00:00,19.0,67.0,19.0,1-4-1,2-4-1,point,50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da
160,4,56520919-20b9-41be-82a3-7d2b1bea6c97,1,2026-07-25T19:43:08+00:00,2026-07-25T19:43:21+00:00,13.0,2.0,13.0,2-4-1,2-4-2,second,50c2125b-406c-41e7-aad6-5432c7cd8e1c,4af4d4d1-9f87-4dc7-95f2-b10751d44c15
161,4,56520919-20b9-41be-82a3-7d2b1bea6c97,1,2026-07-25T19:43:23+00:00,2026-07-25T19:43:39+00:00,16.0,2.0,16.0,2-4-2,4-2-1,sideout,ab6386c6-c7e3-422f-9134-e20e92725ee5,efe9989b-5864-48c2-806c-06697024e1da
162,4,56520919-20b9-41be-82a3-7d2b1bea6c97,1,2026-07-25T19:43:41+00:00,2026-07-25T19:44:06+00:00,25.0,0.0,25.0,4-2-1,4-2-2,second,efe9989b-5864-48c2-806c-06697024e1da,ab6386c6-c7e3-422f-9134-e20e92725ee5
163,4,56520919-20b9-41be-82a3-7d2b1bea6c97,1,2026-07-25T19:44:06+00:00,2026-07-25T19:44:21+00:00,15.0,3.0,15.0,4-2-2,2-4-1,sideout,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,50c2125b-406c-41e7-aad6-5432c7cd8e1c
164,4,56520919-20b9-41be-82a3-7d2b1bea6c97,1,2026-07-25T19:44:24+00:00,2026-07-25T19:44:45+00:00,21.0,0.0,21.0,2-4-1,2-4-2,second,ab6386c6-c7e3-422f-9134-e20e92725ee5,efe9989b-5864-48c2-806c-06697024e1da
165,4,56520919-20b9-41be-82a3-7d2b1bea6c97,1,2026-07-25T19:44:45+00:00,2026-07-25T19:45:04+00:00,19.0,1.0,19.0,2-4-2,4-2-1,sideout,50c2125b-406c-41e7-aad6-5432c7cd8e1c,4af4d4d1-9f87-4dc7-95f2-b10751d44c15
166,4,56520919-20b9-41be-82a3-7d2b1bea6c97,1,2026-07-25T19:45:05+00:00,2026-07-25T19:45:18+00:00,13.0,1.0,13.0,4-2-1,5-2-1,point,efe9989b-5864-48c2-806c-06697024e1da,ab6386c6-c7e3-422f-9134-e20e92725ee5
167,4,56520919-20b9-41be-82a3-7d2b1bea6c97,1,2026-07-25T19:45:19+00:00,2026-07-25T19:45:37+00:00,18.0,112.0,18.0,5-2-1,6-2-1,point,efe9989b-5864-48c2-806c-06697024e1da,50c2125b-406c-41e7-aad6-5432c7cd8e1c
168,4,56520919-20b9-41be-82a3-7d2b1bea6c97,1,2026-07-25T19:47:29+00:00,2026-07-25T19:48:03+00:00,34.0,1.0,34.0,6-2-1,6-2-2,second,efe9989b-5864-48c2-806c-06697024e1da,ab6386c6-c7e3-422f-9134-e20e92725ee5
169,4,56520919-20b9-41be-82a3-7d2b1bea6c97,1,2026-07-25T19:48:04+00:00,2026-07-25T19:48:45+00:00,41.0,3.0,41.0,6-2-2,2-6-1,sideout,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,50c2125b-406c-41e7-aad6-5432c7cd8e1c
170,4,56520919-20b9-41be-82a3-7d2b1bea6c97,1,2026-07-25T19:48:48+00:00,2026-07-25T19:49:05+00:00,17.0,1.0,17.0,2-6-1,3-6-1,point,ab6386c6-c7e3-422f-9134-e20e92725ee5,efe9989b-5864-48c2-806c-06697024e1da
171,4,56520919-20b9-41be-82a3-7d2b1bea6c97,1,2026-07-25T19:49:06+00:00,2026-07-25T19:49:22+00:00,16.0,1.0,16.0,3-6-1,3-6-2,second,ab6386c6-c7e3-422f-9134-e20e92725ee5,4af4d4d1-9f87-4dc7-95f2-b10751d44c15
172,4,56520919-20b9-41be-82a3-7d2b1bea6c97,1,2026-07-25T19:49:23+00:00,2026-07-25T19:49:47+00:00,24.0,6.0,24.0,3-6-2,4-6-2,point,50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da
173,4,56520919-20b9-41be-82a3-7d2b1bea6c97,1,2026-07-25T19:49:53+00:00,2026-07-25T19:50:16+00:00,23.0,4.0,23.0,4-6-2,5-6-2,point,50c2125b-406c-41e7-aad6-5432c7cd8e1c,4af4d4d1-9f87-4dc7-95f2-b10751d44c15
174,4,56520919-20b9-41be-82a3-7d2b1bea6c97,1,2026-07-25T19:50:20+00:00,2026-07-25T19:50:38+00:00,18.0,35.0,18.0,5-6-2,6-6-2,point,50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da
175,4,56520919-20b9-41be-82a3-7d2b1bea6c97,1,2026-07-25T19:51:13+00:00,2026-07-25T19:51:43+00:00,30.0,1.0,30.0,6-6-2,7-6-2,point,50c2125b-406c-41e7-aad6-5432c7cd8e1c,4af4d4d1-9f87-4dc7-95f2-b10751d44c15
176,4,56520919-20b9-41be-82a3-7d2b1bea6c97,1,2026-07-25T19:51:44+00:00,2026-07-25T19:52:08+00:00,24.0,0.0,24.0,7-6-2,6-7-1,sideout,50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da
177,4,56520919-20b9-41be-82a3-7d2b1bea6c97,1,2026-07-25T19:52:08+00:00,2026-07-25T19:52:39+00:00,31.0,2.0,31.0,6-7-1,7-7-1,point,efe9989b-5864-48c2-806c-06697024e1da,50c2125b-406c-41e7-aad6-5432c7cd8e1c
178,4,56520919-20b9-41be-82a3-7d2b1bea6c97,1,2026-07-25T19:52:41+00:00,2026-07-25T19:52:59+00:00,18.0,1.0,18.0,7-7-1,7-7-2,second,efe9989b-5864-48c2-806c-06697024e1da,ab6386c6-c7e3-422f-9134-e20e92725ee5
179,4,56520919-20b9-41be-82a3-7d2b1bea6c97,1,2026-07-25T19:53:00+00:00,2026-07-25T19:54:00+00:00,60.0,2.0,60.0,7-7-2,8-7-2,point,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,50c2125b-406c-41e7-aad6-5432c7cd8e1c
180,4,56520919-20b9-41be-82a3-7d2b1bea6c97,1,2026-07-25T19:54:02+00:00,2026-07-25T19:54:44+00:00,42.0,5.0,42.0,8-7-2,7-8-1,sideout,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,ab6386c6-c7e3-422f-9134-e20e92725ee5
181,4,56520919-20b9-41be-82a3-7d2b1bea6c97,1,2026-07-25T19:54:49+00:00,2026-07-25T19:55:25+00:00,36.0,10.0,36.0,7-8-1,7-8-2,second,50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da
182,4,56520919-20b9-41be-82a3-7d2b1bea6c97,1,2026-07-25T19:55:35+00:00,2026-07-25T19:56:05+00:00,30.0,124.0,30.0,7-8-2,8-7-1,sideout,ab6386c6-c7e3-422f-9134-e20e92725ee5,4af4d4d1-9f87-4dc7-95f2-b10751d44c15
183,4,56520919-20b9-41be-82a3-7d2b1bea6c97,1,2026-07-25T19:58:09+00:00,2026-07-25T19:58:37+00:00,28.0,0.0,28.0,8-7-1,8-7-2,second,efe9989b-5864-48c2-806c-06697024e1da,50c2125b-406c-41e7-aad6-5432c7cd8e1c
184,4,56520919-20b9-41be-82a3-7d2b1bea6c97,1,2026-07-25T19:58:37+00:00,2026-07-25T19:58:49+00:00,12.0,4.0,12.0,8-7-2,7-8-1,sideout,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,ab6386c6-c7e3-422f-9134-e20e92725ee5
185,4,56520919-20b9-41be-82a3-7d2b1bea6c97,1,2026-07-25T19:58:53+00:00,2026-07-25T19:59:26+00:00,33.0,0.0,33.0,7-8-1,8-8-1,point,50c2125b-406c-41e7-aad6-5432c7cd8e1c,efe9989b-5864-48c2-806c-06697024e1da
186,4,56520919-20b9-41be-82a3-7d2b1bea6c97,1,2026-07-25T19:59:26+00:00,2026-07-25T19:59:50+00:00,24.0,0.0,24.0,8-8-1,8-8-2,second,50c2125b-406c-41e7-aad6-5432c7cd8e1c,4af4d4d1-9f87-4dc7-95f2-b10751d44c15
187,4,56520919-20b9-41be-82a3-7d2b1bea6c97,1,2026-07-25T19:59:50+00:00,2026-07-25T20:00:19+00:00,29.0,1.0,29.0,8-8-2,9-8-2,point,ab6386c6-c7e3-422f-9134-e20e92725ee5,efe9989b-5864-48c2-806c-06697024e1da
188,4,56520919-20b9-41be-82a3-7d2b1bea6c97,1,2026-07-25T20:00:20+00:00,2026-07-25T20:00:48+00:00,28.0,3.0,28.0,9-8-2,8-9-1,sideout,ab6386c6-c7e3-422f-9134-e20e92725ee5,4af4d4d1-9f87-4dc7-95f2-b10751d44c15
189,4,56520919-20b9-41be-82a3-7d2b1bea6c97,1,2026-07-25T20:00:51+00:00,2026-07-25T20:01:25+00:00,34.0,1.0,34.0,8-9-1,8-9-2,second,efe9989b-5864-48c2-806c-06697024e1da,50c2125b-406c-41e7-aad6-5432c7cd8e1c
190,4,56520919-20b9-41be-82a3-7d2b1bea6c97,1,2026-07-25T20:01:26+00:00,2026-07-25T20:01:42+00:00,16.0,4.0,16.0,8-9-2,9-9-2,point,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,ab6386c6-c7e3-422f-9134-e20e92725ee5
191,4,56520919-20b9-41be-82a3-7d2b1bea6c97,1,2026-07-25T20:01:46+00:00,2026-07-25T20:02:17+00:00,31.0,5.0,31.0,9-9-2,10-9-2,point,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,50c2125b-406c-41e7-aad6-5432c7cd8e1c
192,4,56520919-20b9-41be-82a3-7d2b1bea6c97,1,2026-07-25T20:02:22+00:00,2026-07-25T20:02:41+00:00,19.0,-19.0,19.0,10-9-2,9-10-1,sideout,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,ab6386c6-c7e3-422f-9134-e20e92725ee5
193,4,56520919-20b9-41be-82a3-7d2b1bea6c97,1,2026-07-25T20:02:22+00:00,2026-07-25T20:02:44+00:00,22.0,,22.0,10-9-2,11-9-2,point,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,ab6386c6-c7e3-422f-9134-e20e92725ee5
