rally_cum,game,division,match_id,rally_in_game,t0s,t1s,dur_s,approx,start_score,outcome,server_uuid,receiver_uuid,teamA_uuids,teamB_uuids,teamA_names,teamB_names,core
1,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,1,-55.0,-12.0,43.0,1,0-0-2,sideout,ab6386c6-c7e3-422f-9134-e20e92725ee5,efe9989b-5864-48c2-806c-06697024e1da,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
2,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,2,-12.0,6.0,18.0,1,0-0-1,second,efe9989b-5864-48c2-806c-06697024e1da,ab6386c6-c7e3-422f-9134-e20e92725ee5,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,1
3,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,3,6.0,33.0,27.0,1,0-0-2,point,676b1cbc-766c-4616-bf39-1787ffd8c72a,29e8121d-6f86-4192-b7af-ab05b77b89fe,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
4,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,4,34.0,59.0,25.0,1,1-0-2,point,676b1cbc-766c-4616-bf39-1787ffd8c72a,ab6386c6-c7e3-422f-9134-e20e92725ee5,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
5,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,5,60.0,88.0,28.0,1,2-0-2,point,676b1cbc-766c-4616-bf39-1787ffd8c72a,29e8121d-6f86-4192-b7af-ab05b77b89fe,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
6,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,6,94.0,113.0,19.0,0,3-0-2,sideout,676b1cbc-766c-4616-bf39-1787ffd8c72a,ab6386c6-c7e3-422f-9134-e20e92725ee5,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
7,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,7,120.0,141.0,21.0,1,0-3-1,point,ab6386c6-c7e3-422f-9134-e20e92725ee5,676b1cbc-766c-4616-bf39-1787ffd8c72a,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
8,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,8,140.8,160.8,20.0,1,1-3-1,point,ab6386c6-c7e3-422f-9134-e20e92725ee5,efe9989b-5864-48c2-806c-06697024e1da,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,1
9,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,9,160.0,177.0,17.0,1,2-3-1,second,ab6386c6-c7e3-422f-9134-e20e92725ee5,676b1cbc-766c-4616-bf39-1787ffd8c72a,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
10,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,10,175.0,199.0,24.0,1,2-3-2,sideout,29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
11,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,11,197.0,241.0,44.0,1,3-2-1,second,676b1cbc-766c-4616-bf39-1787ffd8c72a,ab6386c6-c7e3-422f-9134-e20e92725ee5,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,1
12,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,12,249.0,285.0,36.0,0,3-2-2,point,efe9989b-5864-48c2-806c-06697024e1da,29e8121d-6f86-4192-b7af-ab05b77b89fe,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
13,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,13,293.0,307.0,14.0,1,4-2-2,point,efe9989b-5864-48c2-806c-06697024e1da,ab6386c6-c7e3-422f-9134-e20e92725ee5,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
14,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,14,313.0,338.0,25.0,1,5-2-2,sideout,efe9989b-5864-48c2-806c-06697024e1da,29e8121d-6f86-4192-b7af-ab05b77b89fe,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
15,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,15,357.0,375.0,18.0,1,2-5-1,point,ab6386c6-c7e3-422f-9134-e20e92725ee5,676b1cbc-766c-4616-bf39-1787ffd8c72a,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
16,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,16,373.0,395.0,22.0,1,3-5-1,point,ab6386c6-c7e3-422f-9134-e20e92725ee5,efe9989b-5864-48c2-806c-06697024e1da,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
17,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,17,395.0,418.0,23.0,0,4-5-1,second,ab6386c6-c7e3-422f-9134-e20e92725ee5,676b1cbc-766c-4616-bf39-1787ffd8c72a,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
18,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,18,408.0,426.0,18.0,1,4-5-2,sideout,29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,1
19,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,19,414.8,434.8,20.0,1,5-4-1,point,676b1cbc-766c-4616-bf39-1787ffd8c72a,ab6386c6-c7e3-422f-9134-e20e92725ee5,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
20,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,20,464.0,508.0,44.0,0,6-4-1,point,676b1cbc-766c-4616-bf39-1787ffd8c72a,29e8121d-6f86-4192-b7af-ab05b77b89fe,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
21,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,21,513.0,526.0,13.0,1,7-4-1,point,676b1cbc-766c-4616-bf39-1787ffd8c72a,ab6386c6-c7e3-422f-9134-e20e92725ee5,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
22,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,22,556.2,582.2,26.0,1,8-4-1,second,676b1cbc-766c-4616-bf39-1787ffd8c72a,29e8121d-6f86-4192-b7af-ab05b77b89fe,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
23,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,23,578.3,598.3,20.0,1,8-4-2,sideout,efe9989b-5864-48c2-806c-06697024e1da,ab6386c6-c7e3-422f-9134-e20e92725ee5,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
24,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,24,591.5,612.5,21.0,1,4-8-1,second,ab6386c6-c7e3-422f-9134-e20e92725ee5,efe9989b-5864-48c2-806c-06697024e1da,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
25,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,25,593.0,648.0,55.0,0,4-8-2,point,29e8121d-6f86-4192-b7af-ab05b77b89fe,676b1cbc-766c-4616-bf39-1787ffd8c72a,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,1
26,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,26,654.0,673.0,19.0,1,5-8-2,sideout,29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
27,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,27,674.0,694.0,20.0,1,8-5-1,second,efe9989b-5864-48c2-806c-06697024e1da,29e8121d-6f86-4192-b7af-ab05b77b89fe,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
28,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,28,693.0,713.0,20.0,0,8-5-2,point,676b1cbc-766c-4616-bf39-1787ffd8c72a,ab6386c6-c7e3-422f-9134-e20e92725ee5,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
29,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,29,721.0,747.0,26.0,1,9-5-2,sideout,676b1cbc-766c-4616-bf39-1787ffd8c72a,29e8121d-6f86-4192-b7af-ab05b77b89fe,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
30,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,30,752.0,776.0,24.0,0,5-9-1,point,29e8121d-6f86-4192-b7af-ab05b77b89fe,676b1cbc-766c-4616-bf39-1787ffd8c72a,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
31,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,31,774.6,807.6,33.0,1,6-9-1,second,29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
32,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,32,807.0,829.0,22.0,0,6-9-2,sideout,ab6386c6-c7e3-422f-9134-e20e92725ee5,676b1cbc-766c-4616-bf39-1787ffd8c72a,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
33,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,33,837.0,861.0,24.0,1,9-6-1,point,676b1cbc-766c-4616-bf39-1787ffd8c72a,ab6386c6-c7e3-422f-9134-e20e92725ee5,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
34,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,34,865.0,880.0,15.0,0,10-6-1,point,676b1cbc-766c-4616-bf39-1787ffd8c72a,29e8121d-6f86-4192-b7af-ab05b77b89fe,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
36,2,mens,1c9ca388-a922-4bed-aa3b-205561187979,2,906.0,956.0,50.0,1,1-0-2,point,50c2125b-406c-41e7-aad6-5432c7cd8e1c,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,50c2125b-406c-41e7-aad6-5432c7cd8e1c|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,4af4d4d1-9f87-4dc7-95f2-b10751d44c15|88fb0858-b9c3-4620-9408-0dda0eb241ef,AJ Koller|John Lucian Goins,Tama Shimabukuro|Tyler Loong,1
37,2,mens,1c9ca388-a922-4bed-aa3b-205561187979,3,955.0,971.0,16.0,1,2-0-2,sideout,50c2125b-406c-41e7-aad6-5432c7cd8e1c,88fb0858-b9c3-4620-9408-0dda0eb241ef,50c2125b-406c-41e7-aad6-5432c7cd8e1c|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,4af4d4d1-9f87-4dc7-95f2-b10751d44c15|88fb0858-b9c3-4620-9408-0dda0eb241ef,AJ Koller|John Lucian Goins,Tama Shimabukuro|Tyler Loong,0
38,2,mens,1c9ca388-a922-4bed-aa3b-205561187979,4,971.0,989.0,18.0,0,0-2-1,point,88fb0858-b9c3-4620-9408-0dda0eb241ef,50c2125b-406c-41e7-aad6-5432c7cd8e1c,50c2125b-406c-41e7-aad6-5432c7cd8e1c|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,4af4d4d1-9f87-4dc7-95f2-b10751d44c15|88fb0858-b9c3-4620-9408-0dda0eb241ef,AJ Koller|John Lucian Goins,Tama Shimabukuro|Tyler Loong,0
39,2,mens,1c9ca388-a922-4bed-aa3b-205561187979,5,995.0,1013.0,18.0,0,1-2-1,second,88fb0858-b9c3-4620-9408-0dda0eb241ef,e96d9339-cfb6-473d-bcb3-23f2887a3e0f,50c2125b-406c-41e7-aad6-5432c7cd8e1c|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,4af4d4d1-9f87-4dc7-95f2-b10751d44c15|88fb0858-b9c3-4620-9408-0dda0eb241ef,AJ Koller|John Lucian Goins,Tama Shimabukuro|Tyler Loong,0
40,2,mens,1c9ca388-a922-4bed-aa3b-205561187979,6,1016.0,1041.0,25.0,1,1-2-2,sideout,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,50c2125b-406c-41e7-aad6-5432c7cd8e1c,50c2125b-406c-41e7-aad6-5432c7cd8e1c|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,4af4d4d1-9f87-4dc7-95f2-b10751d44c15|88fb0858-b9c3-4620-9408-0dda0eb241ef,AJ Koller|John Lucian Goins,Tama Shimabukuro|Tyler Loong,1
41,2,mens,1c9ca388-a922-4bed-aa3b-205561187979,7,1044.0,1097.0,53.0,1,2-1-1,second,50c2125b-406c-41e7-aad6-5432c7cd8e1c,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,50c2125b-406c-41e7-aad6-5432c7cd8e1c|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,4af4d4d1-9f87-4dc7-95f2-b10751d44c15|88fb0858-b9c3-4620-9408-0dda0eb241ef,AJ Koller|John Lucian Goins,Tama Shimabukuro|Tyler Loong,1
42,2,mens,1c9ca388-a922-4bed-aa3b-205561187979,8,1100.0,1121.0,21.0,1,2-1-2,sideout,e96d9339-cfb6-473d-bcb3-23f2887a3e0f,88fb0858-b9c3-4620-9408-0dda0eb241ef,50c2125b-406c-41e7-aad6-5432c7cd8e1c|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,4af4d4d1-9f87-4dc7-95f2-b10751d44c15|88fb0858-b9c3-4620-9408-0dda0eb241ef,AJ Koller|John Lucian Goins,Tama Shimabukuro|Tyler Loong,0
43,2,mens,1c9ca388-a922-4bed-aa3b-205561187979,9,1124.0,1134.0,10.0,0,1-2-1,point,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,50c2125b-406c-41e7-aad6-5432c7cd8e1c,50c2125b-406c-41e7-aad6-5432c7cd8e1c|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,4af4d4d1-9f87-4dc7-95f2-b10751d44c15|88fb0858-b9c3-4620-9408-0dda0eb241ef,AJ Koller|John Lucian Goins,Tama Shimabukuro|Tyler Loong,1
44,2,mens,1c9ca388-a922-4bed-aa3b-205561187979,10,1134.0,1154.0,20.0,0,2-2-1,second,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,e96d9339-cfb6-473d-bcb3-23f2887a3e0f,50c2125b-406c-41e7-aad6-5432c7cd8e1c|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,4af4d4d1-9f87-4dc7-95f2-b10751d44c15|88fb0858-b9c3-4620-9408-0dda0eb241ef,AJ Koller|John Lucian Goins,Tama Shimabukuro|Tyler Loong,0
45,2,mens,1c9ca388-a922-4bed-aa3b-205561187979,11,1154.0,1174.0,20.0,0,2-2-2,sideout,88fb0858-b9c3-4620-9408-0dda0eb241ef,50c2125b-406c-41e7-aad6-5432c7cd8e1c,50c2125b-406c-41e7-aad6-5432c7cd8e1c|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,4af4d4d1-9f87-4dc7-95f2-b10751d44c15|88fb0858-b9c3-4620-9408-0dda0eb241ef,AJ Koller|John Lucian Goins,Tama Shimabukuro|Tyler Loong,0
46,2,mens,1c9ca388-a922-4bed-aa3b-205561187979,12,1174.0,1210.0,36.0,1,2-2-1,second,50c2125b-406c-41e7-aad6-5432c7cd8e1c,88fb0858-b9c3-4620-9408-0dda0eb241ef,50c2125b-406c-41e7-aad6-5432c7cd8e1c|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,4af4d4d1-9f87-4dc7-95f2-b10751d44c15|88fb0858-b9c3-4620-9408-0dda0eb241ef,AJ Koller|John Lucian Goins,Tama Shimabukuro|Tyler Loong,1
47,2,mens,1c9ca388-a922-4bed-aa3b-205561187979,13,1210.0,1224.0,14.0,0,2-2-2,point,e96d9339-cfb6-473d-bcb3-23f2887a3e0f,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,50c2125b-406c-41e7-aad6-5432c7cd8e1c|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,4af4d4d1-9f87-4dc7-95f2-b10751d44c15|88fb0858-b9c3-4620-9408-0dda0eb241ef,AJ Koller|John Lucian Goins,Tama Shimabukuro|Tyler Loong,0
48,2,mens,1c9ca388-a922-4bed-aa3b-205561187979,14,1226.0,1249.0,23.0,0,3-2-2,point,e96d9339-cfb6-473d-bcb3-23f2887a3e0f,88fb0858-b9c3-4620-9408-0dda0eb241ef,50c2125b-406c-41e7-aad6-5432c7cd8e1c|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,4af4d4d1-9f87-4dc7-95f2-b10751d44c15|88fb0858-b9c3-4620-9408-0dda0eb241ef,AJ Koller|John Lucian Goins,Tama Shimabukuro|Tyler Loong,0
49,2,mens,1c9ca388-a922-4bed-aa3b-205561187979,15,1254.0,1282.0,28.0,0,4-2-2,point,e96d9339-cfb6-473d-bcb3-23f2887a3e0f,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,50c2125b-406c-41e7-aad6-5432c7cd8e1c|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,4af4d4d1-9f87-4dc7-95f2-b10751d44c15|88fb0858-b9c3-4620-9408-0dda0eb241ef,AJ Koller|John Lucian Goins,Tama Shimabukuro|Tyler Loong,0
50,2,mens,1c9ca388-a922-4bed-aa3b-205561187979,16,1272.1,1289.1,17.0,1,5-2-2,point,e96d9339-cfb6-473d-bcb3-23f2887a3e0f,88fb0858-b9c3-4620-9408-0dda0eb241ef,50c2125b-406c-41e7-aad6-5432c7cd8e1c|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,4af4d4d1-9f87-4dc7-95f2-b10751d44c15|88fb0858-b9c3-4620-9408-0dda0eb241ef,AJ Koller|John Lucian Goins,Tama Shimabukuro|Tyler Loong,0
51,2,mens,1c9ca388-a922-4bed-aa3b-205561187979,17,1306.9,1336.9,30.0,1,6-2-2,sideout,e96d9339-cfb6-473d-bcb3-23f2887a3e0f,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,50c2125b-406c-41e7-aad6-5432c7cd8e1c|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,4af4d4d1-9f87-4dc7-95f2-b10751d44c15|88fb0858-b9c3-4620-9408-0dda0eb241ef,AJ Koller|John Lucian Goins,Tama Shimabukuro|Tyler Loong,0
52,2,mens,1c9ca388-a922-4bed-aa3b-205561187979,18,1328.0,1344.0,16.0,0,2-6-1,second,88fb0858-b9c3-4620-9408-0dda0eb241ef,50c2125b-406c-41e7-aad6-5432c7cd8e1c,50c2125b-406c-41e7-aad6-5432c7cd8e1c|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,4af4d4d1-9f87-4dc7-95f2-b10751d44c15|88fb0858-b9c3-4620-9408-0dda0eb241ef,AJ Koller|John Lucian Goins,Tama Shimabukuro|Tyler Loong,0
53,2,mens,1c9ca388-a922-4bed-aa3b-205561187979,19,1344.0,1359.0,15.0,0,2-6-2,sideout,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,e96d9339-cfb6-473d-bcb3-23f2887a3e0f,50c2125b-406c-41e7-aad6-5432c7cd8e1c|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,4af4d4d1-9f87-4dc7-95f2-b10751d44c15|88fb0858-b9c3-4620-9408-0dda0eb241ef,AJ Koller|John Lucian Goins,Tama Shimabukuro|Tyler Loong,0
54,2,mens,1c9ca388-a922-4bed-aa3b-205561187979,20,1362.0,1383.0,21.0,0,6-2-1,point,50c2125b-406c-41e7-aad6-5432c7cd8e1c,88fb0858-b9c3-4620-9408-0dda0eb241ef,50c2125b-406c-41e7-aad6-5432c7cd8e1c|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,4af4d4d1-9f87-4dc7-95f2-b10751d44c15|88fb0858-b9c3-4620-9408-0dda0eb241ef,AJ Koller|John Lucian Goins,Tama Shimabukuro|Tyler Loong,0
