t_s,player,x_ft,y_ft
25.493,Emma Nelson,6.56,9.8
25.493,Etta Tuionetoa,7.13,30.4
25.493,Ting Chieh Wei,14.85,12.07
25.543,Allyce Jones,19.05,31.46
25.543,Emma Nelson,6.59,9.8
25.543,Etta Tuionetoa,7.13,30.5
25.543,Ting Chieh Wei,14.99,12.22
25.593,Allyce Jones,19.05,31.85
25.593,Emma Nelson,6.62,9.8
25.593,Etta Tuionetoa,7.12,30.63
25.593,Ting Chieh Wei,15.1,12.26
25.643,Allyce Jones,19.05,32.14
25.643,Emma Nelson,6.66,9.8
25.643,Etta Tuionetoa,7.1,30.66
25.643,Ting Chieh Wei,15.21,12.38
25.693,Allyce Jones,19.05,32.14
25.693,Emma Nelson,6.74,9.67
25.693,Etta Tuionetoa,7.1,30.7
25.693,Ting Chieh Wei,15.34,12.55
25.743,Allyce Jones,19.05,32.14
25.743,Emma Nelson,6.83,9.41
25.743,Etta Tuionetoa,7.08,30.7
25.743,Ting Chieh Wei,15.42,12.65
25.793,Allyce Jones,19.04,32.14
25.793,Emma Nelson,6.88,9.38
25.793,Etta Tuionetoa,7.07,30.7
25.793,Ting Chieh Wei,15.52,12.67
25.843,Allyce Jones,18.99,32.14
25.843,Emma Nelson,6.89,9.38
25.843,Etta Tuionetoa,7.07,30.7
25.843,Ting Chieh Wei,15.6,12.67
25.893,Allyce Jones,18.91,32.03
25.893,Emma Nelson,6.89,9.36
25.893,Etta Tuionetoa,7.04,30.68
25.893,Ting Chieh Wei,15.68,12.67
25.943,Allyce Jones,18.74,31.78
25.943,Emma Nelson,6.89,9.35
25.943,Etta Tuionetoa,6.97,30.68
25.943,Ting Chieh Wei,15.77,12.67
25.993,Allyce Jones,18.5,31.47
25.993,Emma Nelson,6.89,9.35
25.993,Etta Tuionetoa,6.91,30.3
25.993,Ting Chieh Wei,15.83,12.67
26.043,Allyce Jones,18.23,31.09
26.043,Emma Nelson,6.89,9.36
26.043,Etta Tuionetoa,6.89,29.81
26.043,Ting Chieh Wei,15.89,12.66
26.093,Allyce Jones,17.94,30.84
26.093,Emma Nelson,6.88,9.38
26.093,Etta Tuionetoa,6.88,29.69
26.093,Ting Chieh Wei,15.97,12.63
26.143,Allyce Jones,17.64,30.81
26.143,Emma Nelson,6.87,9.38
26.143,Etta Tuionetoa,6.85,29.62
26.143,Ting Chieh Wei,16.02,12.57
26.193,Allyce Jones,17.32,30.75
26.193,Emma Nelson,6.85,9.39
26.193,Etta Tuionetoa,6.84,29.59
26.193,Ting Chieh Wei,16.07,12.45
26.243,Allyce Jones,17.0,30.69
26.243,Emma Nelson,6.83,9.49
26.243,Etta Tuionetoa,6.82,29.57
26.243,Ting Chieh Wei,16.14,12.31
26.293,Allyce Jones,16.76,30.67
26.293,Emma Nelson,6.81,9.54
26.293,Etta Tuionetoa,6.8,29.56
26.293,Ting Chieh Wei,16.23,12.17
26.343,Allyce Jones,16.62,30.64
26.343,Emma Nelson,6.78,9.63
26.343,Etta Tuionetoa,6.79,29.54
26.343,Ting Chieh Wei,16.34,12.09
26.393,Allyce Jones,16.51,30.54
26.393,Emma Nelson,6.76,9.73
26.393,Etta Tuionetoa,6.72,29.4
26.393,Ting Chieh Wei,16.45,12.07
26.443,Allyce Jones,16.38,30.36
26.443,Emma Nelson,6.75,9.78
26.443,Etta Tuionetoa,6.46,29.26
26.443,Ting Chieh Wei,16.54,12.03
26.493,Allyce Jones,16.18,30.27
26.493,Emma Nelson,6.74,9.8
26.493,Etta Tuionetoa,6.04,29.22
26.493,Ting Chieh Wei,16.54,12.01
26.543,Allyce Jones,15.89,30.14
26.543,Emma Nelson,6.71,9.81
26.543,Etta Tuionetoa,5.55,29.16
26.543,Ting Chieh Wei,16.54,11.94
26.593,Allyce Jones,15.57,30.01
26.593,Emma Nelson,6.6,9.83
26.593,Etta Tuionetoa,5.04,29.1
26.593,Ting Chieh Wei,16.54,11.89
26.643,Allyce Jones,15.23,29.9
26.643,Emma Nelson,6.45,9.9
26.643,Etta Tuionetoa,4.67,29.05
26.643,Ting Chieh Wei,16.54,11.88
26.693,Allyce Jones,14.88,29.9
26.693,Emma Nelson,6.24,10.04
26.693,Etta Tuionetoa,4.3,29.03
26.693,Ting Chieh Wei,16.52,11.88
26.743,Allyce Jones,14.59,29.9
26.743,Emma Nelson,6.04,10.25
26.743,Etta Tuionetoa,3.92,28.98
26.743,Ting Chieh Wei,16.4,11.87
26.793,Allyce Jones,14.32,29.9
26.793,Emma Nelson,5.86,10.53
26.793,Etta Tuionetoa,3.64,28.98
26.793,Ting Chieh Wei,16.27,11.85
26.843,Allyce Jones,14.02,29.9
26.843,Emma Nelson,5.69,10.93
26.843,Etta Tuionetoa,3.43,28.98
26.843,Ting Chieh Wei,16.17,11.83
26.893,Allyce Jones,13.79,29.92
26.893,Emma Nelson,5.47,11.25
26.893,Etta Tuionetoa,3.25,28.94
26.893,Ting Chieh Wei,16.05,11.8
26.943,Allyce Jones,13.67,29.99
26.943,Emma Nelson,5.44,11.31
26.943,Etta Tuionetoa,3.06,28.9
26.943,Ting Chieh Wei,15.93,11.74
26.993,Allyce Jones,13.57,30.02
26.993,Emma Nelson,5.44,11.36
26.993,Etta Tuionetoa,2.9,28.88
26.993,Ting Chieh Wei,15.82,11.73
27.043,Allyce Jones,13.52,30.02
27.043,Emma Nelson,5.44,11.39
27.043,Etta Tuionetoa,2.74,28.83
27.043,Ting Chieh Wei,15.74,11.73
27.093,Allyce Jones,13.47,30.05
27.093,Emma Nelson,5.44,11.43
27.093,Etta Tuionetoa,2.62,28.73
27.093,Ting Chieh Wei,15.66,11.75
27.143,Allyce Jones,13.39,30.05
27.143,Emma Nelson,5.44,11.49
27.143,Etta Tuionetoa,2.51,28.65
27.143,Ting Chieh Wei,15.5,11.82
27.193,Allyce Jones,13.29,30.05
27.193,Emma Nelson,5.47,11.5
27.193,Etta Tuionetoa,2.5,28.6
27.193,Ting Chieh Wei,15.26,11.84
27.243,Allyce Jones,13.2,30.05
27.243,Emma Nelson,5.55,11.51
27.243,Etta Tuionetoa,2.5,28.59
27.243,Ting Chieh Wei,14.94,11.91
27.293,Allyce Jones,13.14,30.05
27.293,Emma Nelson,5.64,11.81
27.293,Etta Tuionetoa,2.5,28.59
27.293,Ting Chieh Wei,14.68,12.03
27.343,Allyce Jones,13.14,30.05
27.343,Emma Nelson,5.7,12.32
27.343,Etta Tuionetoa,2.5,28.59
27.343,Ting Chieh Wei,14.68,12.04
27.393,Allyce Jones,13.14,30.04
27.393,Emma Nelson,5.73,12.64
27.393,Etta Tuionetoa,2.5,28.59
27.393,Ting Chieh Wei,14.68,12.05
27.443,Allyce Jones,13.14,29.83
27.443,Emma Nelson,5.74,12.64
27.443,Etta Tuionetoa,2.52,28.6
27.443,Ting Chieh Wei,14.68,12.06
27.493,Allyce Jones,13.14,29.69
27.493,Emma Nelson,5.74,12.64
27.493,Etta Tuionetoa,2.54,28.6
27.493,Ting Chieh Wei,14.68,12.06
27.543,Allyce Jones,13.17,29.69
27.543,Emma Nelson,5.75,12.64
27.543,Etta Tuionetoa,2.6,28.79
27.543,Ting Chieh Wei,14.69,12.06
27.593,Allyce Jones,13.26,29.69
27.593,Emma Nelson,5.79,12.64
27.593,Etta Tuionetoa,2.68,29.01
27.593,Ting Chieh Wei,14.78,12.03
27.643,Allyce Jones,13.43,29.69
27.643,Emma Nelson,5.9,12.64
27.643,Etta Tuionetoa,2.85,29.16
27.643,Ting Chieh Wei,14.8,12.03
27.693,Allyce Jones,13.61,29.69
27.693,Emma Nelson,6.1,12.37
27.693,Etta Tuionetoa,3.16,29.28
27.693,Ting Chieh Wei,14.81,12.02
27.743,Allyce Jones,13.7,29.8
27.743,Emma Nelson,6.42,12.15
27.743,Etta Tuionetoa,3.5,29.39
27.743,Ting Chieh Wei,14.92,12.0
27.793,Allyce Jones,13.74,29.86
27.793,Emma Nelson,6.73,12.14
27.793,Etta Tuionetoa,3.82,29.42
27.793,Ting Chieh Wei,15.16,11.99
27.843,Allyce Jones,13.83,29.89
27.843,Emma Nelson,6.99,12.07
27.843,Etta Tuionetoa,4.16,29.87
27.843,Ting Chieh Wei,15.52,11.97
27.893,Allyce Jones,13.95,29.94
27.893,Emma Nelson,7.16,12.03
27.893,Etta Tuionetoa,4.42,30.08
27.893,Ting Chieh Wei,16.0,11.93
27.943,Allyce Jones,14.12,30.0
27.943,Emma Nelson,7.3,11.93
27.943,Etta Tuionetoa,4.75,30.29
27.943,Ting Chieh Wei,16.48,11.83
27.993,Allyce Jones,14.37,30.12
27.993,Emma Nelson,7.42,11.86
27.993,Etta Tuionetoa,5.05,30.52
27.993,Ting Chieh Wei,16.77,11.75
28.043,Allyce Jones,14.62,30.31
28.043,Emma Nelson,7.49,11.71
28.043,Etta Tuionetoa,5.32,30.84
28.043,Ting Chieh Wei,17.09,11.69
28.093,Allyce Jones,14.85,30.72
28.093,Emma Nelson,7.51,11.69
28.093,Etta Tuionetoa,5.51,31.12
28.093,Ting Chieh Wei,17.44,11.68
28.143,Allyce Jones,14.99,30.97
28.143,Emma Nelson,7.51,11.66
28.143,Etta Tuionetoa,5.66,31.45
28.143,Ting Chieh Wei,17.73,11.68
28.193,Allyce Jones,15.07,30.97
28.193,Emma Nelson,7.51,11.51
28.193,Etta Tuionetoa,5.74,31.74
28.193,Ting Chieh Wei,17.89,11.66
28.243,Allyce Jones,15.11,30.97
28.243,Emma Nelson,7.51,11.3
28.243,Etta Tuionetoa,5.78,31.74
28.243,Ting Chieh Wei,18.09,11.57
28.293,Allyce Jones,15.19,30.97
28.293,Emma Nelson,7.51,11.04
28.293,Etta Tuionetoa,5.85,31.74
28.293,Ting Chieh Wei,18.3,11.55
28.343,Allyce Jones,15.35,30.97
28.343,Emma Nelson,7.51,10.82
28.343,Etta Tuionetoa,5.88,31.74
28.343,Ting Chieh Wei,18.45,11.45
28.393,Allyce Jones,15.53,30.77
28.393,Emma Nelson,7.5,10.56
28.393,Etta Tuionetoa,5.9,31.78
28.393,Ting Chieh Wei,18.59,11.35
28.443,Allyce Jones,15.68,30.74
28.443,Emma Nelson,7.5,10.41
28.443,Etta Tuionetoa,5.92,31.85
28.443,Ting Chieh Wei,18.74,11.15
28.493,Allyce Jones,15.84,30.74
28.493,Emma Nelson,7.5,10.39
28.493,Etta Tuionetoa,5.93,31.85
28.493,Ting Chieh Wei,18.87,10.9
28.543,Allyce Jones,15.97,30.74
28.543,Emma Nelson,7.5,10.35
28.543,Etta Tuionetoa,5.97,31.85
28.543,Ting Chieh Wei,18.93,10.71
28.593,Allyce Jones,16.1,30.74
28.593,Emma Nelson,7.49,10.29
28.593,Etta Tuionetoa,6.01,31.85
28.593,Ting Chieh Wei,18.93,10.36
28.643,Allyce Jones,16.12,30.71
28.643,Emma Nelson,7.49,10.25
28.643,Etta Tuionetoa,6.05,31.85
28.643,Ting Chieh Wei,18.93,9.94
28.693,Allyce Jones,16.13,30.73
28.693,Emma Nelson,7.48,10.23
28.693,Etta Tuionetoa,6.1,31.95
28.693,Ting Chieh Wei,18.93,9.61
28.743,Allyce Jones,16.13,30.74
28.743,Emma Nelson,7.47,10.06
28.743,Etta Tuionetoa,6.14,31.96
28.743,Ting Chieh Wei,18.93,9.53
28.793,Allyce Jones,16.14,30.76
28.793,Emma Nelson,7.46,9.93
28.793,Etta Tuionetoa,6.16,31.97
28.793,Ting Chieh Wei,18.91,9.46
28.843,Allyce Jones,16.14,30.8
28.843,Emma Nelson,7.38,9.75
28.843,Etta Tuionetoa,6.19,32.01
28.843,Ting Chieh Wei,18.75,9.46
28.893,Allyce Jones,16.21,30.89
28.893,Emma Nelson,7.37,9.69
28.893,Etta Tuionetoa,6.26,32.04
28.893,Ting Chieh Wei,18.43,9.33
28.943,Allyce Jones,16.3,30.91
28.943,Emma Nelson,7.37,9.51
28.943,Etta Tuionetoa,6.39,32.07
28.943,Ting Chieh Wei,18.11,9.1
28.993,Allyce Jones,16.36,30.91
28.993,Emma Nelson,7.36,9.3
28.993,Etta Tuionetoa,6.55,32.08
28.993,Ting Chieh Wei,17.73,9.04
29.043,Allyce Jones,16.36,30.93
29.043,Emma Nelson,7.35,9.27
29.043,Etta Tuionetoa,6.73,32.08
29.043,Ting Chieh Wei,17.27,9.02
29.093,Allyce Jones,16.37,31.05
29.093,Emma Nelson,7.31,9.27
29.093,Etta Tuionetoa,6.91,32.08
29.093,Ting Chieh Wei,16.85,8.99
29.143,Allyce Jones,16.38,31.05
29.143,Emma Nelson,7.31,9.23
29.143,Etta Tuionetoa,6.95,32.08
29.143,Ting Chieh Wei,16.52,8.98
29.193,Allyce Jones,16.4,31.05
29.193,Emma Nelson,7.31,9.15
29.193,Etta Tuionetoa,6.96,32.08
29.193,Ting Chieh Wei,16.41,8.92
29.243,Allyce Jones,16.41,31.1
29.243,Emma Nelson,7.31,9.07
29.243,Etta Tuionetoa,6.97,32.08
29.243,Ting Chieh Wei,16.34,8.87
29.293,Allyce Jones,16.44,31.15
29.293,Emma Nelson,7.31,9.03
29.293,Etta Tuionetoa,6.98,32.15
29.293,Ting Chieh Wei,16.32,8.85
29.343,Allyce Jones,16.45,31.22
29.343,Emma Nelson,7.31,9.03
29.343,Etta Tuionetoa,6.98,32.23
29.343,Ting Chieh Wei,16.29,8.59
29.393,Allyce Jones,16.45,31.22
29.393,Emma Nelson,7.33,9.01
29.393,Etta Tuionetoa,6.98,32.28
29.393,Ting Chieh Wei,16.22,8.53
29.443,Allyce Jones,16.45,31.22
29.443,Emma Nelson,7.36,8.83
29.443,Etta Tuionetoa,6.98,32.28
29.443,Ting Chieh Wei,16.11,8.53
29.493,Allyce Jones,16.45,31.27
29.493,Emma Nelson,7.4,8.63
29.493,Etta Tuionetoa,7.0,32.28
29.493,Ting Chieh Wei,15.99,8.53
29.543,Allyce Jones,16.45,31.49
29.543,Emma Nelson,7.42,8.52
29.543,Etta Tuionetoa,7.03,32.31
29.543,Ting Chieh Wei,15.87,8.53
29.593,Allyce Jones,16.44,31.5
29.593,Emma Nelson,7.43,8.41
29.593,Etta Tuionetoa,7.05,32.32
29.593,Ting Chieh Wei,15.77,8.53
29.643,Allyce Jones,16.44,31.51
29.643,Emma Nelson,7.43,8.33
29.643,Etta Tuionetoa,7.06,32.32
29.643,Ting Chieh Wei,15.7,8.8
29.693,Allyce Jones,16.43,31.51
29.693,Emma Nelson,7.43,8.25
29.693,Etta Tuionetoa,7.07,32.32
29.693,Ting Chieh Wei,15.67,8.96
29.743,Allyce Jones,16.42,31.51
29.743,Emma Nelson,7.43,8.21
29.743,Etta Tuionetoa,7.12,32.32
29.743,Ting Chieh Wei,15.62,9.0
29.793,Allyce Jones,16.4,31.5
29.793,Emma Nelson,7.43,8.13
29.793,Etta Tuionetoa,7.18,32.32
29.793,Ting Chieh Wei,15.55,9.02
29.843,Allyce Jones,16.39,31.5
29.843,Emma Nelson,7.31,8.08
29.843,Etta Tuionetoa,7.25,32.31
29.843,Ting Chieh Wei,15.44,9.03
29.893,Allyce Jones,16.37,31.49
29.893,Emma Nelson,7.08,8.08
29.893,Etta Tuionetoa,7.31,32.31
29.893,Ting Chieh Wei,15.25,9.09
29.943,Allyce Jones,16.33,31.43
29.943,Emma Nelson,6.8,8.08
29.943,Etta Tuionetoa,7.41,32.31
29.943,Ting Chieh Wei,15.01,9.3
29.993,Allyce Jones,16.3,31.35
29.993,Emma Nelson,6.58,8.08
29.993,Etta Tuionetoa,7.52,32.31
29.993,Ting Chieh Wei,14.78,9.53
30.043,Allyce Jones,16.24,31.26
30.043,Emma Nelson,6.37,8.08
30.043,Etta Tuionetoa,7.61,32.31
30.043,Ting Chieh Wei,14.54,9.65
30.093,Allyce Jones,16.16,31.22
30.093,Emma Nelson,6.18,8.22
30.093,Etta Tuionetoa,7.67,32.34
30.093,Ting Chieh Wei,14.29,9.7
30.143,Allyce Jones,16.07,31.15
30.143,Emma Nelson,6.05,8.36
30.143,Etta Tuionetoa,7.71,32.38
30.143,Ting Chieh Wei,14.03,10.03
30.193,Allyce Jones,15.97,31.06
30.193,Emma Nelson,6.0,8.37
30.193,Etta Tuionetoa,7.71,32.49
30.193,Ting Chieh Wei,13.67,10.72
30.243,Allyce Jones,15.87,31.04
30.243,Emma Nelson,5.96,8.44
30.243,Etta Tuionetoa,7.71,32.54
30.243,Ting Chieh Wei,13.28,11.44
30.293,Allyce Jones,15.78,31.02
30.293,Emma Nelson,5.84,8.48
30.293,Etta Tuionetoa,7.71,32.6
30.293,Ting Chieh Wei,12.98,11.67
30.343,Allyce Jones,15.66,30.98
30.343,Emma Nelson,5.66,8.56
30.343,Etta Tuionetoa,7.71,32.66
30.343,Ting Chieh Wei,12.83,11.69
30.393,Allyce Jones,15.53,30.98
30.393,Emma Nelson,5.5,9.11
30.393,Etta Tuionetoa,7.7,32.73
30.393,Ting Chieh Wei,12.66,11.79
30.443,Allyce Jones,15.47,30.96
30.443,Emma Nelson,5.4,9.91
30.443,Etta Tuionetoa,7.65,32.75
30.443,Ting Chieh Wei,12.39,11.9
30.493,Allyce Jones,15.39,30.7
30.493,Emma Nelson,5.27,10.44
30.493,Etta Tuionetoa,7.61,32.82
30.493,Ting Chieh Wei,11.94,11.99
30.543,Allyce Jones,15.25,30.62
30.543,Emma Nelson,5.21,10.51
30.543,Etta Tuionetoa,7.55,33.0
30.543,Ting Chieh Wei,11.34,12.07
30.593,Allyce Jones,15.04,30.6
30.593,Emma Nelson,5.18,10.58
30.593,Etta Tuionetoa,7.46,33.0
30.593,Ting Chieh Wei,10.77,12.15
30.643,Allyce Jones,14.81,30.58
30.643,Emma Nelson,5.13,10.77
30.643,Etta Tuionetoa,7.28,33.0
30.643,Ting Chieh Wei,10.32,12.19
30.693,Allyce Jones,14.7,30.55
30.693,Emma Nelson,5.12,11.33
30.693,Etta Tuionetoa,6.98,33.0
30.693,Ting Chieh Wei,9.91,12.26
30.743,Allyce Jones,14.67,30.51
30.743,Emma Nelson,5.12,11.34
30.743,Etta Tuionetoa,6.68,33.0
30.743,Ting Chieh Wei,9.57,12.33
30.793,Allyce Jones,14.61,30.49
30.793,Emma Nelson,5.12,11.34
30.793,Etta Tuionetoa,6.47,33.0
30.793,Ting Chieh Wei,9.3,12.37
30.843,Allyce Jones,14.5,30.49
30.843,Emma Nelson,5.12,11.34
30.843,Etta Tuionetoa,6.33,33.0
30.843,Ting Chieh Wei,9.06,12.37
30.893,Allyce Jones,14.37,30.49
30.893,Emma Nelson,5.12,11.34
30.893,Etta Tuionetoa,6.18,33.0
30.893,Ting Chieh Wei,8.74,12.37
30.943,Allyce Jones,14.23,30.54
30.943,Emma Nelson,5.13,11.34
30.943,Etta Tuionetoa,6.13,33.0
30.943,Ting Chieh Wei,8.49,12.33
30.993,Allyce Jones,14.12,30.54
30.993,Emma Nelson,5.13,11.32
30.993,Etta Tuionetoa,6.13,33.02
30.993,Ting Chieh Wei,8.33,12.33
31.043,Allyce Jones,14.02,30.76
31.043,Emma Nelson,5.13,11.31
31.043,Etta Tuionetoa,6.13,32.96
31.043,Ting Chieh Wei,8.21,12.29
31.093,Allyce Jones,13.9,31.04
31.093,Emma Nelson,5.13,11.25
31.093,Etta Tuionetoa,6.13,32.96
31.093,Ting Chieh Wei,8.11,12.24
31.143,Allyce Jones,13.79,31.2
31.143,Emma Nelson,5.13,11.23
31.143,Etta Tuionetoa,6.13,32.96
31.143,Ting Chieh Wei,7.97,12.14
31.193,Allyce Jones,13.73,31.2
31.193,Emma Nelson,5.13,11.21
31.193,Etta Tuionetoa,6.15,32.96
31.193,Ting Chieh Wei,7.97,12.09
31.243,Allyce Jones,13.71,31.21
31.243,Emma Nelson,5.13,11.16
31.243,Etta Tuionetoa,6.19,32.97
31.243,Ting Chieh Wei,7.97,12.05
31.293,Allyce Jones,13.69,31.22
31.293,Emma Nelson,5.13,11.07
31.293,Etta Tuionetoa,6.31,32.97
31.293,Ting Chieh Wei,7.97,12.01
31.343,Allyce Jones,13.67,31.23
31.343,Emma Nelson,5.13,10.97
31.343,Etta Tuionetoa,6.43,32.97
31.343,Ting Chieh Wei,7.97,11.96
31.393,Allyce Jones,13.66,31.24
31.393,Emma Nelson,5.13,10.88
31.393,Etta Tuionetoa,6.45,32.97
31.393,Ting Chieh Wei,8.0,11.92
31.443,Allyce Jones,13.64,31.25
31.443,Emma Nelson,5.13,10.62
31.443,Etta Tuionetoa,6.45,32.97
31.443,Ting Chieh Wei,8.35,11.92
31.493,Allyce Jones,13.63,31.25
31.493,Emma Nelson,5.13,10.45
31.493,Etta Tuionetoa,6.45,32.97
31.493,Ting Chieh Wei,8.76,11.96
31.543,Allyce Jones,13.63,31.25
31.543,Emma Nelson,5.14,10.43
31.543,Etta Tuionetoa,6.45,32.98
31.543,Ting Chieh Wei,9.14,11.96
31.593,Allyce Jones,13.63,31.28
31.593,Emma Nelson,5.15,10.43
31.593,Etta Tuionetoa,6.45,33.08
31.593,Ting Chieh Wei,9.46,11.96
31.643,Allyce Jones,13.63,31.28
31.643,Emma Nelson,5.16,10.41
31.643,Etta Tuionetoa,6.42,33.21
31.643,Ting Chieh Wei,9.73,11.99
31.693,Allyce Jones,13.63,31.29
31.693,Emma Nelson,5.16,10.4
31.693,Etta Tuionetoa,6.32,33.42
31.693,Ting Chieh Wei,9.82,11.99
31.743,Allyce Jones,13.68,31.3
31.743,Emma Nelson,5.16,10.37
31.743,Etta Tuionetoa,6.19,33.57
31.743,Ting Chieh Wei,9.85,12.0
31.793,Allyce Jones,13.75,31.3
31.793,Emma Nelson,5.17,10.37
31.793,Etta Tuionetoa,6.02,33.67
31.793,Ting Chieh Wei,9.92,12.01
31.843,Allyce Jones,13.9,31.3
31.843,Emma Nelson,5.19,10.37
31.843,Etta Tuionetoa,5.78,33.79
31.843,Ting Chieh Wei,10.05,12.03
31.893,Allyce Jones,14.07,31.29
31.893,Emma Nelson,5.23,10.36
31.893,Etta Tuionetoa,5.56,33.85
31.893,Ting Chieh Wei,10.18,12.02
31.943,Allyce Jones,14.08,31.28
31.943,Emma Nelson,5.29,10.34
31.943,Etta Tuionetoa,5.35,33.99
31.943,Ting Chieh Wei,10.31,12.0
31.993,Allyce Jones,14.08,31.28
31.993,Emma Nelson,5.35,10.34
31.993,Etta Tuionetoa,5.18,34.18
31.993,Ting Chieh Wei,10.43,11.99
32.043,Allyce Jones,14.08,31.3
32.043,Emma Nelson,5.46,10.32
32.043,Etta Tuionetoa,5.05,34.38
32.043,Ting Chieh Wei,10.53,11.99
32.093,Allyce Jones,14.08,31.3
32.093,Emma Nelson,5.59,10.3
32.093,Etta Tuionetoa,4.95,34.52
32.093,Ting Chieh Wei,10.59,11.98
32.143,Allyce Jones,14.08,31.3
32.143,Emma Nelson,5.7,10.29
32.143,Etta Tuionetoa,4.89,34.64
32.143,Ting Chieh Wei,10.62,11.95
32.193,Allyce Jones,13.97,31.3
32.193,Emma Nelson,5.76,10.24
32.193,Etta Tuionetoa,4.87,34.74
32.193,Ting Chieh Wei,10.65,11.84
32.243,Allyce Jones,13.83,31.41
32.243,Emma Nelson,5.78,10.21
32.243,Etta Tuionetoa,4.86,34.88
32.243,Ting Chieh Wei,10.7,11.79
32.293,Allyce Jones,13.63,31.65
32.293,Emma Nelson,5.8,10.16
32.293,Etta Tuionetoa,4.84,35.04
32.293,Ting Chieh Wei,10.76,11.79
32.343,Allyce Jones,13.41,32.04
32.343,Emma Nelson,5.88,10.07
32.343,Etta Tuionetoa,4.83,35.24
32.343,Ting Chieh Wei,10.78,11.79
32.393,Allyce Jones,13.18,32.39
32.393,Emma Nelson,5.96,10.07
32.393,Etta Tuionetoa,4.82,35.46
32.393,Ting Chieh Wei,10.79,11.78
32.443,Allyce Jones,12.97,32.59
32.443,Emma Nelson,6.1,10.07
32.443,Etta Tuionetoa,4.81,35.68
32.443,Ting Chieh Wei,10.8,11.75
32.493,Allyce Jones,12.79,32.72
32.493,Emma Nelson,6.25,10.05
32.493,Etta Tuionetoa,4.81,35.88
32.493,Ting Chieh Wei,10.8,11.73
32.543,Allyce Jones,12.69,32.82
32.543,Emma Nelson,6.39,10.02
32.543,Etta Tuionetoa,4.81,36.05
32.543,Ting Chieh Wei,10.8,11.72
32.593,Allyce Jones,12.64,32.84
32.593,Emma Nelson,6.48,10.01
32.593,Etta Tuionetoa,4.81,36.12
32.593,Ting Chieh Wei,10.8,11.72
32.643,Allyce Jones,12.53,32.88
32.643,Emma Nelson,6.5,10.01
32.643,Etta Tuionetoa,4.81,36.14
32.643,Ting Chieh Wei,10.83,11.72
32.693,Allyce Jones,12.4,32.89
32.693,Emma Nelson,6.51,10.01
32.693,Etta Tuionetoa,4.87,36.17
32.693,Ting Chieh Wei,10.86,11.71
32.743,Allyce Jones,12.23,32.94
32.743,Emma Nelson,6.53,9.98
32.743,Etta Tuionetoa,4.98,36.35
32.743,Ting Chieh Wei,10.92,11.59
32.793,Allyce Jones,12.03,33.28
32.793,Emma Nelson,6.58,9.81
32.793,Etta Tuionetoa,5.13,36.67
32.793,Ting Chieh Wei,10.97,11.53
32.843,Allyce Jones,11.84,33.62
32.843,Emma Nelson,6.63,9.69
32.843,Etta Tuionetoa,5.28,37.09
32.843,Ting Chieh Wei,11.03,11.47
32.893,Allyce Jones,11.68,34.06
32.893,Emma Nelson,6.68,9.58
32.893,Etta Tuionetoa,5.43,37.42
32.893,Ting Chieh Wei,11.08,11.43
32.943,Allyce Jones,11.56,34.35
32.943,Emma Nelson,6.78,9.39
32.943,Etta Tuionetoa,5.59,37.65
32.943,Ting Chieh Wei,11.12,11.41
32.993,Allyce Jones,11.48,34.52
32.993,Emma Nelson,6.86,9.07
32.993,Etta Tuionetoa,5.74,37.82
32.993,Ting Chieh Wei,11.15,11.41
33.043,Allyce Jones,11.41,34.66
33.043,Emma Nelson,6.97,8.7
33.043,Etta Tuionetoa,5.84,37.85
33.043,Ting Chieh Wei,11.15,11.41
33.093,Allyce Jones,11.34,34.69
33.093,Emma Nelson,7.07,8.55
33.093,Etta Tuionetoa,5.92,37.86
33.093,Ting Chieh Wei,11.15,11.41
33.143,Allyce Jones,11.28,34.75
33.143,Emma Nelson,7.16,8.5
33.143,Etta Tuionetoa,6.01,37.9
33.143,Ting Chieh Wei,11.16,11.39
33.193,Allyce Jones,11.24,34.81
33.193,Emma Nelson,7.22,8.39
33.193,Etta Tuionetoa,6.09,37.92
33.193,Ting Chieh Wei,11.17,11.38
33.243,Allyce Jones,11.05,34.95
33.243,Emma Nelson,7.27,8.29
33.243,Etta Tuionetoa,6.19,37.95
33.243,Ting Chieh Wei,11.18,11.38
33.293,Allyce Jones,10.96,35.34
33.293,Emma Nelson,7.27,8.23
33.293,Etta Tuionetoa,6.33,38.19
33.293,Ting Chieh Wei,11.18,11.38
33.343,Allyce Jones,10.85,35.8
33.343,Emma Nelson,7.27,8.21
33.343,Etta Tuionetoa,6.52,38.46
33.343,Ting Chieh Wei,11.18,11.38
33.393,Allyce Jones,10.78,36.21
33.393,Emma Nelson,7.27,8.18
33.393,Etta Tuionetoa,6.68,38.85
33.393,Ting Chieh Wei,11.18,11.35
33.443,Allyce Jones,10.72,36.54
33.443,Emma Nelson,7.27,8.16
33.443,Etta Tuionetoa,6.81,39.22
33.443,Ting Chieh Wei,11.21,11.35
33.493,Allyce Jones,10.7,36.81
33.493,Emma Nelson,7.25,8.12
33.493,Etta Tuionetoa,6.89,39.54
33.493,Ting Chieh Wei,11.32,11.35
33.543,Allyce Jones,10.7,37.01
33.543,Emma Nelson,7.17,7.82
33.543,Etta Tuionetoa,6.91,39.74
33.543,Ting Chieh Wei,11.45,11.35
33.593,Allyce Jones,10.7,37.15
33.593,Emma Nelson,7.1,7.57
33.593,Etta Tuionetoa,6.92,39.86
