rally_cum,game,division,match_id,rally_in_game,t0s,t1s,dur_s,approx,start_score,outcome,server_uuid,receiver_uuid,teamA_uuids,teamB_uuids,teamA_names,teamB_names,core
1,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,1,-38.8,4.2,43.0,0,0-0-2,sideout,ab6386c6-c7e3-422f-9134-e20e92725ee5,efe9989b-5864-48c2-806c-06697024e1da,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
2,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,2,14.0,32.0,18.0,0,0-0-1,second,efe9989b-5864-48c2-806c-06697024e1da,ab6386c6-c7e3-422f-9134-e20e92725ee5,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,1
3,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,3,50.0,77.0,27.0,0,0-0-2,point,676b1cbc-766c-4616-bf39-1787ffd8c72a,29e8121d-6f86-4192-b7af-ab05b77b89fe,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
4,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,4,79.2,104.2,25.0,0,1-0-2,point,676b1cbc-766c-4616-bf39-1787ffd8c72a,ab6386c6-c7e3-422f-9134-e20e92725ee5,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
5,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,5,114.2,142.2,28.0,0,2-0-2,point,676b1cbc-766c-4616-bf39-1787ffd8c72a,29e8121d-6f86-4192-b7af-ab05b77b89fe,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
6,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,6,153.8,172.8,19.0,0,3-0-2,sideout,676b1cbc-766c-4616-bf39-1787ffd8c72a,ab6386c6-c7e3-422f-9134-e20e92725ee5,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
7,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,7,175.0,196.0,21.0,0,0-3-1,point,ab6386c6-c7e3-422f-9134-e20e92725ee5,676b1cbc-766c-4616-bf39-1787ffd8c72a,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
8,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,8,217.8,237.8,20.0,0,1-3-1,point,ab6386c6-c7e3-422f-9134-e20e92725ee5,efe9989b-5864-48c2-806c-06697024e1da,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,1
9,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,9,232.8,249.8,17.0,0,2-3-1,second,ab6386c6-c7e3-422f-9134-e20e92725ee5,676b1cbc-766c-4616-bf39-1787ffd8c72a,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
10,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,10,266.0,290.0,24.0,0,2-3-2,sideout,29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
11,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,11,273.5,317.5,44.0,0,3-2-1,second,676b1cbc-766c-4616-bf39-1787ffd8c72a,ab6386c6-c7e3-422f-9134-e20e92725ee5,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,1
12,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,12,289.0,325.0,36.0,0,3-2-2,point,efe9989b-5864-48c2-806c-06697024e1da,29e8121d-6f86-4192-b7af-ab05b77b89fe,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
13,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,13,313.8,327.8,14.0,0,4-2-2,point,efe9989b-5864-48c2-806c-06697024e1da,ab6386c6-c7e3-422f-9134-e20e92725ee5,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
14,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,14,348.2,373.2,25.0,0,5-2-2,sideout,efe9989b-5864-48c2-806c-06697024e1da,29e8121d-6f86-4192-b7af-ab05b77b89fe,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
15,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,15,383.8,401.8,18.0,0,2-5-1,point,ab6386c6-c7e3-422f-9134-e20e92725ee5,676b1cbc-766c-4616-bf39-1787ffd8c72a,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
16,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,16,408.5,430.5,22.0,0,3-5-1,point,ab6386c6-c7e3-422f-9134-e20e92725ee5,efe9989b-5864-48c2-806c-06697024e1da,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
17,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,17,449.5,472.5,23.0,0,4-5-1,second,ab6386c6-c7e3-422f-9134-e20e92725ee5,676b1cbc-766c-4616-bf39-1787ffd8c72a,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
18,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,18,487.0,505.0,18.0,0,4-5-2,sideout,29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,1
19,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,19,516.2,536.2,20.0,0,5-4-1,point,676b1cbc-766c-4616-bf39-1787ffd8c72a,ab6386c6-c7e3-422f-9134-e20e92725ee5,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
20,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,20,666.2,710.2,44.0,1,6-4-1,point,676b1cbc-766c-4616-bf39-1787ffd8c72a,29e8121d-6f86-4192-b7af-ab05b77b89fe,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
21,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,21,713.2,726.2,13.0,1,7-4-1,point,676b1cbc-766c-4616-bf39-1787ffd8c72a,ab6386c6-c7e3-422f-9134-e20e92725ee5,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
22,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,22,513.2,539.2,26.0,0,8-4-1,second,676b1cbc-766c-4616-bf39-1787ffd8c72a,29e8121d-6f86-4192-b7af-ab05b77b89fe,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
23,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,23,524.5,544.5,20.0,0,8-4-2,sideout,efe9989b-5864-48c2-806c-06697024e1da,ab6386c6-c7e3-422f-9134-e20e92725ee5,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
24,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,24,538.0,559.0,21.0,0,4-8-1,second,ab6386c6-c7e3-422f-9134-e20e92725ee5,efe9989b-5864-48c2-806c-06697024e1da,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
25,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,25,559.8,614.8,55.0,0,4-8-2,point,29e8121d-6f86-4192-b7af-ab05b77b89fe,676b1cbc-766c-4616-bf39-1787ffd8c72a,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,1
26,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,26,617.8,636.8,19.0,0,5-8-2,sideout,29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
27,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,27,632.0,652.0,20.0,0,8-5-1,second,efe9989b-5864-48c2-806c-06697024e1da,29e8121d-6f86-4192-b7af-ab05b77b89fe,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
28,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,28,663.0,683.0,20.0,0,8-5-2,point,676b1cbc-766c-4616-bf39-1787ffd8c72a,ab6386c6-c7e3-422f-9134-e20e92725ee5,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
29,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,29,698.2,724.2,26.0,0,9-5-2,sideout,676b1cbc-766c-4616-bf39-1787ffd8c72a,29e8121d-6f86-4192-b7af-ab05b77b89fe,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
30,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,30,748.2,772.2,24.0,0,5-9-1,point,29e8121d-6f86-4192-b7af-ab05b77b89fe,676b1cbc-766c-4616-bf39-1787ffd8c72a,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
31,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,31,759.5,792.5,33.0,0,6-9-1,second,29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
32,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,32,805.5,827.5,22.0,0,6-9-2,sideout,ab6386c6-c7e3-422f-9134-e20e92725ee5,676b1cbc-766c-4616-bf39-1787ffd8c72a,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
33,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,33,829.2,853.2,24.0,0,9-6-1,point,676b1cbc-766c-4616-bf39-1787ffd8c72a,ab6386c6-c7e3-422f-9134-e20e92725ee5,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
34,1,womens,0ca7efd7-9a76-4dd4-bd69-c1fddeb3050e,34,877.5,892.5,15.0,0,10-6-1,point,676b1cbc-766c-4616-bf39-1787ffd8c72a,29e8121d-6f86-4192-b7af-ab05b77b89fe,ab6386c6-c7e3-422f-9134-e20e92725ee5|29e8121d-6f86-4192-b7af-ab05b77b89fe,efe9989b-5864-48c2-806c-06697024e1da|676b1cbc-766c-4616-bf39-1787ffd8c72a,Emma Nelson|Ting Chieh Wei,Allyce Jones|Etta Tuionetoa,0
36,2,mens,1c9ca388-a922-4bed-aa3b-205561187979,2,846.5,896.5,50.0,0,1-0-2,point,50c2125b-406c-41e7-aad6-5432c7cd8e1c,4af4d4d1-9f87-4dc7-95f2-b10751d44c15,50c2125b-406c-41e7-aad6-5432c7cd8e1c|e96d9339-cfb6-473d-bcb3-23f2887a3e0f,4af4d4d1-9f87-4dc7-95f2-b10751d44c15|88fb0858-b9c3-4620-9408-0dda0eb241ef,AJ Koller|John Lucian Goins,Tama Shimabukuro|Tyler Loong,1
