p1_name,p2_name,chem_logit_mean,chem_logit_sd
Cynthia McPherson,Sarah Mulhern,0.0003,0.0482
Ben Davis,Max Carrol,0.0004,0.0463
Alexander Crum,Bret Berryman,0.0014,0.051
Harrison Malko,Jonah Karczmer,-0.0079,0.0469
Tyler Glowaki,Essex Glowaki,-0.0041,0.0472
Brent Boleslav,Marcus Avram,-0.0042,0.0489
Matthew Kawamoto,Ryan Torresin,0.0031,0.0503
Mehvish Safdar,Ava Ignatowich,0.0137,0.0492
Justin Summons,Thomas Alexander Jr,-0.0046,0.0476
Thomas Hoffman,Peter Luck,0.004,0.0475
Chris Crucetti,Joseph Schember,-0.0042,0.0486
Hannah Rose Nussbaum,Lindsey Thoeng,0.0031,0.0499
Kevin Dong,Wade Heerboth,-0.0035,0.048
Sarah Carpenter,Spencer Liang,0.0123,0.0461
Trelsie Cople,Sydney Cople,-0.0115,0.0486
Monika Wynne,Casey Taitel,0.0068,0.0521
Ethan Bakalinsky,Francis Chi,0.0044,0.052
AJ Carney,Anna Tozin,0.0035,0.0513
Josh Jenkins,Cynthia McPherson,0.0119,0.0496
Jada Bui,Ryan Torresin,0.0002,0.0472
Sanil Jagtiani,Spencer Liang,-0.0155,0.0501
Casey Taitel,Alex Toth,-0.002,0.0492
Sarah Carpenter,Perry Wang,0.0044,0.0505
Alia Brown,Yuta Funemizu,0.003,0.048
Thomas Alexander Jr,Änna Pettway,0.0005,0.0517
Kimberly Van Vloodorp Taylor,Joseph Schember,0.0005,0.0495
Dominique Canale,Eric Davidson,0.0025,0.0491
Oscar Serra,Aibika Kalsarieva,-0.0004,0.0487
Freddie Powell,Mehvish Safdar,0.0066,0.05
Katherine Allan,Wade Heerboth,0.0129,0.0476
Zoeya Khan,Brandon Nsekpong,-0.0087,0.0473
Jonas Daehler,Natalie Araya,0.0017,0.0535
Lauren Dahm,Paul Valenti,-0.0034,0.0482
Tom Protzek,Luana Stanciu,-0.0011,0.048
Preston Gordon,Anne-Sophie Courteau,0.0002,0.0464
Lauren Williams,Diego Lebron Perez,0.0007,0.049
Matthew Kawamoto,Jessica Kawamoto,-0.0008,0.0493
Justin Graham,Valerie R Simon,0.0107,0.0498
Alexander Crum,Ava Ignatowich,0.0071,0.0482
Ben Davis,Courtney Kessler,-0.0024,0.0514
Hudson De Risi,Kayla Teape,-0.0028,0.0508
Antoaneta Toskova,Rosen Naydenov,0.0037,0.0473
Garrison Eaby,Mary McGowan,0.0216,0.0513
Tyler Glowaki,Sienna Susko,0.0024,0.0495
Araksya Hovsepyan,Steven Hunt,-0.0093,0.0491
Noe Khlif,Yuta Funemizu,0.0048,0.05
Zane Ford,Luana Stanciu,-0.0046,0.0479
Lea Jansen,Marcela Aguila Ampon,-0.0002,0.0502
Luana Stanciu,Helena Jansen,0.0015,0.0482
Mya Bui,Yuta Funemizu,-0.0268,0.0471
Andrei Daescu,Marcela Aguila Ampon,0.004,0.0559
Helena Jansen,Donald Young,-0.0144,0.0486
Leander Lazaro,Mayur Patil,0.0064,0.0502
Muhammad Aiman,Syed Uzair Sufi,-0.0036,0.0486
Nicholas Maleganeas,Sophia Nhi Huynh,-0.0034,0.0502
Ronav Motiani,Mihika Yadav,0.0019,0.0462
Giang Trinh,Albie Huang,-0.0056,0.0506
Nursharneem Shamsuddin,Muhammad Aiman,0.003,0.0472
Ronav Motiani,Divyanshu Kataria,0.003,0.0473
Jeongho Ryu,Henry H,-0.0029,0.0497
Giang Trinh,Hoang Nam Ly,0.0017,0.0479
Po Chiao Chen,Jay Lee,0.0082,0.0532
Aryaan Bhatia,Sophia Phuong Anh Tran,0.0015,0.0484
Tingwen Wang,Willy Chung,0.0015,0.0508
Willy Chung,Guangsian Lin,0.0055,0.0516
Piyapon Sriraphan,Ramon Narula,0.0009,0.0481
Nicholas Maleganeas,Tejas Mahajan,0.004,0.0496
Nasa Hatakeyama,Rikuto Kurosawa,-0.0085,0.0514
Yung-Hsin Tseng,Dwi Mahendra,-0.0084,0.0476
Izzul Aizuddin,Scott Lim,-0.0059,0.0506
Auburn Smith,Kevin Pham,-0.0056,0.0491
Hsuan Tsai,Siow Vincent,-0.0002,0.0475
Darryl K,Amanda Teo,-0.0033,0.0481
Kei Sawaki,Rikuto Kurosawa,0.0017,0.0471
Aiko Yoshitomi,Lucas Pascoe,0.0095,0.052
Kaifen Yi,Guangsian Lin,0.0008,0.0479
Jason Tay,Jason Tee Chong Jui,-0.0006,0.0491
Hong Kit Wong,Nok Yiu Tang,-0.0025,0.05
Naimi Mehta,Harsh Mehta,0.0037,0.0498
Colin Wong,Anna Clarice Patrimonio,-0.0048,0.0516
Han Hyuck Chu,Kwan Wun Man,-0.0039,0.0503
Xiao Yi Wang-Beckvall,Kenta Miyoshi,0.0043,0.0508
Vrushali Thakare,Mayur Patil,-0.0007,0.05
Scott Lim,Zermaine Lew,0.0002,0.0508
Kaifen Yi,Tingwen Wang,0.0011,0.0486
Amanda Teo,Zermaine Lew,0.0011,0.0503
Jay Lee,Ying Suet Lam,-0.0063,0.0496
Jason Tay,Delia Arnold,-0.0037,0.0476
Jih Shian Yeo,Tienr-X Nguyen,-0.0039,0.0503
Reynard Ho,Reydon Ho,-0.009,0.0499
Zaki Pauzi,Mohd. Shahmirzzy Kelvin,-0.0014,0.0469
Tamaryn Emmrich,Etta Tuionetoa,0.0036,0.0495
Tamaryn Emmrich,Roscoe Bellamy,0.0098,0.0479
Riley Newman,AJ Koller,0.0202,0.0494
Ben Johns,Roscoe Bellamy,0.0009,0.0467
Lê Xuân Đức,Yufei Long,0.012,0.051
Kaitlynn Hart,Zachary Grabovic,0.0056,0.0493
Robert Stirling,Isha Lakhani,0.0012,0.05
Vanshik Kapadia,Nicola Schoeman,0.0079,0.0534
Nasa Hatakeyama,Rika Fujiwara,0.002,0.0481
George Wall,Andie Dikosavljevic,-0.0089,0.0525
Athilla Miasara Bt Azizul Azhar,Syed Uzair Sufi,-0.005,0.0509
Mihae Kwon,Marco Leung,-0.0044,0.0461
Sarah Burr,Mitchell Hargreaves,-0.0045,0.048
Helena Jansen,Erik Forsythe,0.0035,0.0493
Zane Ford,Erik Forsythe,-0.0034,0.0516
Hong Kit Wong,Eunggwon Kim,0.0091,0.0461
Nguyen Thang,Khuong Huynh,-0.0036,0.0502
Ryan Ng,Darryl K,-0.0,0.0504
Isha Lakhani,Vrushali Thakare,-0.0002,0.0481
Mihae Kwon,Yufei Long,0.0058,0.0473
Ting Chieh Wei,Xiao Yi Wang-Beckvall,0.0136,0.0515
Naimi Mehta,Albie Huang,-0.0076,0.0484
Lucas Pascoe,Kenta Miyoshi,-0.001,0.0484
Robert Stirling,Mitchell Hargreaves,-0.0031,0.0488
Dwi Mahendra,Razlan Rawi,0.002,0.0483
Aryaan Bhatia,Colin Wong,-0.0037,0.0496
Vanshik Kapadia,Harsh Mehta,0.0018,0.0485
Athilla Miasara Bt Azizul Azhar,Mihika Yadav,-0.0033,0.049
Yung-Hsin Tseng,Seina Shima,0.0032,0.0526
HO Tam,Tya Karina,0.003,0.0488
Kei Sawaki,Rika Fujiwara,-0.0075,0.0477
Sarah Jane Lim,Aiko Yoshitomi,-0.0025,0.0486
Mayu Ito,Pei-Yu Lai,0.0043,0.0461
George Wall,Zachary Grabovic,-0.0062,0.0495
Hsuan Tsai,Nursharneem Shamsuddin,0.0011,0.0499
Sophia Phuong Anh Tran,Anna Clarice Patrimonio,0.005,0.0488
Hsieh Chen-An,Jayden Tsao,-0.0004,0.0493
Connie Lee,Sophia Nhi Huynh,-0.0085,0.0483
Kaitlynn Hart,Andie Dikosavljevic,-0.006,0.05
Angie Walker,Darrian Young,0.0027,0.0477
Rafa Hewett,Daniel De la Rosa,0.0063,0.0524
Cason Campbell,Paula Rives,0.0086,0.0461
Bella Nelson,Zachary Card,-0.0061,0.0481
Zoeya Khan,Liam Duffin,0.0018,0.0473
Collin Johns,Darrian Young,-0.0098,0.0494
Zoeya Khan,Ellie Douglas,-0.0013,0.0487
Ava Cavataio,Bella Nelson,0.0001,0.0482
Liam Duffin,AJ Khawaja,0.0009,0.0457
Ava Cavataio,Zachary Marceau,-0.0069,0.0461
Rafa Hewett,Andrea Koop,-0.006,0.0497
Ellie Douglas,AJ Khawaja,0.0003,0.0452
Rafa Hewett,Catherine Parenteau,-0.0113,0.046
Stephen Madonia,Dominique Schaefer,-0.0036,0.0497
Eric Roddy,Vivienne David,0.0053,0.0497
Ben Johns,Liz Truluck,-0.0029,0.0488
Eric Roddy,Todd Fought,-0.0124,0.0478
Kaitlyn Christian,Tina Pisnik,0.0235,0.0488
Pesa Teoni,Tyson McGuffin,-0.0022,0.0493
Carlos Di Laura III,Vivian Glozman,-0.0037,0.0475
Carlos Di Laura III,Max Freeman,0.0039,0.0488
Stephen Madonia,Helena Jansen,0.0072,0.0478
Kaitlyn Christian,Christian Alshon,0.0103,0.0473
Anna Leigh Waters,Mari Humberg,-0.0043,0.0484
Zane Navratil,Mari Humberg,0.0054,0.0477
Collin Johns,Vivienne David,-0.004,0.0513
Collin Johns,Todd Fought,0.0011,0.0458
Vivienne David,Jaume Martinez Vich,0.0107,0.0504
Callie Smith,James Ignatowich,-0.0166,0.0483
Max Freeman,Vivian Glozman,-0.0021,0.047
Eric Roddy,Jaume Martinez Vich,0.0,0.0471
Eric Roddy,Victoria Dimuzio,0.0042,0.0461
Ivan Jakovljevic,Danna Funaro,0.0019,0.0441
Ben Johns,Hunter Johnson,0.0076,0.0466
Irina Tereschenko,Cailyn Campbell,-0.0039,0.0482
Liz Truluck,Danna Funaro,0.0076,0.0505
Ben Johns,Catherine Parenteau,-0.0007,0.0485
Noe Khlif,Meghan Dizon,-0.0236,0.053
Noe Khlif,Will Howells,0.0048,0.0452
Noe Khlif,Mari Humberg,0.0008,0.0491
Eliel Herminas,Izaak Gonzalez,-0.0041,0.0478
Jasper Schaadt,Joseph Adams,0.0042,0.0514
Pablo Copetti,Mauro Conde,-0.0118,0.0474
Usama Khalid,Bret Berryman,-0.0173,0.0494
John Macauley,Amrik Donkena,0.0029,0.0492
Bailey Rezabek,Coley Rezabek,0.0009,0.0502
Jade Rau,Lauren Hidalgo-Smith,-0.0069,0.0499
Hudson De Risi,Matthew Finnerty,0.0113,0.0489
Sammy Lee,Aanik Lohani,0.0002,0.0492
Brittni Tonnessen,Stevie Petropouleas,-0.0055,0.0465
Rahul Datta,Garrison Eaby,0.0035,0.0509
Edgaras Zilys,Harsh Nanavati,0.0021,0.0467
Sam Weinbach,Mouaad Alhouni,0.0006,0.049
Sam Libo,Jonah Karczmer,0.0022,0.0488
Jake Bower,Austin Basque,0.0093,0.051
Araksya Hovsepyan,Adela Umannova,-0.0007,0.0487
Liam Duffin,Maximilian Wild,-0.0029,0.0478
Noah Hlavac,Colton Thielman,0.0047,0.0527
Chloe Igleski,Arielle Butler,0.012,0.0503
Ashley Griffith,Pierina Imparato,-0.0083,0.0504
Keena Cheng,Sara Sowinski,-0.0037,0.0487
Mohaned Alhouni,Juan Benitez,0.0113,0.0489
Joel Cassens,Mike Radermacher,0.0171,0.0486
Zoeya Khan,Zoey Weil,0.008,0.048
Caitlin Klaassen,Polina Libo,0.0285,0.0473
Jessica Mason,Jaeda Minniefield,-0.0073,0.0483
William Hayes,Karson Feyereisen,0.0037,0.0501
Sydney Sonday,Monika Wynne,-0.0052,0.0491
Chrissie Cruz,Kathleen Pagel,0.0004,0.0492
Naveen Beasley,Jose Martinez,-0.0035,0.0481
Dylan Wilhelm,Bruce Hale,-0.0025,0.0485
Alexis Hayden,Grace Folven,0.0039,0.0487
Edward Kim,Cheng En Tsai,0.0101,0.0501
Aizec Olson,Tommy Labat,-0.004,0.0495
Sydney Donkena,Jamie Voelker,-0.0076,0.0495
Jamie Hafner Jr.,Jordan Tacheny,-0.0019,0.0502
Patrick McGinnis,Preston McGinnis,-0.0106,0.0485
Zach Gonnering,Dave Weinbach,0.0011,0.0524
Connor McCartney,Austin Kulla,-0.0081,0.048
Noah Torres,Jason Garriotte,-0.0039,0.052
Colin Chapman,Elisha Hougland,-0.0013,0.0527
Mitchell Johnson,Jaryd Marks,-0.0014,0.0481
April Lommen,Cassy Deng,0.0026,0.0497
Caitlin Klaassen,Mouaad Alhouni,-0.0045,0.0506
Luana Stanciu,Zach Gonnering,-0.0009,0.051
Colin Chapman,Makayla Cunningham,0.0044,0.0481
Bailey Rezabek,Joel Cassens,-0.0027,0.048
Mike Radermacher,Coley Rezabek,0.0005,0.0512
Brian Anderson,April Lommen,-0.001,0.0507
Naveen Beasley,Brittni Tonnessen,0.003,0.0499
Arielle Butler,Sam Weinbach,-0.0131,0.0498
Zoey Weil,Adam Harvey,-0.0075,0.0471
Sydney Sonday,Sammy Lee,0.0009,0.0494
Keena Cheng,Noah Hlavac,-0.0001,0.0477
Andi Godwin,Victor Camilo Iii,0.0023,0.05
Sara Sowinski,Colton Thielman,-0.0003,0.051
Jade Rau,Luke Wasson,-0.0058,0.0464
Joseph Adams,Jessica Degroot,-0.0067,0.0486
Jose Martinez,Stevie Petropouleas,0.0135,0.0501
Nisal Liyanage,Cassy Deng,-0.0012,0.0482
Jasper Schaadt,Adela Umannova,-0.002,0.0522
Tommy Labat,Jamie Voelker,0.0043,0.0498
Lauren Hidalgo-Smith,Juan Benitez,0.0072,0.0512
Dylan Frazier,Milan Rane,-0.0088,0.0496
Lacy Schneemann,Milan Rane,-0.012,0.0458
Jay Devilliers,Yuta Funemizu,0.0131,0.0483
Tamaryn Emmrich,Mya Bui,-0.0141,0.0506
Jay Devilliers,Tamaryn Emmrich,0.0134,0.0484
Kaitlyn Christian,Wyatt Stone,0.0123,0.0489
Dylan Frazier,Lacy Schneemann,-0.0127,0.0495
Federico Staksrud,Milan Rane,-0.0073,0.0474
Lindsey Newman,Jaume Martinez Vich,0.0036,0.0479
Mari Humberg,Will Howells,-0.0087,0.0494
Grayson Goldin,Federico Staksrud,0.0044,0.0478
Victoria Dimuzio,Lindsey Newman,0.002,0.0487
Allison Phillips,Milan Rane,0.002,0.0494
Allison Phillips,Grayson Goldin,-0.0039,0.0494
Madalina Grigoriu,Federico Nani,0.007,0.0486
Kentaro Hamaguchi,Jaeda Minniefield,0.0076,0.0487
Morgan Downing,Paul Davis,0.0047,0.0521
Jordan Chrysostom,Anouar Braham,-0.0095,0.0479
Ethan Estatico,David Creswell,0.0066,0.0512
Johan Du Randt,Tea Pejic,0.0058,0.052
Domenico Geminiani,Kelsey Laurente,-0.003,0.0483
Yvon Martinez,David Creswell,-0.0014,0.0471
Jericho Grollman,Amber Policare,0.001,0.0497
Lucas Pascoe,Camden Chaffin,-0.0018,0.0509
Kara Wheatley,Sanil Jagtiani,-0.0017,0.0483
Tobias Moreno,Federico Nani,-0.0028,0.0485
Amber Policare,Ariana Rodriguez,0.0056,0.0496
Jada Bui,Ashley Griffith,0.0015,0.0483
Kara Wheatley,Sarah Hua,0.0021,0.0476
Nicole Conard,Kelsey Laurente,-0.0006,0.0496
Samantha Buyckx,Keilly Ulery,-0.0056,0.0501
Daniel Miron,Dale Kim,-0.0294,0.0476
Andre Mercado,Ella Cosma,0.0012,0.0477
Jason Garriotte,Victoria Simon,-0.0084,0.0489
Alex Rush,Brookes Jones,-0.0049,0.0503
Andre Mercado,James Kaoma,-0.0109,0.0466
Elina Geut,Zach Gonnering,-0.0006,0.0504
Evan Pratt,TJ Rudden,-0.0012,0.0473
Rachel Janssen,Mia Turcsany,-0.0048,0.0508
Brandon Nsekpong,Maebry Jones,-0.0067,0.0496
Oscar Serra,Sarah Hua,0.0114,0.0479
Kentaro Hamaguchi,Juan Medina,0.0023,0.0504
Thomas Provost,Johan Nilsson,-0.0011,0.0491
Ram Kotnana,Michael I,0.0055,0.0525
Jericho Grollman,Ant Tran,-0.0074,0.0515
Josiah Watje,Jack Boxill,-0.0029,0.0468
Camden Chaffin,Emma Nelson,0.0069,0.0482
Edgaras Zilys,Edward Kim,-0.0009,0.0468
Shannon Pretorius,Matthew Mead,-0.0038,0.0517
Paranya Jareonvongrayab,Brian Chen Bonilla,0.0026,0.0496
Rafael Kayo,Megan Poe,0.0071,0.0509
Megan Poe,Brie Aldridge,0.0001,0.0502
Chase Mason,Keilly Ulery,-0.0057,0.0475
Haley Ferguson,Brookes Jones,-0.0033,0.0485
Madalina Grigoriu,Audrey Banada,-0.0022,0.0496
Estee Widdershoven,Jaeda Minniefield,-0.0027,0.0492
Hyunmo An,Meray Maalouf,-0.0039,0.0513
Michael I,Valerie R Simon,-0.0011,0.0475
Haley Ferguson,Valerie R Simon,0.0005,0.0474
Alex Guy,Maria Ford,-0.0093,0.0503
Jada Bui,Maximilian Wild,-0.0063,0.0494
Jarryd Woog,Brie Aldridge,0.0029,0.0489
Dino Dinopoulos,Paul Davis,-0.0025,0.0504
Jonathan Truong,Giovanna Morelli,-0.0042,0.0498
Emma Nelson,Giovanna Morelli,0.0012,0.0489
Ram Kotnana,Mary McGowan,-0.0062,0.0509
Paranya Jareonvongrayab,Shannon Pretorius,-0.0038,0.0486
Hudson De Risi,Ethan Bakalinsky,0.0039,0.0509
Yufei Long,Austin Bricker,0.006,0.048
Alex Guy,Johan Du Randt,0.0064,0.0513
Julian Slive,Domenico Geminiani,0.0043,0.0526
Javon Turcsany,Mia Turcsany,0.0027,0.0514
Clint Frazier,Evan T,0.0003,0.0497
Gabe Falls,Danny Campolieta,-0.0003,0.049
Wade Bryant,Brian Chen Bonilla,-0.0035,0.0515
Maria Ford,Ali Welch,-0.0004,0.0502
Dabney M,Dan Moore,-0.0063,0.0505
Elina Geut,Ella Cosma,-0.0069,0.0467
Andi Godwin,Mary McGowan,0.0055,0.0488
Ethan Miller,Francesca Randazzo,0.0009,0.0528
Mats Dolese,Bryson Alexander,-0.0029,0.0499
Arpit Dhir,Peter Luck,0.0021,0.0484
Matthew Mead,Jason Garriotte,0.0021,0.0503
Brian Williams,Eli Butts,-0.0014,0.0459
Samantha Reeves,Jack Wasserman,-0.0031,0.0535
Polina Libo,Spartak Rahachou,-0.001,0.0525
Yates Johnson,Cailyn Campbell,-0.0056,0.0483
Martina Frantova,Roscoe Bellamy,0.0098,0.0487
Parris Todd,Hayden Patriquin,-0.0023,0.0507
Noe Khlif,Rachel Rohrabacher,0.0109,0.0495
Blaine Hovenier,Lauren Stratman,0.0021,0.0488
Hannah Blatt,Daniel De la Rosa,0.0078,0.0502
Chloe Igleski,Tom Protzek,0.0002,0.0498
Ross Whittaker,Lara Giltinan,-0.0061,0.0504
Mary Brascia,Julian Arnold,-0.0095,0.0514
Audrey Adele Brown,John Cincola,0.0056,0.0466
Jalina Ingram,John Lucian Goins,0.0158,0.0454
Alexander Crum,Salome Devidze,-0.0042,0.0486
Brandon French,Lindsey Newman,0.001,0.0479
Maggie Brascia,Darrian Young,-0.004,0.0515
Riley Newman,Judit Castillo,0.0102,0.05
Rachel Rettger,Juan Benitez,-0.0071,0.0504
Rafa Hewett,Lea Jansen,-0.0037,0.0468
Caden Nemoff,Ava Ignatowich,-0.0042,0.0498
Jack Sock,Angie Walker,-0.0176,0.0508
Collin Johns,James Delgado,-0.017,0.0475
Jade Kawamoto,Mari Humberg,0.005,0.0486
Eric Oncins,Pablo Tellez,-0.0099,0.0486
Riley Newman,Jay Devilliers,-0.0157,0.0457
Tom Protzek,Adam Harvey,0.0007,0.0501
Hannah Blatt,Marcela Aguila Ampon,-0.0085,0.0492
Eric Roddy,Donald Young,0.0126,0.0474
Lingwei Kong,Christa Gecheva,0.0008,0.0486
Julia Ronney,Camila Zilveti,0.0055,0.0506
Polina Libo,Luana Stanciu,-0.0014,0.0487
Travis Rettenmaier,Juan Benitez,0.003,0.0491
Grayson Goldin,Yuta Funemizu,-0.0063,0.0481
Andrei Daescu,JW Johnson,-0.0147,0.0467
Cason Campbell,Pesa Teoni,0.0028,0.049
Caden Nemoff,Mota Alhouni,-0.0005,0.0499
Audrey Adele Brown,Mya Bui,-0.0029,0.0505
Lea Jansen,Lacy Schneemann,0.0091,0.047
Jhonnatan Medina Alvarez,John Lucian Goins,-0.0071,0.0468
Ross Whittaker,CJ Klinger,0.0013,0.0514
Ivan Jakovljevic,Darrian Young,-0.0012,0.0488
Jack Sock,Augustus Ge,0.002,0.0462
Genie Erokhina,Lauren Stratman,-0.0026,0.0482
Max Freeman,Tyson McGuffin,0.0196,0.0455
Todd Fought,Daniel De la Rosa,0.0033,0.0513
Lucy Kovalova,Meghan Dizon,0.0034,0.0471
Pierina Imparato,Sarah Ansboury,-0.0042,0.0465
Allison Phillips,Liz Truluck,0.0131,0.0482
Catherine Parenteau,Jackie Kawamoto,-0.0019,0.0511
Felicity Di Laura,Helena Jansen,0.0048,0.0506
Noe Khlif,Dylan Frazier,-0.0122,0.0487
Chuck Taylor,John Cincola,0.011,0.052
Rachel Rettger,Olivia McMillan,0.0014,0.0466
Ernie Garcia,Craig Johnson,0.0009,0.0528
Zoeya Khan,Paula Rives,0.0064,0.0473
Grayson Goldin,Lacy Schneemann,0.0049,0.0473
Simple Zhang,Minju K,-0.0001,0.0513
Mayu Omori,Aoi Nakata,-0.0036,0.0515
Mihae Kwon,Jack Foster,0.0052,0.0496
Lê Xuân Đức,Kei Sawaki,-0.0019,0.0472
Aryaan Bhatia,Ammol Ramchandani,0.0073,0.0502
Ryan Ng,Syed Uzair Sufi,-0.0021,0.0519
Armaan Bhatia,Purav Raja,0.0055,0.0485
Farreez Isqandar,Fung Boman,-0.0049,0.0514
Connie Lee,Giang Trinh,0.0046,0.0498
Hung Pham,Nguyen Huy,0.0028,0.051
Cian Li,Zefeng Li,0.0018,0.0468
Han Hyuck Chu,Andrew Anh Pham,-0.0002,0.0491
Andy Amattayakul,Nigel Lee,-0.0004,0.0505
Quan Do,Hien Truong,0.0093,0.0509
Lê Xuân Đức,Nhật Minh T,-0.0011,0.051
Tya Karina,Nhật Minh T,-0.0012,0.0459
Hsieh Chen-An,Longsheng Liu,0.0057,0.0521
Jolie Lam,Hoang Nam Ly,0.0067,0.0475
Han Hyuck Chu,Mayu Ito,-0.0034,0.0515
Nasa Hatakeyama,Yuta Yoshida,-0.0044,0.0474
Atsuko Ozawa,Daiho Ozawa,0.0,0.0503
Yu-Chieh Hsieh,Thomas Yu,-0.0044,0.0496
Yung-Hsin Tseng,Hsieh Chen-An,0.0025,0.0486
Quan Do,Sophia Nhi Huynh,0.0073,0.0465
Andy Amattayakul,Seina Shima,0.0045,0.0491
Dustin Wang,Shih Bin Chen,-0.0011,0.0525
Cian Li,Minju K,-0.0002,0.0499
Minsung K,Jay Lee,-0.0016,0.0486
Athilla Miasara Bt Azizul Azhar,Ammol Ramchandani,-0.0034,0.051
Pui Long Fan,Marco Leung,0.0027,0.0518
Tsai Cheng Hsiang,Liu Tzu Chen,-0.0071,0.0486
Genki Nakahama,Daiho Ozawa,0.0023,0.0503
Naimi Mehta,George Wall,0.0075,0.051
Armaan Bhatia,Xiao Yi Wang-Beckvall,-0.0049,0.0468
Ting Chieh Wei,Joseph Wild,-0.0029,0.0513
Yufei Long,Eunggwon Kim,0.0059,0.0464
Ryan Lam,Nok Yiu Tang,-0.0074,0.0496
Lucas Pascoe,Nicola Schoeman,-0.0004,0.0471
Aiko Yoshitomi,Robert Stirling,0.0028,0.0475
Hong Kit Wong,Hong Yi Wong,0.0008,0.051
Zachary Grabovic,Albie Huang,0.0018,0.0496
Ashley Mackie,Janaye Sakkas,-0.0029,0.0489
Naveen Beasley,Wesley Burrows,0.0116,0.0506
Paranya Jareonvongrayab,Kelly Chen,0.0072,0.049
Cameron Douglas,Harrison Gardner,-0.003,0.0493
Laviniu Caba,Noel Carter,-0.0059,0.0548
Ella Yeh,Kiora Kunimoto,-0.0038,0.0478
Jalina Ingram,Audrey Adele Brown,0.0237,0.0472
Keaton Cullimore,Gavin Fowler,0.0023,0.0484
Huy Le,Jonathan Kau,-0.004,0.0499
Parker Wittman,Xingnan Lin,0.0015,0.0508
Will Mackinnon,Alex Long,-0.0035,0.0517
Victor Camilo Iii,Theo Yun,0.0021,0.0519
Shirley Hall,Emily Attiyeh,0.0048,0.0531
AJ De Castro,Ruben Basurto,-0.0043,0.0511
Conor Burns,Devon Sikora,0.0024,0.0487
Hayden Rand,Casey Smith,-0.0032,0.0486
Ishan Balakrishnan,Joshua Yoo,0.0062,0.0481
Wendy Weston,Jessica Mason,0.0003,0.0492
Dylan Wilhelm,Noah Torres,0.0055,0.0479
Princess Gbadamosi,Julianna Hess,-0.0057,0.0488
Stefan Pongratz,Pramod Dabir,0.0007,0.0501
James Ngo,Matt Ngo,-0.0004,0.0499
Gerald Sibayan,Max Meza,-0.0057,0.05
Jacob Peng,Luc Pham,0.0004,0.0503
Pablo Copetti,Justin Dages,-0.0068,0.0514
Janet Liu,Stephanie Vogt,-0.0075,0.0502
Kathy Vang,Cheyenne Jones,0.0027,0.0513
Daniel Neyshloss,Scott Nguyen,-0.0025,0.0498
Andre Mercado,Pesa Teoni,-0.0021,0.0483
Noah Ivey,Eric Fritzges,-0.0009,0.0495
Tim Kuo,Divin Sarthak,0.007,0.0506
Matt Baca,Alex Emery,0.0028,0.0489
Daniel Byun,Albert Wan,-0.0045,0.0509
Brian Chen Bonilla,Harrison Yee,-0.0036,0.0463
Patrick McConnell,Gabriel Galvez,-0.0024,0.0505
Corinna Eckenstein,Lily Goodwin,-0.0046,0.0518
Jonathan Tran,Nicky Valdecanas,-0.0007,0.0501
Tanner Suard,Matthew Melgar,-0.0038,0.0514
Isabella Dunlap,Keilly Ulery,-0.0123,0.0491
Levi Daniel,Omar Garcia-Heredia,0.0028,0.0511
Robert Stirling,Kenta Miyoshi,-0.0007,0.0474
Mitchell Hargreaves,Harsh Mehta,0.002,0.0493
Ting Chieh Wei,Roos Van Reek,0.0115,0.0478
Lin 美娟,Pini Lee,-0.0009,0.0498
Sylvie X,Atsuko Ozawa,-0.0005,0.0481
Yufei Long,Xiao Yi Wang-Beckvall,-0.0076,0.0487
Mihae Kwon,Yung-Hsin Tseng,0.004,0.0474
Yu-Chieh Hsieh,Nicola Schoeman,0.0059,0.0473
Naimi Mehta,Mayu Ito,0.0079,0.052
Leander Lazaro,Ruben A Gonzales Jr,-0.0066,0.0481
Seina Shima,Pei-Yu Lai,-0.0044,0.0491
Raymond Chang,Ryan Lam,0.0035,0.0478
Hong Yi Wong,Nok Yiu Tang,0.0017,0.0507
Lucas Pascoe,Zachary Grabovic,-0.0007,0.0487
Sophia Phuong Anh Tran,Tya Karina,-0.0062,0.048
Kaifen Yi,Albie Huang,0.0015,0.0453
Ying Suet Lam,Kwan Wun Man,0.0014,0.0473
Jack Foster,Jai Grewal,-0.0088,0.0492
Bruno Barrueto Deza,Annie Tichenor,-0.0024,0.0497
Christine Trifunovic,Wyatt Stone,0.0039,0.0465
Connor Mogle,Audrey Adele Brown,0.0081,0.0462
Kathy Vang,Conor Burns,-0.0046,0.0501
Kiora Kunimoto,Luc Pham,0.0078,0.0463
Lara Giltinan,Anouar Braham,0.002,0.0443
Princess Gbadamosi,Divin Sarthak,0.0081,0.046
David Litvinov,Ana Ratiu,0.0035,0.0509
Naveen Beasley,Jalina Ingram,-0.0032,0.0482
Andre Mercado,Isabella Dunlap,-0.0002,0.0451
Janet Liu,Matthew Finnerty,0.0128,0.047
Keaton Cullimore,Lily Goodwin,0.0005,0.0496
Kelly Chen,Harrison Yee,-0.0128,0.0503
Ella Yeh,Will Mackinnon,-0.0202,0.051
Meghan Hart,Ruben Basurto,-0.0018,0.0515
Ishan Balakrishnan,Janaye Sakkas,-0.0103,0.0512
Stephanie Vogt,Joshua Yoo,-0.0001,0.0459
Cameron Douglas,Keilly Ulery,0.0167,0.0503
Julianna Hess,Tim Kuo,-0.0014,0.0477
