scenario,team1,team2,t1_win_prob,t2_win_prob,exp_margin_t1,mov_if_t1_wins,mov_if_t2_wins,slot_order,slot_genders,slot1_gender,women_matches_top2
S2,St. Louis Shock,New Jersey 5s,0.3715,0.6285,-1.733,4.420,5.369,Anna Bright v Anna Leigh Waters | Gabriel Tardio v Noe Khlif | Hayden Patriquin v Will Howells | Kate Fahey v Jorja Johnson,WMMW,W,1
S2,St. Louis Shock,Orlando Squeeze,0.5837,0.4163,1.205,5.260,4.481,Gabriel Tardio v Federico Staksrud | Hayden Patriquin v Jack Sock | Anna Bright v Milan Rane | Kate Fahey v Alex Walker,MMWW,M,0
S2,St. Louis Shock,Palm Beach Royals,0.6925,0.3075,2.619,5.697,4.314,Gabriel Tardio v Tyson McGuffin | Anna Bright v Tina Pisnik | Hayden Patriquin v Dekel Bar | Kate Fahey v Sofia Sewing,MWMW,M,1
S2,St. Louis Shock,Phoenix Flames,0.8145,0.1855,4.592,6.539,3.958,Gabriel Tardio v Camden Chaffin | Anna Bright v Daria Walczak | Hayden Patriquin v Jonathan Truong | Kate Fahey v Alexa Schull,MWMW,M,1
S2,St. Louis Shock,SoCal Hard Eights,0.8455,0.1545,5.139,6.796,3.925,Gabriel Tardio v Armaan Bhatia | Anna Bright v Cailyn Campbell | Kate Fahey v Meghan Dizon | Hayden Patriquin v Will Mackinnon,MWWM,M,1
S2,St. Louis Shock,Texas Ranchers,0.5847,0.4153,1.148,5.225,4.593,Gabriel Tardio v Eric Oncins | Anna Bright v Lea Jansen | Kate Fahey v Kaitlyn Christian | Hayden Patriquin v Nicolas Acevedo,MWWM,M,1
S2,St. Louis Shock,Utah Black Diamonds,0.7070,0.2930,2.721,5.662,4.376,Gabriel Tardio v Connor Garnett | Hayden Patriquin v Yuta Funemizu | Anna Bright v Victoria Dimuzio | Kate Fahey v Etta Tuionetoa,MMWW,M,0
S2,Texas Ranchers,Atlanta Bouncers,0.5807,0.4193,1.000,5.093,4.669,Nicolas Acevedo v Jaume Martinez Vich | Eric Oncins v Jay Devilliers | Kaitlyn Christian v Mari Humberg | Lea Jansen v Jessie Irvine,MMWW,M,0
S2,Texas Ranchers,Bay Area Breakers,0.7585,0.2415,3.743,6.217,4.027,Nicolas Acevedo v Blaine Hovenier | Kaitlyn Christian v Kiora Kunimoto | Eric Oncins v Len Yang | Lea Jansen v Ella Yeh,MWMW,M,1
S2,Texas Ranchers,Brooklyn Pickleball Team,0.6091,0.3909,1.191,5.016,4.769,Nicolas Acevedo v Christopher Haworth | Kaitlyn Christian v Jackie Kawamoto | Lea Jansen v Hannah Blatt | Eric Oncins v Pesa Teoni,MWWM,M,1
S2,Texas Ranchers,California Black Bears,0.6371,0.3629,1.788,5.375,4.509,Nicolas Acevedo v Pablo Tellez | Kaitlyn Christian v Sahra Dennehy | Eric Oncins v Joseph Wild | Lea Jansen v Zoey Weil,MWMW,M,1
S2,Texas Ranchers,Carolina Hogs,0.8639,0.1361,5.402,6.880,3.988,Nicolas Acevedo v Brandon French | Eric Oncins v Darrian Young | Kaitlyn Christian v Abbigal Hatton | Lea Jansen v Nicole Conard,MMWW,M,0
S2,Texas Ranchers,Chicago Slice,0.6989,0.3011,2.646,5.655,4.340,Nicolas Acevedo v John Lucian Goins | Eric Oncins v Zane Navratil | Kaitlyn Christian v Ting Chieh Wei | Lea Jansen v Elsie Hendershot,MMWW,M,0
S2,Texas Ranchers,Columbus Sliders,0.5406,0.4594,0.566,5.056,4.718,Kaitlyn Christian v Parris Todd | Nicolas Acevedo v Andrei Daescu | Lea Jansen v Tyra Hurricane Black | Eric Oncins v CJ Klinger,WMWM,W,1
S2,Texas Ranchers,Dallas Flash,0.6940,0.3060,2.538,5.599,4.403,Nicolas Acevedo v JW Johnson | Eric Oncins v Augustus Ge | Kaitlyn Christian v Alix Truong | Lea Jansen v Danni-Elle Townsend,MMWW,M,0
S2,Texas Ranchers,Florida Smash,0.8262,0.1738,4.716,6.555,4.025,Nicolas Acevedo v Cason Campbell | Eric Oncins v Christopher Crouch | Kaitlyn Christian v Mya Bui | Lea Jansen v Paula Rives,MMWW,M,0
S2,Texas Ranchers,Las Vegas Night Owls,0.6342,0.3658,1.651,5.257,4.600,Nicolas Acevedo v Roscoe Bellamy | Kaitlyn Christian v Chao Yi Wang | Lea Jansen v Callie Smith | Eric Oncins v Clayton Powell,MWWM,M,1
S2,Texas Ranchers,Los Angeles Mad Drops,0.4207,0.5793,-1.240,4.418,5.349,Nicolas Acevedo v Ben Johns | Kaitlyn Christian v Catherine Parenteau | Eric Oncins v Max Freeman | Lea Jansen v Jade Kawamoto,MWMW,M,1
S2,Texas Ranchers,Miami Pickleball Club,0.6479,0.3521,1.811,5.295,4.599,Nicolas Acevedo v Dylan Frazier | Kaitlyn Christian v Isabella Dunlap | Eric Oncins v Yuta Funemizu | Lea Jansen v Estee Widdershoven,MWMW,M,1
S2,Texas Ranchers,New Jersey 5s,0.2791,0.7209,-3.012,4.175,5.795,Kaitlyn Christian v Anna Leigh Waters | Nicolas Acevedo v Noe Khlif | Eric Oncins v Will Howells | Lea Jansen v Jorja Johnson,WMMW,W,1
S2,Texas Ranchers,Orlando Squeeze,0.4925,0.5075,-0.136,4.760,4.887,Nicolas Acevedo v Federico Staksrud | Eric Oncins v Jack Sock | Kaitlyn Christian v Milan Rane | Lea Jansen v Alex Walker,MMWW,M,0
S2,Texas Ranchers,Palm Beach Royals,0.6007,0.3993,1.206,5.130,4.697,Nicolas Acevedo v Tyson McGuffin | Kaitlyn Christian v Tina Pisnik | Lea Jansen v Sofia Sewing | Eric Oncins v Dekel Bar,MWWM,M,1
S2,Texas Ranchers,Phoenix Flames,0.7429,0.2571,3.261,5.873,4.287,Nicolas Acevedo v Camden Chaffin | Kaitlyn Christian v Daria Walczak | Eric Oncins v Jonathan Truong | Lea Jansen v Alexa Schull,MWMW,M,1
S2,Texas Ranchers,SoCal Hard Eights,0.7731,0.2269,3.785,6.117,4.165,Nicolas Acevedo v Armaan Bhatia | Kaitlyn Christian v Cailyn Campbell | Lea Jansen v Meghan Dizon | Eric Oncins v Will Mackinnon,MWWM,M,1
S2,Texas Ranchers,St. Louis Shock,0.3794,0.6206,-1.607,4.494,5.338,Nicolas Acevedo v Hayden Patriquin | Kaitlyn Christian v Kate Fahey | Lea Jansen v Anna Bright | Eric Oncins v Gabriel Tardio,MWWM,M,1
S2,Texas Ranchers,Utah Black Diamonds,0.6198,0.3802,1.342,5.082,4.756,Nicolas Acevedo v Connor Garnett | Kaitlyn Christian v Victoria Dimuzio | Eric Oncins v Yuta Funemizu | Lea Jansen v Etta Tuionetoa,MWMW,M,1
S2,Utah Black Diamonds,Atlanta Bouncers,0.4720,0.5280,-0.584,4.560,5.182,Yuta Funemizu v Jaume Martinez Vich | Etta Tuionetoa v Mari Humberg | Connor Garnett v Jay Devilliers | Victoria Dimuzio v Jessie Irvine,MWMW,M,1
S2,Utah Black Diamonds,Bay Area Breakers,0.6252,0.3748,1.693,5.386,4.467,Etta Tuionetoa v Kiora Kunimoto | Yuta Funemizu v Blaine Hovenier | Victoria Dimuzio v Ella Yeh | Connor Garnett v Len Yang,WMWM,W,1
S2,Utah Black Diamonds,Brooklyn Pickleball Team,0.4359,0.5641,-0.877,4.561,5.079,Yuta Funemizu v Christopher Haworth | Etta Tuionetoa v Jackie Kawamoto | Victoria Dimuzio v Hannah Blatt | Connor Garnett v Pesa Teoni,MWWM,M,1
S2,Utah Black Diamonds,California Black Bears,0.4713,0.5287,-0.250,4.891,4.833,Yuta Funemizu v Pablo Tellez | Etta Tuionetoa v Sahra Dennehy | Victoria Dimuzio v Zoey Weil | Connor Garnett v Joseph Wild,MWWM,M,1
S2,Utah Black Diamonds,Carolina Hogs,0.7683,0.2317,3.701,6.079,4.182,Yuta Funemizu v Brandon French | Etta Tuionetoa v Abbigal Hatton | Victoria Dimuzio v Nicole Conard | Connor Garnett v Darrian Young,MWWM,M,1
S2,Utah Black Diamonds,Chicago Slice,0.5809,0.4191,0.926,5.021,4.749,Yuta Funemizu v John Lucian Goins | Etta Tuionetoa v Ting Chieh Wei | Connor Garnett v Zane Navratil | Victoria Dimuzio v Elsie Hendershot,MWMW,M,1
S2,Utah Black Diamonds,Columbus Sliders,0.3772,0.6228,-1.606,4.478,5.290,Etta Tuionetoa v Parris Todd | Yuta Funemizu v Andrei Daescu | Victoria Dimuzio v Tyra Hurricane Black | Connor Garnett v CJ Klinger,WMWM,W,1
S2,Utah Black Diamonds,Dallas Flash,0.5730,0.4270,0.808,4.986,4.797,Yuta Funemizu v JW Johnson | Etta Tuionetoa v Alix Truong | Victoria Dimuzio v Danni-Elle Townsend | Connor Garnett v Augustus Ge,MWWM,M,1
S2,Utah Black Diamonds,Florida Smash,0.7285,0.2715,3.032,5.778,4.334,Yuta Funemizu v Cason Campbell | Etta Tuionetoa v Mya Bui | Victoria Dimuzio v Paula Rives | Connor Garnett v Christopher Crouch,MWWM,M,1
S2,Utah Black Diamonds,Las Vegas Night Owls,0.4617,0.5383,-0.428,4.781,4.896,Yuta Funemizu v Roscoe Bellamy | Etta Tuionetoa v Chao Yi Wang | Victoria Dimuzio v Callie Smith | Connor Garnett v Clayton Powell,MWWM,M,1
S2,Utah Black Diamonds,Los Angeles Mad Drops,0.2655,0.7345,-3.207,4.136,5.861,Yuta Funemizu v Ben Johns | Etta Tuionetoa v Catherine Parenteau | Victoria Dimuzio v Jade Kawamoto | Connor Garnett v Max Freeman,MWWM,M,1
S2,Utah Black Diamonds,Miami Pickleball Club,0.4836,0.5164,-0.219,4.800,4.919,Yuta Funemizu v Dylan Frazier | Etta Tuionetoa v Isabella Dunlap | Victoria Dimuzio v Estee Widdershoven | Connor Garnett v Yuta Funemizu,MWWM,M,1
S2,Utah Black Diamonds,New Jersey 5s,0.1679,0.8321,-4.890,3.735,6.630,Etta Tuionetoa v Anna Leigh Waters | Yuta Funemizu v Noe Khlif | Victoria Dimuzio v Jorja Johnson | Connor Garnett v Will Howells,WMWM,W,1
S2,Utah Black Diamonds,Orlando Squeeze,0.3876,0.6124,-1.672,4.302,5.453,Yuta Funemizu v Federico Staksrud | Connor Garnett v Jack Sock | Etta Tuionetoa v Milan Rane | Victoria Dimuzio v Alex Walker,MMWW,M,0
S2,Utah Black Diamonds,Palm Beach Royals,0.4285,0.5715,-0.854,4.713,5.029,Yuta Funemizu v Tyson McGuffin | Etta Tuionetoa v Tina Pisnik | Victoria Dimuzio v Sofia Sewing | Connor Garnett v Dekel Bar,MWWM,M,1
S2,Utah Black Diamonds,Phoenix Flames,0.5940,0.4060,1.278,5.260,4.546,Yuta Funemizu v Camden Chaffin | Etta Tuionetoa v Daria Walczak | Victoria Dimuzio v Alexa Schull | Connor Garnett v Jonathan Truong,MWWM,M,1
S2,Utah Black Diamonds,SoCal Hard Eights,0.6207,0.3793,1.745,5.470,4.350,Yuta Funemizu v Armaan Bhatia | Etta Tuionetoa v Cailyn Campbell | Victoria Dimuzio v Meghan Dizon | Connor Garnett v Will Mackinnon,MWWM,M,1
S2,Utah Black Diamonds,St. Louis Shock,0.2353,0.7647,-3.681,4.065,6.064,Etta Tuionetoa v Kate Fahey | Victoria Dimuzio v Anna Bright | Yuta Funemizu v Hayden Patriquin | Connor Garnett v Gabriel Tardio,WWMM,W,2
S2,Utah Black Diamonds,Texas Ranchers,0.3133,0.6867,-2.374,4.418,5.474,Etta Tuionetoa v Lea Jansen | Yuta Funemizu v Eric Oncins | Victoria Dimuzio v Kaitlyn Christian | Connor Garnett v Nicolas Acevedo,WMWM,W,1
S3,Atlanta Bouncers,Bay Area Breakers,0.7109,0.2891,2.849,5.711,4.189,Jay Devilliers v Blaine Hovenier | Jaume Martinez Vich v Len Yang | Mari Humberg v Kiora Kunimoto | Jessie Irvine v Ella Yeh,MMWW,M,0
S3,Atlanta Bouncers,Brooklyn Pickleball Team,0.5518,0.4482,0.263,4.635,5.120,Jay Devilliers v Christopher Haworth | Jaume Martinez Vich v Pesa Teoni | Mari Humberg v Jackie Kawamoto | Jessie Irvine v Hannah Blatt,MMWW,M,0
S3,Atlanta Bouncers,California Black Bears,0.5761,0.4239,0.853,4.981,4.756,Jay Devilliers v Pablo Tellez | Jaume Martinez Vich v Joseph Wild | Mari Humberg v Sahra Dennehy | Jessie Irvine v Zoey Weil,MMWW,M,0
S3,Atlanta Bouncers,Carolina Hogs,0.8171,0.1829,4.396,6.301,4.116,Jay Devilliers v Brandon French | Jaume Martinez Vich v Darrian Young | Mari Humberg v Abbigal Hatton | Jessie Irvine v Nicole Conard,MMWW,M,0
S3,Atlanta Bouncers,Chicago Slice,0.6292,0.3708,1.625,5.278,4.573,Jay Devilliers v John Lucian Goins | Jaume Martinez Vich v Zane Navratil | Mari Humberg v Ting Chieh Wei | Jessie Irvine v Elsie Hendershot,MMWW,M,0
S3,Atlanta Bouncers,Columbus Sliders,0.4951,0.5049,-0.182,4.712,4.981,Jay Devilliers v Andrei Daescu | Jaume Martinez Vich v CJ Klinger | Mari Humberg v Parris Todd | Jessie Irvine v Tyra Hurricane Black,MMWW,M,0
S3,Atlanta Bouncers,Dallas Flash,0.6223,0.3777,1.485,5.203,4.639,Jay Devilliers v JW Johnson | Jaume Martinez Vich v Augustus Ge | Mari Humberg v Alix Truong | Jessie Irvine v Danni-Elle Townsend,MMWW,M,0
S3,Atlanta Bouncers,Florida Smash,0.7731,0.2269,3.726,6.045,4.178,Jay Devilliers v Cason Campbell | Jaume Martinez Vich v Christopher Crouch | Mari Humberg v Mya Bui | Jessie Irvine v Paula Rives,MMWW,M,0
S3,Atlanta Bouncers,Las Vegas Night Owls,0.5847,0.4153,0.777,4.828,4.926,Jay Devilliers v Roscoe Bellamy | Jaume Martinez Vich v Clayton Powell | Mari Humberg v Chao Yi Wang | Jessie Irvine v Callie Smith,MMWW,M,0
S3,Atlanta Bouncers,Los Angeles Mad Drops,0.3494,0.6506,-2.279,4.183,5.750,Jay Devilliers v Ben Johns | Jaume Martinez Vich v Max Freeman | Mari Humberg v Catherine Parenteau | Jessie Irvine v Jade Kawamoto,MMWW,M,0
S3,Atlanta Bouncers,Miami Pickleball Club,0.5736,0.4264,0.748,4.913,4.855,Jay Devilliers v Dylan Frazier | Jaume Martinez Vich v Yuta Funemizu | Mari Humberg v Isabella Dunlap | Jessie Irvine v Estee Widdershoven,MMWW,M,0
S3,Atlanta Bouncers,New Jersey 5s,0.2438,0.7562,-3.650,4.080,6.141,Jay Devilliers v Noe Khlif | Jaume Martinez Vich v Will Howells | Mari Humberg v Anna Leigh Waters | Jessie Irvine v Jorja Johnson,MMWW,M,0
S3,Atlanta Bouncers,Orlando Squeeze,0.4150,0.5850,-1.201,4.529,5.267,Jay Devilliers v Federico Staksrud | Jaume Martinez Vich v Jack Sock | Mari Humberg v Milan Rane | Jessie Irvine v Alex Walker,MMWW,M,0
S3,Atlanta Bouncers,Palm Beach Royals,0.5315,0.4685,0.200,4.762,4.976,Jay Devilliers v Tyson McGuffin | Jaume Martinez Vich v Dekel Bar | Mari Humberg v Tina Pisnik | Jessie Irvine v Sofia Sewing,MMWW,M,0
S3,Atlanta Bouncers,Phoenix Flames,0.6765,0.3235,2.209,5.407,4.480,Jay Devilliers v Camden Chaffin | Jaume Martinez Vich v Jonathan Truong | Mari Humberg v Daria Walczak | Jessie Irvine v Alexa Schull,MMWW,M,0
S3,Atlanta Bouncers,SoCal Hard Eights,0.7350,0.2650,2.986,5.629,4.346,Jaume Martinez Vich v Armaan Bhatia | Jay Devilliers v Will Mackinnon | Mari Humberg v Cailyn Campbell | Jessie Irvine v Meghan Dizon,MMWW,M,0
S3,Atlanta Bouncers,St. Louis Shock,0.3251,0.6749,-2.479,4.246,5.720,Jay Devilliers v Hayden Patriquin | Jaume Martinez Vich v Gabriel Tardio | Mari Humberg v Kate Fahey | Jessie Irvine v Anna Bright,MMWW,M,0
S3,Atlanta Bouncers,Texas Ranchers,0.4271,0.5729,-1.184,4.420,5.362,Jay Devilliers v Eric Oncins | Jaume Martinez Vich v Nicolas Acevedo | Mari Humberg v Lea Jansen | Jessie Irvine v Kaitlyn Christian,MMWW,M,0
S3,Atlanta Bouncers,Utah Black Diamonds,0.5404,0.4596,0.238,4.727,5.038,Jay Devilliers v Connor Garnett | Jaume Martinez Vich v Yuta Funemizu | Mari Humberg v Victoria Dimuzio | Jessie Irvine v Etta Tuionetoa,MMWW,M,0
S3,Bay Area Breakers,Atlanta Bouncers,0.2944,0.7056,-2.962,4.017,5.874,Len Yang v Jaume Martinez Vich | Blaine Hovenier v Jay Devilliers | Kiora Kunimoto v Mari Humberg | Ella Yeh v Jessie Irvine,MMWW,M,0
S3,Bay Area Breakers,Brooklyn Pickleball Team,0.3470,0.6530,-2.545,3.911,5.977,Len Yang v Christopher Haworth | Blaine Hovenier v Pesa Teoni | Kiora Kunimoto v Jackie Kawamoto | Ella Yeh v Hannah Blatt,MMWW,M,0
S3,Bay Area Breakers,California Black Bears,0.3613,0.6387,-2.099,4.215,5.670,Len Yang v Pablo Tellez | Blaine Hovenier v Joseph Wild | Kiora Kunimoto v Sahra Dennehy | Ella Yeh v Zoey Weil,MMWW,M,0
S3,Bay Area Breakers,Carolina Hogs,0.6390,0.3610,1.583,5.146,4.723,Len Yang v Brandon French | Blaine Hovenier v Darrian Young | Kiora Kunimoto v Abbigal Hatton | Ella Yeh v Nicole Conard,MMWW,M,0
S3,Bay Area Breakers,Chicago Slice,0.4142,0.5858,-1.317,4.386,5.350,Len Yang v John Lucian Goins | Blaine Hovenier v Zane Navratil | Kiora Kunimoto v Ting Chieh Wei | Ella Yeh v Elsie Hendershot,MMWW,M,0
S3,Bay Area Breakers,Columbus Sliders,0.2861,0.7139,-3.148,4.051,6.032,Len Yang v Andrei Daescu | Blaine Hovenier v CJ Klinger | Kiora Kunimoto v Parris Todd | Ella Yeh v Tyra Hurricane Black,MMWW,M,0
S3,Bay Area Breakers,Dallas Flash,0.4060,0.5940,-1.474,4.321,5.435,Len Yang v JW Johnson | Blaine Hovenier v Augustus Ge | Kiora Kunimoto v Alix Truong | Ella Yeh v Danni-Elle Townsend,MMWW,M,0
S3,Bay Area Breakers,Florida Smash,0.5795,0.4205,0.847,4.962,4.824,Len Yang v Cason Campbell | Blaine Hovenier v Christopher Crouch | Kiora Kunimoto v Mya Bui | Ella Yeh v Paula Rives,MMWW,M,0
S3,Bay Area Breakers,Las Vegas Night Owls,0.3746,0.6254,-2.102,4.068,5.797,Len Yang v Roscoe Bellamy | Blaine Hovenier v Clayton Powell | Kiora Kunimoto v Chao Yi Wang | Ella Yeh v Callie Smith,MMWW,M,0
S3,Bay Area Breakers,Los Angeles Mad Drops,0.1759,0.8241,-5.034,3.606,6.879,Len Yang v Ben Johns | Blaine Hovenier v Max Freeman | Kiora Kunimoto v Catherine Parenteau | Ella Yeh v Jade Kawamoto,MMWW,M,0
S3,Bay Area Breakers,Miami Pickleball Club,0.3602,0.6398,-2.182,4.128,5.734,Len Yang v Dylan Frazier | Blaine Hovenier v Yuta Funemizu | Kiora Kunimoto v Isabella Dunlap | Ella Yeh v Estee Widdershoven,MMWW,M,0
S3,Bay Area Breakers,New Jersey 5s,0.1036,0.8964,-6.388,3.609,7.543,Len Yang v Noe Khlif | Blaine Hovenier v Will Howells | Kiora Kunimoto v Anna Leigh Waters | Ella Yeh v Jorja Johnson,MMWW,M,0
S3,Bay Area Breakers,Orlando Squeeze,0.2245,0.7755,-3.962,3.833,6.219,Len Yang v Federico Staksrud | Blaine Hovenier v Jack Sock | Kiora Kunimoto v Milan Rane | Ella Yeh v Alex Walker,MMWW,M,0
S3,Bay Area Breakers,Palm Beach Royals,0.3206,0.6794,-2.732,4.033,5.925,Len Yang v Tyson McGuffin | Blaine Hovenier v Dekel Bar | Kiora Kunimoto v Tina Pisnik | Ella Yeh v Sofia Sewing,MMWW,M,0
S3,Bay Area Breakers,Phoenix Flames,0.4652,0.5348,-0.718,4.505,5.261,Len Yang v Camden Chaffin | Blaine Hovenier v Jonathan Truong | Kiora Kunimoto v Daria Walczak | Ella Yeh v Alexa Schull,MMWW,M,0
S3,Bay Area Breakers,SoCal Hard Eights,0.5380,0.4620,0.075,4.590,5.183,Len Yang v Armaan Bhatia | Blaine Hovenier v Will Mackinnon | Kiora Kunimoto v Cailyn Campbell | Ella Yeh v Meghan Dizon,MMWW,M,0
S3,Bay Area Breakers,St. Louis Shock,0.1566,0.8434,-5.298,3.706,6.969,Len Yang v Hayden Patriquin | Blaine Hovenier v Gabriel Tardio | Kiora Kunimoto v Kate Fahey | Ella Yeh v Anna Bright,MMWW,M,0
S3,Bay Area Breakers,Texas Ranchers,0.2323,0.7677,-4.075,3.801,6.458,Len Yang v Eric Oncins | Blaine Hovenier v Nicolas Acevedo | Kiora Kunimoto v Lea Jansen | Ella Yeh v Kaitlyn Christian,MMWW,M,0
S3,Bay Area Breakers,Utah Black Diamonds,0.3303,0.6697,-2.659,3.974,5.930,Len Yang v Connor Garnett | Blaine Hovenier v Yuta Funemizu | Kiora Kunimoto v Victoria Dimuzio | Ella Yeh v Etta Tuionetoa,MMWW,M,0
S3,Brooklyn Pickleball Team,Atlanta Bouncers,0.4745,0.5255,-0.796,4.320,5.413,Pesa Teoni v Jaume Martinez Vich | Christopher Haworth v Jay Devilliers | Jackie Kawamoto v Mari Humberg | Hannah Blatt v Jessie Irvine,MMWW,M,0
S3,Brooklyn Pickleball Team,Bay Area Breakers,0.6770,0.3230,2.019,5.218,4.686,Pesa Teoni v Blaine Hovenier | Christopher Haworth v Len Yang | Jackie Kawamoto v Kiora Kunimoto | Hannah Blatt v Ella Yeh,MMWW,M,0
S3,Brooklyn Pickleball Team,California Black Bears,0.5390,0.4610,0.012,4.516,5.253,Pesa Teoni v Pablo Tellez | Christopher Haworth v Joseph Wild | Jackie Kawamoto v Sahra Dennehy | Hannah Blatt v Zoey Weil,MMWW,M,0
S3,Brooklyn Pickleball Team,Carolina Hogs,0.7919,0.2081,3.597,5.747,4.583,Pesa Teoni v Brandon French | Christopher Haworth v Darrian Young | Jackie Kawamoto v Abbigal Hatton | Hannah Blatt v Nicole Conard,MMWW,M,0
S3,Brooklyn Pickleball Team,Chicago Slice,0.6007,0.3993,0.873,4.782,5.008,Pesa Teoni v John Lucian Goins | Christopher Haworth v Zane Navratil | Jackie Kawamoto v Ting Chieh Wei | Hannah Blatt v Elsie Hendershot,MMWW,M,0
S3,Brooklyn Pickleball Team,Columbus Sliders,0.4541,0.5459,-1.069,4.275,5.513,Pesa Teoni v Andrei Daescu | Christopher Haworth v CJ Klinger | Jackie Kawamoto v Parris Todd | Hannah Blatt v Tyra Hurricane Black,MMWW,M,0
S3,Brooklyn Pickleball Team,Dallas Flash,0.5916,0.4084,0.706,4.708,5.091,Pesa Teoni v JW Johnson | Christopher Haworth v Augustus Ge | Jackie Kawamoto v Alix Truong | Hannah Blatt v Danni-Elle Townsend,MMWW,M,0
S3,Brooklyn Pickleball Team,Florida Smash,0.7467,0.2533,2.939,5.507,4.631,Pesa Teoni v Cason Campbell | Christopher Haworth v Christopher Crouch | Jackie Kawamoto v Mya Bui | Hannah Blatt v Paula Rives,MMWW,M,0
S3,Brooklyn Pickleball Team,Las Vegas Night Owls,0.5478,0.4522,-0.043,4.373,5.393,Pesa Teoni v Roscoe Bellamy | Christopher Haworth v Clayton Powell | Jackie Kawamoto v Chao Yi Wang | Hannah Blatt v Callie Smith,MMWW,M,0
S3,Brooklyn Pickleball Team,Los Angeles Mad Drops,0.3195,0.6805,-3.013,3.780,6.202,Pesa Teoni v Ben Johns | Christopher Haworth v Max Freeman | Jackie Kawamoto v Catherine Parenteau | Hannah Blatt v Jade Kawamoto,MMWW,M,0
S3,Brooklyn Pickleball Team,Miami Pickleball Club,0.5395,0.4605,-0.053,4.446,5.325,Pesa Teoni v Dylan Frazier | Christopher Haworth v Yuta Funemizu | Jackie Kawamoto v Isabella Dunlap | Hannah Blatt v Estee Widdershoven,MMWW,M,0
S3,Brooklyn Pickleball Team,New Jersey 5s,0.2128,0.7872,-4.466,3.689,6.671,Pesa Teoni v Noe Khlif | Christopher Haworth v Will Howells | Jackie Kawamoto v Anna Leigh Waters | Hannah Blatt v Jorja Johnson,MMWW,M,0
S3,Brooklyn Pickleball Team,Orlando Squeeze,0.3913,0.6087,-1.849,4.081,5.661,Pesa Teoni v Federico Staksrud | Christopher Haworth v Jack Sock | Jackie Kawamoto v Milan Rane | Hannah Blatt v Alex Walker,MMWW,M,0
S3,Brooklyn Pickleball Team,Palm Beach Royals,0.4950,0.5050,-0.629,4.309,5.468,Pesa Teoni v Tyson McGuffin | Christopher Haworth v Dekel Bar | Jackie Kawamoto v Tina Pisnik | Hannah Blatt v Sofia Sewing,MMWW,M,0
S3,Brooklyn Pickleball Team,Phoenix Flames,0.6434,0.3566,1.390,4.909,4.961,Pesa Teoni v Camden Chaffin | Christopher Haworth v Jonathan Truong | Jackie Kawamoto v Daria Walczak | Hannah Blatt v Alexa Schull,MMWW,M,0
S3,Brooklyn Pickleball Team,SoCal Hard Eights,0.7001,0.2999,2.028,5.015,4.947,Pesa Teoni v Armaan Bhatia | Christopher Haworth v Will Mackinnon | Jackie Kawamoto v Cailyn Campbell | Hannah Blatt v Meghan Dizon,MMWW,M,0
S3,Brooklyn Pickleball Team,St. Louis Shock,0.2909,0.7091,-3.315,3.839,6.251,Pesa Teoni v Hayden Patriquin | Christopher Haworth v Gabriel Tardio | Jackie Kawamoto v Kate Fahey | Hannah Blatt v Anna Bright,MMWW,M,0
S3,Brooklyn Pickleball Team,Texas Ranchers,0.3891,0.6109,-2.035,3.998,5.878,Pesa Teoni v Eric Oncins | Christopher Haworth v Nicolas Acevedo | Jackie Kawamoto v Lea Jansen | Hannah Blatt v Kaitlyn Christian,MMWW,M,0
S3,Brooklyn Pickleball Team,Utah Black Diamonds,0.5078,0.4922,-0.530,4.275,5.488,Pesa Teoni v Connor Garnett | Christopher Haworth v Yuta Funemizu | Jackie Kawamoto v Victoria Dimuzio | Hannah Blatt v Etta Tuionetoa,MMWW,M,0
S3,California Black Bears,Atlanta Bouncers,0.4346,0.5654,-1.059,4.439,5.285,Joseph Wild v Jaume Martinez Vich | Pablo Tellez v Jay Devilliers | Sahra Dennehy v Mari Humberg | Zoey Weil v Jessie Irvine,MMWW,M,0
S3,California Black Bears,Bay Area Breakers,0.6487,0.3513,1.897,5.371,4.516,Joseph Wild v Blaine Hovenier | Pablo Tellez v Len Yang | Sahra Dennehy v Kiora Kunimoto | Zoey Weil v Ella Yeh,MMWW,M,0
S3,California Black Bears,Brooklyn Pickleball Team,0.4909,0.5091,-0.631,4.335,5.420,Joseph Wild v Christopher Haworth | Pablo Tellez v Pesa Teoni | Sahra Dennehy v Jackie Kawamoto | Zoey Weil v Hannah Blatt,MMWW,M,0
S3,California Black Bears,Carolina Hogs,0.7675,0.2325,3.486,5.870,4.383,Joseph Wild v Brandon French | Pablo Tellez v Darrian Young | Sahra Dennehy v Abbigal Hatton | Zoey Weil v Nicole Conard,MMWW,M,0
S3,California Black Bears,Chicago Slice,0.5629,0.4371,0.634,4.899,4.860,Joseph Wild v John Lucian Goins | Pablo Tellez v Zane Navratil | Sahra Dennehy v Ting Chieh Wei | Zoey Weil v Elsie Hendershot,MMWW,M,0
