scenario,team1,team2,t1_win_prob,t2_win_prob,exp_margin_t1,mov_if_t1_wins,mov_if_t2_wins,slot_order,slot_genders,slot1_gender,women_matches_top2
S1,SoCal Hard Eights,Atlanta Bouncers,0.2803,0.7197,-3.239,3.902,6.020,Will Mackinnon v Jaume Martinez Vich | Armaan Bhatia v Jay Devilliers | Cailyn Campbell v Mari Humberg | Meghan Dizon v Jessie Irvine,MMWW,M,0
S1,SoCal Hard Eights,Bay Area Breakers,0.4472,0.5528,-0.666,4.718,5.022,Will Mackinnon v Len Yang | Cailyn Campbell v Kiora Kunimoto | Armaan Bhatia v Blaine Hovenier | Meghan Dizon v Ella Yeh,MWMW,M,1
S1,SoCal Hard Eights,Brooklyn Pickleball Team,0.3067,0.6933,-2.706,4.192,5.758,Armaan Bhatia v Christopher Haworth | Cailyn Campbell v Jackie Kawamoto | Will Mackinnon v Pesa Teoni | Meghan Dizon v Hannah Blatt,MWMW,M,1
S1,SoCal Hard Eights,California Black Bears,0.3197,0.6803,-2.457,4.292,5.628,Will Mackinnon v Joseph Wild | Cailyn Campbell v Sahra Dennehy | Armaan Bhatia v Pablo Tellez | Meghan Dizon v Zoey Weil,MWMW,M,1
S1,SoCal Hard Eights,Carolina Hogs,0.6132,0.3868,1.195,4.993,4.825,Will Mackinnon v Brandon French | Meghan Dizon v Nicole Conard | Cailyn Campbell v Abbigal Hatton | Armaan Bhatia v Darrian Young,MWWM,M,1
S1,SoCal Hard Eights,Chicago Slice,0.3963,0.6037,-1.626,4.240,5.477,Will Mackinnon v John Lucian Goins | Cailyn Campbell v Ting Chieh Wei | Armaan Bhatia v Zane Navratil | Meghan Dizon v Elsie Hendershot,MWMW,M,1
S1,SoCal Hard Eights,Columbus Sliders,0.2284,0.7716,-3.806,4.042,6.129,Cailyn Campbell v Parris Todd | Will Mackinnon v CJ Klinger | Meghan Dizon v Tyra Hurricane Black | Armaan Bhatia v Andrei Daescu,WMWM,W,1
S1,SoCal Hard Eights,Dallas Flash,0.3889,0.6111,-1.778,4.191,5.577,Will Mackinnon v JW Johnson | Armaan Bhatia v Augustus Ge | Cailyn Campbell v Alix Truong | Meghan Dizon v Danni-Elle Townsend,MMWW,M,0
S1,SoCal Hard Eights,Florida Smash,0.5568,0.4432,0.474,4.789,4.948,Will Mackinnon v Cason Campbell | Cailyn Campbell v Mya Bui | Armaan Bhatia v Christopher Crouch | Meghan Dizon v Paula Rives,MWMW,M,1
S1,SoCal Hard Eights,Las Vegas Night Owls,0.3343,0.6657,-2.234,4.367,5.549,Armaan Bhatia v Roscoe Bellamy | Cailyn Campbell v Chao Yi Wang | Will Mackinnon v Clayton Powell | Meghan Dizon v Callie Smith,MWMW,M,1
S1,SoCal Hard Eights,Los Angeles Mad Drops,0.1549,0.8451,-5.216,3.756,6.860,Will Mackinnon v Max Freeman | Armaan Bhatia v Ben Johns | Cailyn Campbell v Catherine Parenteau | Meghan Dizon v Jade Kawamoto,MMWW,M,0
S1,SoCal Hard Eights,Miami Pickleball Club,0.3290,0.6710,-2.368,4.283,5.630,Will Mackinnon v Yuta Funemizu | Armaan Bhatia v Dylan Frazier | Cailyn Campbell v Isabella Dunlap | Meghan Dizon v Estee Widdershoven,MMWW,M,0
S1,SoCal Hard Eights,New Jersey 5s,0.0786,0.9214,-6.854,3.482,7.736,Cailyn Campbell v Anna Leigh Waters | Will Mackinnon v Will Howells | Armaan Bhatia v Noe Khlif | Meghan Dizon v Jorja Johnson,WMMW,W,1
S1,SoCal Hard Eights,Orlando Squeeze,0.2132,0.7868,-4.205,3.721,6.353,Will Mackinnon v Federico Staksrud | Armaan Bhatia v Jack Sock | Cailyn Campbell v Milan Rane | Meghan Dizon v Alex Walker,MMWW,M,0
S1,SoCal Hard Eights,Palm Beach Royals,0.2866,0.7134,-3.016,4.136,5.888,Will Mackinnon v Dekel Bar | Cailyn Campbell v Tina Pisnik | Meghan Dizon v Sofia Sewing | Armaan Bhatia v Tyson McGuffin,MWWM,M,1
S1,SoCal Hard Eights,Phoenix Flames,0.4347,0.5653,-0.945,4.583,5.196,Will Mackinnon v Jonathan Truong | Cailyn Campbell v Daria Walczak | Armaan Bhatia v Camden Chaffin | Meghan Dizon v Alexa Schull,MWMW,M,1
S1,SoCal Hard Eights,St. Louis Shock,0.1180,0.8820,-5.848,3.720,7.129,Will Mackinnon v Gabriel Tardio | Cailyn Campbell v Kate Fahey | Meghan Dizon v Anna Bright | Armaan Bhatia v Hayden Patriquin,MWWM,M,1
S1,SoCal Hard Eights,Texas Ranchers,0.1867,0.8133,-4.520,3.949,6.465,Will Mackinnon v Nicolas Acevedo | Cailyn Campbell v Lea Jansen | Meghan Dizon v Kaitlyn Christian | Armaan Bhatia v Eric Oncins,MWWM,M,1
S1,SoCal Hard Eights,Utah Black Diamonds,0.2968,0.7032,-2.800,4.215,5.761,Will Mackinnon v Yuta Funemizu | Armaan Bhatia v Connor Garnett | Cailyn Campbell v Victoria Dimuzio | Meghan Dizon v Etta Tuionetoa,MMWW,M,0
S1,St. Louis Shock,Atlanta Bouncers,0.6733,0.3267,2.389,5.641,4.311,Gabriel Tardio v Jaume Martinez Vich | Hayden Patriquin v Jay Devilliers | Anna Bright v Jessie Irvine | Kate Fahey v Mari Humberg,MMWW,M,0
S1,St. Louis Shock,Bay Area Breakers,0.8432,0.1568,5.224,6.898,3.781,Hayden Patriquin v Blaine Hovenier | Kate Fahey v Kiora Kunimoto | Gabriel Tardio v Len Yang | Anna Bright v Ella Yeh,MWMW,M,1
S1,St. Louis Shock,Brooklyn Pickleball Team,0.7186,0.2814,2.746,5.578,4.486,Hayden Patriquin v Christopher Haworth | Kate Fahey v Jackie Kawamoto | Anna Bright v Hannah Blatt | Gabriel Tardio v Pesa Teoni,MWWM,M,1
S1,St. Louis Shock,California Black Bears,0.7441,0.2559,3.356,5.957,4.207,Hayden Patriquin v Pablo Tellez | Kate Fahey v Sahra Dennehy | Gabriel Tardio v Joseph Wild | Anna Bright v Zoey Weil,MWMW,M,1
S1,St. Louis Shock,Carolina Hogs,0.9090,0.0910,6.614,7.648,3.713,Gabriel Tardio v Brandon French | Hayden Patriquin v Darrian Young | Anna Bright v Nicole Conard | Kate Fahey v Abbigal Hatton,MMWW,M,0
S1,St. Louis Shock,Chicago Slice,0.7829,0.2171,4.027,6.273,4.073,Gabriel Tardio v John Lucian Goins | Hayden Patriquin v Zane Navratil | Kate Fahey v Ting Chieh Wei | Anna Bright v Elsie Hendershot,MMWW,M,0
S1,St. Louis Shock,Columbus Sliders,0.6591,0.3409,2.170,5.555,4.375,Kate Fahey v Parris Todd | Hayden Patriquin v Andrei Daescu | Anna Bright v Tyra Hurricane Black | Gabriel Tardio v CJ Klinger,WMWM,W,1
S1,St. Louis Shock,Dallas Flash,0.7745,0.2255,3.898,6.223,4.089,Gabriel Tardio v JW Johnson | Hayden Patriquin v Augustus Ge | Anna Bright v Danni-Elle Townsend | Kate Fahey v Alix Truong,MMWW,M,0
S1,St. Louis Shock,Florida Smash,0.8848,0.1152,6.004,7.282,3.810,Gabriel Tardio v Cason Campbell | Hayden Patriquin v Christopher Crouch | Kate Fahey v Mya Bui | Anna Bright v Paula Rives,MMWW,M,0
S1,St. Louis Shock,Las Vegas Night Owls,0.7416,0.2584,3.217,5.840,4.313,Hayden Patriquin v Roscoe Bellamy | Kate Fahey v Chao Yi Wang | Anna Bright v Callie Smith | Gabriel Tardio v Clayton Powell,MWWM,M,1
S1,St. Louis Shock,Los Angeles Mad Drops,0.5273,0.4727,0.233,4.849,4.915,Gabriel Tardio v Ben Johns | Hayden Patriquin v Max Freeman | Anna Bright v Jade Kawamoto | Kate Fahey v Catherine Parenteau,MMWW,M,0
S1,St. Louis Shock,Miami Pickleball Club,0.7404,0.2596,3.238,5.875,4.281,Gabriel Tardio v Dylan Frazier | Hayden Patriquin v Yuta Funemizu | Anna Bright v Estee Widdershoven | Kate Fahey v Isabella Dunlap,MMWW,M,0
S1,St. Louis Shock,New Jersey 5s,0.3889,0.6111,-1.479,4.517,5.295,Kate Fahey v Anna Leigh Waters | Hayden Patriquin v Noe Khlif | Gabriel Tardio v Will Howells | Anna Bright v Jorja Johnson,WMMW,W,1
S1,St. Louis Shock,Orlando Squeeze,0.5947,0.4053,1.272,5.228,4.533,Gabriel Tardio v Federico Staksrud | Hayden Patriquin v Jack Sock | Kate Fahey v Milan Rane | Anna Bright v Alex Walker,MMWW,M,0
S1,St. Louis Shock,Palm Beach Royals,0.7011,0.2989,2.698,5.695,4.333,Hayden Patriquin v Tyson McGuffin | Anna Bright v Sofia Sewing | Gabriel Tardio v Dekel Bar | Kate Fahey v Tina Pisnik,MWMW,M,1
S1,St. Louis Shock,Phoenix Flames,0.8208,0.1792,4.635,6.525,4.020,Gabriel Tardio v Camden Chaffin | Hayden Patriquin v Jonathan Truong | Anna Bright v Alexa Schull | Kate Fahey v Daria Walczak,MMWW,M,0
S1,St. Louis Shock,SoCal Hard Eights,0.8466,0.1534,5.162,6.808,3.920,Hayden Patriquin v Armaan Bhatia | Anna Bright v Meghan Dizon | Kate Fahey v Cailyn Campbell | Gabriel Tardio v Will Mackinnon,MWWM,M,1
S1,St. Louis Shock,Texas Ranchers,0.5878,0.4122,1.186,5.234,4.588,Hayden Patriquin v Eric Oncins | Anna Bright v Kaitlyn Christian | Kate Fahey v Lea Jansen | Gabriel Tardio v Nicolas Acevedo,MWWM,M,1
S1,St. Louis Shock,Utah Black Diamonds,0.7093,0.2907,2.733,5.654,4.394,Gabriel Tardio v Connor Garnett | Hayden Patriquin v Yuta Funemizu | Anna Bright v Etta Tuionetoa | Kate Fahey v Victoria Dimuzio,MMWW,M,0
S1,Texas Ranchers,Atlanta Bouncers,0.5819,0.4181,1.005,5.087,4.676,Nicolas Acevedo v Jaume Martinez Vich | Eric Oncins v Jay Devilliers | Lea Jansen v Mari Humberg | Kaitlyn Christian v Jessie Irvine,MMWW,M,0
S1,Texas Ranchers,Bay Area Breakers,0.7652,0.2348,3.867,6.275,3.986,Lea Jansen v Kiora Kunimoto | Nicolas Acevedo v Len Yang | Eric Oncins v Blaine Hovenier | Kaitlyn Christian v Ella Yeh,WMMW,W,1
S1,Texas Ranchers,Brooklyn Pickleball Team,0.6237,0.3763,1.470,5.174,4.671,Eric Oncins v Christopher Haworth | Lea Jansen v Jackie Kawamoto | Nicolas Acevedo v Pesa Teoni | Kaitlyn Christian v Hannah Blatt,MWMW,M,1
S1,Texas Ranchers,California Black Bears,0.6478,0.3522,2.062,5.551,4.356,Eric Oncins v Pablo Tellez | Nicolas Acevedo v Joseph Wild | Lea Jansen v Sahra Dennehy | Kaitlyn Christian v Zoey Weil,MMWW,M,0
S1,Texas Ranchers,Carolina Hogs,0.8640,0.1360,5.402,6.880,3.988,Nicolas Acevedo v Brandon French | Eric Oncins v Darrian Young | Kaitlyn Christian v Nicole Conard | Lea Jansen v Abbigal Hatton,MMWW,M,0
S1,Texas Ranchers,Chicago Slice,0.7003,0.2997,2.656,5.653,4.348,Nicolas Acevedo v John Lucian Goins | Eric Oncins v Zane Navratil | Lea Jansen v Ting Chieh Wei | Kaitlyn Christian v Elsie Hendershot,MMWW,M,0
S1,Texas Ranchers,Columbus Sliders,0.5574,0.4426,0.716,5.049,4.741,Lea Jansen v Parris Todd | Nicolas Acevedo v CJ Klinger | Eric Oncins v Andrei Daescu | Kaitlyn Christian v Tyra Hurricane Black,WMMW,W,1
S1,Texas Ranchers,Dallas Flash,0.6951,0.3049,2.543,5.593,4.412,Nicolas Acevedo v JW Johnson | Eric Oncins v Augustus Ge | Lea Jansen v Alix Truong | Kaitlyn Christian v Danni-Elle Townsend,MMWW,M,0
S1,Texas Ranchers,Florida Smash,0.8271,0.1729,4.724,6.554,4.034,Nicolas Acevedo v Cason Campbell | Eric Oncins v Christopher Crouch | Lea Jansen v Mya Bui | Kaitlyn Christian v Paula Rives,MMWW,M,0
S1,Texas Ranchers,Las Vegas Night Owls,0.6527,0.3473,1.962,5.405,4.509,Eric Oncins v Roscoe Bellamy | Lea Jansen v Chao Yi Wang | Nicolas Acevedo v Clayton Powell | Kaitlyn Christian v Callie Smith,MWMW,M,1
S1,Texas Ranchers,Los Angeles Mad Drops,0.4237,0.5763,-1.219,4.411,5.358,Nicolas Acevedo v Ben Johns | Lea Jansen v Catherine Parenteau | Eric Oncins v Max Freeman | Kaitlyn Christian v Jade Kawamoto,MWMW,M,1
S1,Texas Ranchers,Miami Pickleball Club,0.6507,0.3493,1.832,5.290,4.610,Nicolas Acevedo v Dylan Frazier | Lea Jansen v Isabella Dunlap | Eric Oncins v Yuta Funemizu | Kaitlyn Christian v Estee Widdershoven,MWMW,M,1
S1,Texas Ranchers,New Jersey 5s,0.2865,0.7135,-2.932,4.187,5.792,Lea Jansen v Anna Leigh Waters | Nicolas Acevedo v Will Howells | Eric Oncins v Noe Khlif | Kaitlyn Christian v Jorja Johnson,WMMW,W,1
S1,Texas Ranchers,Orlando Squeeze,0.4939,0.5061,-0.128,4.755,4.894,Nicolas Acevedo v Federico Staksrud | Eric Oncins v Jack Sock | Lea Jansen v Milan Rane | Kaitlyn Christian v Alex Walker,MMWW,M,0
S1,Texas Ranchers,Palm Beach Royals,0.6056,0.3944,1.414,5.296,4.546,Eric Oncins v Tyson McGuffin | Nicolas Acevedo v Dekel Bar | Lea Jansen v Tina Pisnik | Kaitlyn Christian v Sofia Sewing,MMWW,M,0
S1,Texas Ranchers,Phoenix Flames,0.7454,0.2546,3.280,5.869,4.299,Nicolas Acevedo v Camden Chaffin | Lea Jansen v Daria Walczak | Eric Oncins v Jonathan Truong | Kaitlyn Christian v Alexa Schull,MWMW,M,1
S1,Texas Ranchers,SoCal Hard Eights,0.7894,0.2106,4.089,6.270,4.087,Eric Oncins v Armaan Bhatia | Kaitlyn Christian v Meghan Dizon | Lea Jansen v Cailyn Campbell | Nicolas Acevedo v Will Mackinnon,MWWM,M,1
S1,Texas Ranchers,St. Louis Shock,0.3825,0.6175,-1.571,4.501,5.332,Nicolas Acevedo v Gabriel Tardio | Lea Jansen v Kate Fahey | Kaitlyn Christian v Anna Bright | Eric Oncins v Hayden Patriquin,MWWM,M,1
S1,Texas Ranchers,Utah Black Diamonds,0.6219,0.3781,1.356,5.077,4.766,Nicolas Acevedo v Connor Garnett | Eric Oncins v Yuta Funemizu | Lea Jansen v Victoria Dimuzio | Kaitlyn Christian v Etta Tuionetoa,MMWW,M,0
S1,Utah Black Diamonds,Atlanta Bouncers,0.4762,0.5238,-0.558,4.547,5.199,Yuta Funemizu v Jaume Martinez Vich | Connor Garnett v Jay Devilliers | Victoria Dimuzio v Mari Humberg | Etta Tuionetoa v Jessie Irvine,MMWW,M,0
S1,Utah Black Diamonds,Bay Area Breakers,0.6396,0.3604,1.848,5.412,4.476,Victoria Dimuzio v Kiora Kunimoto | Yuta Funemizu v Len Yang | Etta Tuionetoa v Ella Yeh | Connor Garnett v Blaine Hovenier,WMWM,W,1
S1,Utah Black Diamonds,Brooklyn Pickleball Team,0.4847,0.5153,-0.178,4.851,4.907,Connor Garnett v Christopher Haworth | Victoria Dimuzio v Jackie Kawamoto | Etta Tuionetoa v Hannah Blatt | Yuta Funemizu v Pesa Teoni,MWWM,M,1
S1,Utah Black Diamonds,California Black Bears,0.5078,0.4922,0.066,4.871,4.891,Victoria Dimuzio v Sahra Dennehy | Yuta Funemizu v Joseph Wild | Etta Tuionetoa v Zoey Weil | Connor Garnett v Pablo Tellez,WMWM,W,1
S1,Utah Black Diamonds,Carolina Hogs,0.7903,0.2097,4.138,6.309,4.045,Yuta Funemizu v Darrian Young | Connor Garnett v Brandon French | Etta Tuionetoa v Nicole Conard | Victoria Dimuzio v Abbigal Hatton,MMWW,M,0
S1,Utah Black Diamonds,Chicago Slice,0.5933,0.4067,1.265,5.258,4.559,Yuta Funemizu v Zane Navratil | Connor Garnett v John Lucian Goins | Victoria Dimuzio v Ting Chieh Wei | Etta Tuionetoa v Elsie Hendershot,MMWW,M,0
S1,Utah Black Diamonds,Columbus Sliders,0.3895,0.6105,-1.527,4.441,5.335,Etta Tuionetoa v Parris Todd | Victoria Dimuzio v Tyra Hurricane Black | Yuta Funemizu v CJ Klinger | Connor Garnett v Andrei Daescu,WWMM,W,2
S1,Utah Black Diamonds,Dallas Flash,0.5889,0.4111,1.094,5.130,4.687,Yuta Funemizu v Augustus Ge | Connor Garnett v JW Johnson | Victoria Dimuzio v Alix Truong | Etta Tuionetoa v Danni-Elle Townsend,MMWW,M,0
S1,Utah Black Diamonds,Florida Smash,0.7446,0.2554,3.418,6.016,4.153,Yuta Funemizu v Christopher Crouch | Connor Garnett v Cason Campbell | Victoria Dimuzio v Mya Bui | Etta Tuionetoa v Paula Rives,MMWW,M,0
S1,Utah Black Diamonds,Las Vegas Night Owls,0.5161,0.4839,0.207,4.934,4.834,Victoria Dimuzio v Chao Yi Wang | Etta Tuionetoa v Callie Smith | Connor Garnett v Roscoe Bellamy | Yuta Funemizu v Clayton Powell,WWMM,W,2
S1,Utah Black Diamonds,Los Angeles Mad Drops,0.2969,0.7031,-2.791,4.245,5.762,Victoria Dimuzio v Catherine Parenteau | Etta Tuionetoa v Jade Kawamoto | Yuta Funemizu v Max Freeman | Connor Garnett v Ben Johns,WWMM,W,2
S1,Utah Black Diamonds,Miami Pickleball Club,0.5238,0.4762,0.323,4.978,4.798,Victoria Dimuzio v Isabella Dunlap | Yuta Funemizu v Yuta Funemizu | Etta Tuionetoa v Estee Widdershoven | Connor Garnett v Dylan Frazier,WMWM,W,1
S1,Utah Black Diamonds,New Jersey 5s,0.1761,0.8239,-4.806,3.742,6.633,Victoria Dimuzio v Anna Leigh Waters | Yuta Funemizu v Will Howells | Etta Tuionetoa v Jorja Johnson | Connor Garnett v Noe Khlif,WMWM,W,1
S1,Utah Black Diamonds,Orlando Squeeze,0.3902,0.6098,-1.660,4.290,5.467,Yuta Funemizu v Federico Staksrud | Connor Garnett v Jack Sock | Victoria Dimuzio v Milan Rane | Etta Tuionetoa v Alex Walker,MMWW,M,0
S1,Utah Black Diamonds,Palm Beach Royals,0.4583,0.5417,-0.550,4.742,5.027,Etta Tuionetoa v Tina Pisnik | Victoria Dimuzio v Sofia Sewing | Yuta Funemizu v Dekel Bar | Connor Garnett v Tyson McGuffin,WWMM,W,2
S1,Utah Black Diamonds,Phoenix Flames,0.6252,0.3748,1.720,5.419,4.451,Victoria Dimuzio v Daria Walczak | Yuta Funemizu v Jonathan Truong | Etta Tuionetoa v Alexa Schull | Connor Garnett v Camden Chaffin,WMWM,W,1
S1,Utah Black Diamonds,SoCal Hard Eights,0.6613,0.3387,2.217,5.585,4.356,Etta Tuionetoa v Cailyn Campbell | Victoria Dimuzio v Meghan Dizon | Connor Garnett v Armaan Bhatia | Yuta Funemizu v Will Mackinnon,WWMM,W,2
S1,Utah Black Diamonds,St. Louis Shock,0.2359,0.7641,-3.679,4.060,6.068,Etta Tuionetoa v Kate Fahey | Victoria Dimuzio v Anna Bright | Yuta Funemizu v Gabriel Tardio | Connor Garnett v Hayden Patriquin,WWMM,W,2
S1,Utah Black Diamonds,Texas Ranchers,0.3253,0.6747,-2.317,4.355,5.535,Etta Tuionetoa v Lea Jansen | Victoria Dimuzio v Kaitlyn Christian | Yuta Funemizu v Nicolas Acevedo | Connor Garnett v Eric Oncins,WWMM,W,2
S2,Atlanta Bouncers,Bay Area Breakers,0.6387,0.3613,1.703,5.265,4.595,Jessie Irvine v Kiora Kunimoto | Mari Humberg v Ella Yeh | Jay Devilliers v Blaine Hovenier | Jaume Martinez Vich v Len Yang,WWMM,W,2
S2,Atlanta Bouncers,Brooklyn Pickleball Team,0.4416,0.5584,-0.570,4.843,4.851,Jessie Irvine v Jackie Kawamoto | Jay Devilliers v Christopher Haworth | Mari Humberg v Hannah Blatt | Jaume Martinez Vich v Pesa Teoni,WMWM,W,1
S2,Atlanta Bouncers,California Black Bears,0.4846,0.5154,-0.238,4.769,4.945,Jessie Irvine v Sahra Dennehy | Mari Humberg v Zoey Weil | Jay Devilliers v Pablo Tellez | Jaume Martinez Vich v Joseph Wild,WWMM,W,2
S2,Atlanta Bouncers,Carolina Hogs,0.7758,0.2242,4.044,6.353,3.944,Jessie Irvine v Abbigal Hatton | Jay Devilliers v Brandon French | Mari Humberg v Nicole Conard | Jaume Martinez Vich v Darrian Young,WMWM,W,1
S2,Atlanta Bouncers,Chicago Slice,0.5956,0.4044,1.305,5.278,4.547,Jessie Irvine v Ting Chieh Wei | Jay Devilliers v John Lucian Goins | Mari Humberg v Elsie Hendershot | Jaume Martinez Vich v Zane Navratil,WMWM,W,1
S2,Atlanta Bouncers,Columbus Sliders,0.3716,0.6284,-1.762,4.343,5.372,Jessie Irvine v Parris Todd | Mari Humberg v Tyra Hurricane Black | Jay Devilliers v Andrei Daescu | Jaume Martinez Vich v CJ Klinger,WWMM,W,2
S2,Atlanta Bouncers,Dallas Flash,0.5819,0.4181,1.152,5.255,4.557,Jessie Irvine v Alix Truong | Jay Devilliers v JW Johnson | Mari Humberg v Danni-Elle Townsend | Jaume Martinez Vich v Augustus Ge,WMWM,W,1
S2,Atlanta Bouncers,Florida Smash,0.7374,0.2626,3.372,6.040,4.120,Jessie Irvine v Mya Bui | Jay Devilliers v Cason Campbell | Mari Humberg v Paula Rives | Jaume Martinez Vich v Christopher Crouch,WMWM,W,1
S2,Atlanta Bouncers,Las Vegas Night Owls,0.4769,0.5231,-0.202,4.870,4.826,Jessie Irvine v Chao Yi Wang | Mari Humberg v Callie Smith | Jay Devilliers v Roscoe Bellamy | Jaume Martinez Vich v Clayton Powell,WWMM,W,2
S2,Atlanta Bouncers,Los Angeles Mad Drops,0.2726,0.7274,-3.079,4.189,5.803,Jessie Irvine v Catherine Parenteau | Mari Humberg v Jade Kawamoto | Jay Devilliers v Ben Johns | Jaume Martinez Vich v Max Freeman,WWMM,W,2
S2,Atlanta Bouncers,Miami Pickleball Club,0.4957,0.5043,-0.002,4.907,4.828,Jessie Irvine v Isabella Dunlap | Mari Humberg v Estee Widdershoven | Jay Devilliers v Dylan Frazier | Jaume Martinez Vich v Yuta Funemizu,WWMM,W,2
S2,Atlanta Bouncers,New Jersey 5s,0.1767,0.8233,-4.858,3.619,6.677,Jessie Irvine v Anna Leigh Waters | Mari Humberg v Jorja Johnson | Jay Devilliers v Noe Khlif | Jaume Martinez Vich v Will Howells,WWMM,W,2
S2,Atlanta Bouncers,Orlando Squeeze,0.4004,0.5996,-1.318,4.553,5.239,Jay Devilliers v Federico Staksrud | Jessie Irvine v Milan Rane | Jaume Martinez Vich v Jack Sock | Mari Humberg v Alex Walker,MWMW,M,1
S2,Atlanta Bouncers,Palm Beach Royals,0.4307,0.5693,-0.852,4.687,5.044,Jessie Irvine v Tina Pisnik | Mari Humberg v Sofia Sewing | Jay Devilliers v Tyson McGuffin | Jaume Martinez Vich v Dekel Bar,WWMM,W,2
S2,Atlanta Bouncers,Phoenix Flames,0.6053,0.3947,1.439,5.316,4.509,Jessie Irvine v Daria Walczak | Mari Humberg v Alexa Schull | Jay Devilliers v Camden Chaffin | Jaume Martinez Vich v Jonathan Truong,WWMM,W,2
S2,Atlanta Bouncers,SoCal Hard Eights,0.6217,0.3783,1.808,5.528,4.306,Jessie Irvine v Cailyn Campbell | Mari Humberg v Meghan Dizon | Jay Devilliers v Armaan Bhatia | Jaume Martinez Vich v Will Mackinnon,WWMM,W,2
S2,Atlanta Bouncers,St. Louis Shock,0.2278,0.7722,-3.834,3.929,6.124,Jessie Irvine v Kate Fahey | Mari Humberg v Anna Bright | Jay Devilliers v Hayden Patriquin | Jaume Martinez Vich v Gabriel Tardio,WWMM,W,2
S2,Atlanta Bouncers,Texas Ranchers,0.3049,0.6951,-2.559,4.281,5.560,Jessie Irvine v Lea Jansen | Mari Humberg v Kaitlyn Christian | Jay Devilliers v Eric Oncins | Jaume Martinez Vich v Nicolas Acevedo,WWMM,W,2
S2,Atlanta Bouncers,Utah Black Diamonds,0.4612,0.5388,-0.394,4.853,4.885,Jessie Irvine v Victoria Dimuzio | Jay Devilliers v Connor Garnett | Mari Humberg v Etta Tuionetoa | Jaume Martinez Vich v Yuta Funemizu,WMWM,W,1
S2,Bay Area Breakers,Atlanta Bouncers,0.2720,0.7280,-3.057,4.190,5.765,Len Yang v Jaume Martinez Vich | Blaine Hovenier v Jay Devilliers | Ella Yeh v Mari Humberg | Kiora Kunimoto v Jessie Irvine,MMWW,M,0
S2,Bay Area Breakers,Brooklyn Pickleball Team,0.2802,0.7198,-3.038,4.041,5.794,Len Yang v Christopher Haworth | Ella Yeh v Jackie Kawamoto | Blaine Hovenier v Pesa Teoni | Kiora Kunimoto v Hannah Blatt,MWMW,M,1
S2,Bay Area Breakers,California Black Bears,0.3066,0.6934,-2.618,4.228,5.645,Ella Yeh v Sahra Dennehy | Len Yang v Pablo Tellez | Blaine Hovenier v Joseph Wild | Kiora Kunimoto v Zoey Weil,WMMW,W,1
S2,Bay Area Breakers,Carolina Hogs,0.6045,0.3955,1.397,5.281,4.538,Len Yang v Brandon French | Ella Yeh v Abbigal Hatton | Blaine Hovenier v Darrian Young | Kiora Kunimoto v Nicole Conard,MWMW,M,1
S2,Bay Area Breakers,Chicago Slice,0.3789,0.6211,-1.522,4.516,5.206,Len Yang v John Lucian Goins | Ella Yeh v Ting Chieh Wei | Blaine Hovenier v Zane Navratil | Kiora Kunimoto v Elsie Hendershot,MWMW,M,1
S2,Bay Area Breakers,Columbus Sliders,0.2361,0.7639,-3.853,3.852,6.234,Ella Yeh v Parris Todd | Len Yang v Andrei Daescu | Blaine Hovenier v CJ Klinger | Kiora Kunimoto v Tyra Hurricane Black,WMMW,W,1
S2,Bay Area Breakers,Dallas Flash,0.3777,0.6223,-1.602,4.483,5.294,Len Yang v JW Johnson | Ella Yeh v Alix Truong | Blaine Hovenier v Augustus Ge | Kiora Kunimoto v Danni-Elle Townsend,MWMW,M,1
S2,Bay Area Breakers,Florida Smash,0.5415,0.4585,0.619,5.080,4.650,Len Yang v Cason Campbell | Ella Yeh v Mya Bui | Blaine Hovenier v Christopher Crouch | Kiora Kunimoto v Paula Rives,MWMW,M,1
S2,Bay Area Breakers,Las Vegas Night Owls,0.3055,0.6945,-2.610,4.218,5.614,Len Yang v Roscoe Bellamy | Ella Yeh v Chao Yi Wang | Blaine Hovenier v Clayton Powell | Kiora Kunimoto v Callie Smith,MWMW,M,1
S2,Bay Area Breakers,Los Angeles Mad Drops,0.1421,0.8579,-5.285,3.789,6.789,Len Yang v Ben Johns | Ella Yeh v Catherine Parenteau | Blaine Hovenier v Max Freeman | Kiora Kunimoto v Jade Kawamoto,MWMW,M,1
S2,Bay Area Breakers,Miami Pickleball Club,0.3109,0.6891,-2.511,4.294,5.581,Len Yang v Dylan Frazier | Ella Yeh v Isabella Dunlap | Blaine Hovenier v Yuta Funemizu | Kiora Kunimoto v Estee Widdershoven,MWMW,M,1
S2,Bay Area Breakers,New Jersey 5s,0.0806,0.9194,-6.847,3.380,7.743,Ella Yeh v Anna Leigh Waters | Len Yang v Noe Khlif | Blaine Hovenier v Will Howells | Kiora Kunimoto v Jorja Johnson,WMMW,W,1
S2,Bay Area Breakers,Orlando Squeeze,0.2035,0.7965,-4.075,3.990,6.136,Len Yang v Federico Staksrud | Blaine Hovenier v Jack Sock | Ella Yeh v Milan Rane | Kiora Kunimoto v Alex Walker,MMWW,M,0
S2,Bay Area Breakers,Palm Beach Royals,0.2714,0.7286,-3.124,4.154,5.836,Ella Yeh v Tina Pisnik | Len Yang v Tyson McGuffin | Blaine Hovenier v Dekel Bar | Kiora Kunimoto v Sofia Sewing,WMMW,W,1
