uuid,name,gender,n,attack,attack_se,defend,defend_se,level_serve,level_return,total
524b89ad-b76b-40b4-a0db-736bdc7b8adb,Hien Truong,M,1536,0.16305665731379862,0.06056766908017125,0.06015373760964858,0.06276182106933902,0.17320349204541902,-0.030357315896868742,0.2232103949234472
2aa8ced3-d599-4c83-86dd-ecc80196833b,Luca Mack,M,4322,0.08495292365287309,0.04518244208142354,0.13708732453207095,0.04385892751009656,-0.011733557076818701,0.02208970687442132,0.22204024818494406
66a6c35b-33a2-4a23-b5db-fa53c96d643a,Kaitlyn Christian,F,18972,0.12451687759596729,0.021572505389349766,0.09735800174816428,0.021423103984739712,0.014399388460891123,0.02513575010517201,0.22187487934413158
a65a8877-2c30-4964-8b0c-52e92ecfab5c,Sophie Abrams,F,1094,0.1278601523249937,0.06736047754833986,0.0922460498828723,0.06797187199993404,-0.03913285924505771,0.01787382300797221,0.220106202207866
a51b59c5-1a13-4472-821a-eb9866e72adf,Joseph Wild,M,1866,0.08991169142633375,0.059758413753779285,0.12937823971971324,0.05721238213282719,-0.07604968995646286,0.09177519068904419,0.219289931146047
c84377c6-b0ca-42dd-bc1a-2fd3d3c4ef9f,Ryan Torresin,M,2436,0.08322821759753041,0.05507188042344972,0.13405839769595793,0.056791539192918655,0.16471719914594854,-0.08282785803498306,0.21728661529348833
81535c8c-27d9-452c-a72a-61fc9f755b01,Will Mackinnon,M,6421,0.142676099353905,0.03534444422093026,0.07426572452714376,0.035628509137702796,-0.02937517686202964,0.13922987517362082,0.21694182388104877
dc69fcde-bcda-4441-8b66-a8bafeb12ded,Joel Poland,M,5350,0.08617323068308587,0.04021275133903848,0.12945735928659824,0.04105235075613265,0.0859958774222831,0.1069665455758182,0.2156305899696841
55ed7e0a-ff2d-4ac2-aad6-b6772ef4f448,Layne Sleeth,F,10839,0.0878273459945316,0.028650558772571846,0.1219079699273656,0.027821865838153444,0.012839957995521248,0.03453022092799634,0.2097353159218972
577d1124-44c9-435d-88e9-01a146f2d177,Eugenia Carolina Lopez Ascarate,F,895,0.12379810950966068,0.07072323104721452,0.08591517901721962,0.07203746752070075,0.03682017249326823,0.039203332791430234,0.20971328852688031
b68c0204-d9d4-4cba-bf23-46706abd77bf,Clayton Powell,M,5511,0.07703636056447982,0.03845641657779323,0.13166698611387245,0.03854465858669554,0.09450759743386523,-0.0065042571754139146,0.20870334667835228
8c94d7b2-0dce-455e-916f-e35927d53547,Thomas Yu,M,3832,0.10721835981002381,0.04516142216213118,0.10089842658628305,0.044644468266988556,-0.01806818368823692,0.1466871631365695,0.20811678639630687
f4c43443-fdff-4344-b291-274cfd26361e,Juan Benitez,M,8538,0.10163967970295934,0.03150406116507103,0.10524658385526454,0.0323521907400779,0.02681035845795173,0.048073521854717666,0.20688626355822387
e838b7b5-ffd5-4a47-ac0b-f748dc6841d9,David Bieger,M,1945,0.12556689661100567,0.05991371448895273,0.08114701010446818,0.05842704275735227,-0.10520425700806445,0.06653159635693541,0.20671390671547385
c2a34b34-0ed2-4d7d-8ec9-3b0cd3d9233b,Randy Blanco,M,1143,0.1743912751213117,0.0670344544790607,0.028716439265888506,0.0654865510841449,0.03557101900264492,0.11992631719025092,0.2031077143872002
dcd029fb-2814-401b-a1cb-0c4269d9954b,Allie Reichert,F,2799,0.10752867448381344,0.05234006976684908,0.09486205233459688,0.05153056185133169,-0.008684921365335812,-0.0467490686503464,0.2023907268184103
602ac701-c27e-408d-9e4e-1f7c02578def,Tam Trinh,M,3522,0.1447116664944729,0.04692919816770614,0.05650186389755175,0.046267010725407544,0.06488285917028964,-0.023650650110403626,0.20121353039202464
6794d224-7da3-43d9-8300-e24e731f5dea,Samantha Parker,F,9190,0.11613792593909292,0.03111029075126194,0.08039647844279249,0.030028064863842824,0.026109853312331257,-0.004068063082020634,0.1965344043818854
ab473dbc-8449-427a-968d-5f59bd1f65fd,Eunggwon Kim,M,5108,0.15607810842172815,0.04021875393446984,0.03818202310503935,0.03957172231175106,0.04607767845945612,-0.0720754828268917,0.1942601315267675
