p1_name,p2_name,context,games,chemistry_mean,chemistry_sd,p_positive,percentile
Eric Roddy,Layne Sleeth,mixed,2,-0.022,0.177,0.45,5.0
Dana Raugust,Luke Ness,mixed,2,-0.005,0.183,0.48,41.7
Ivan Jakovljevic,Lindsey Newman,mixed,7,-0.003,0.18,0.484,49.0
Helena Jansen,Pesa Teoni,mixed,4,0.001,0.193,0.501,57.9
Chloe Igleski,Caden Nemoff,mixed,2,-0.006,0.195,0.493,37.6
Hannah Blatt,Cason Campbell,mixed,2,-0.003,0.175,0.491,47.4
Ben Johns,Hayden Patriquin,mens,11,-0.004,0.176,0.479,43.0
Ivan Jakovljevic,Spencer Smith,mens,13,-0.005,0.167,0.482,42.6
Callie Smith,Allyce Jones,womens,31,-0.015,0.171,0.459,13.2
Genie Erokhina,Samantha Parker,womens,9,0.001,0.176,0.507,57.1
Tam Trinh,John Cincola,mens,4,-0.003,0.18,0.491,48.2
Blaine Hovenier,Steve Deakin,mens,2,-0.003,0.198,0.479,49.3
Layne Sleeth,Kaitlyn Christian,womens,10,-0.006,0.191,0.495,36.8
Camila Zilveti,Ava Ignatowich,womens,4,0.004,0.175,0.49,64.5
Riley Newman,Matt Wright,mens,14,-0.009,0.188,0.473,29.4
Etta Tuionetoa,Meghan Dizon,womens,15,-0.005,0.174,0.486,41.0
Sam Angelo,Rio Newcombe,mens,15,-0.002,0.175,0.484,50.1
Sahra Dennehy,Jessica Mason,womens,2,-0.007,0.188,0.487,34.9
Martina Frantova,Marcela Aguila Ampon,womens,4,0.004,0.189,0.508,65.7
Andrea Koop,Lea Jansen,womens,6,0.011,0.184,0.512,79.7
Helena Jansen,Cleo Bond,womens,4,-0.009,0.187,0.497,26.4
Yates Johnson,Wesley Burrows,mens,4,-0.002,0.178,0.494,50.1
Wil Shaffer,Jackson Ayotte,mens,9,0.011,0.192,0.529,80.5
Gregory Dow,Anderson Scarpa,mens,42,0.012,0.182,0.521,80.9
Ewa Radzikowska,Hannah Blatt,womens,4,0.012,0.197,0.516,81.0
Zane Navratil,Dekel Bar,mens,6,0.008,0.193,0.523,74.4
Eric Roddy,Jack Sock,mens,29,-0.006,0.169,0.488,35.9
Mohaned Alhouni,Mota Alhouni,mens,12,-0.009,0.186,0.494,27.7
Parris Todd,Tyra Hurricane Black,womens,85,0.006,0.166,0.518,70.4
Alix Truong,Vivienne David,womens,5,0.018,0.182,0.544,87.8
Liz Truluck,Sarah Ansboury,womens,2,-0.006,0.181,0.479,38.8
Quang Duong,James Ignatowich,mens,2,-0.028,0.175,0.446,2.0
Chuck Taylor,Daniel De la Rosa,mens,2,-0.017,0.19,0.469,10.2
Mari Humberg,Lindsey Newman,womens,3,-0.032,0.18,0.459,1.3
Lingwei Kong,Michelle Esquivel,womens,5,0.023,0.18,0.539,91.8
Jade Kawamoto,Jessie Irvine,womens,12,0.004,0.186,0.508,65.5
Craig Johnson,Pesa Teoni,mens,16,0.022,0.185,0.532,91.4
Marshall Brown,Roscoe Bellamy,mens,5,-0.005,0.171,0.481,40.0
AJ Koller,Eric Oncins,mens,3,-0.004,0.182,0.492,44.8
Jalina Ingram,Cailyn Campbell,womens,21,-0.014,0.179,0.473,14.9
Zane Ford,Luke Wasson,mens,3,0.015,0.186,0.529,84.0
Lucy Kovalova,Olivia McMillan,womens,2,-0.01,0.179,0.499,23.9
Phillip Locklear,Matt Rucinski,mens,7,0.002,0.172,0.509,61.0
Tom Protzek,Ariana Rodriguez,mixed,5,-0.013,0.175,0.485,16.7
Simone Leonard,Oliver Frank,mixed,6,0.027,0.17,0.543,94.3
Jessica Jones,Jordan Chrysostom,mixed,5,-0.005,0.182,0.493,39.9
Daniel Byun,Tama Shimabukuro,mens,3,0.009,0.171,0.534,77.8
Vincent Rettke,Miles Hoover,mens,7,-0.006,0.188,0.509,39.4
Carl Hilliard,Nicole Conard,mixed,3,0.002,0.192,0.496,61.5
Mary Brascia,Donald Young,mixed,2,-0.017,0.189,0.466,10.2
Hannah Blatt,Marshall Brown,mixed,2,-0.006,0.179,0.492,36.1
Jack Sock,Layne Sleeth,mixed,6,-0.012,0.172,0.459,19.1
Genie Bouchard,Ivan Jakovljevic,mixed,5,0.002,0.171,0.489,60.5
Jace Morris,Wil Shaffer,mens,2,-0.005,0.181,0.489,41.4
Sam Weinbach,Dana Raugust,mixed,4,0.024,0.182,0.556,93.0
Len Yang,Thomas Yu,mens,29,0.002,0.186,0.487,61.7
Pablo Tellez,Etta Tuionetoa,mixed,5,-0.017,0.183,0.461,9.7
Andrea Koop,Brandon French,mixed,10,0.003,0.178,0.502,63.9
Chao Yi Wang,CJ Klinger,mixed,4,-0.008,0.175,0.494,31.0
Noe Khlif,Maggie Brascia,mixed,22,0.008,0.175,0.526,76.3
Madalina Grigoriu,Anouar Braham,mixed,2,-0.016,0.186,0.485,12.2
Marshall Brown,Steve Deakin,mens,6,-0.025,0.18,0.456,3.1
Mota Alhouni,Rachel Rettger,mixed,2,-0.002,0.188,0.502,51.2
Craig Johnson,Helena Jansen,mixed,3,0.016,0.175,0.536,85.9
Travis Rettenmaier,Allyce Jones,mixed,33,0.005,0.186,0.518,68.6
Eric Roddy,Liz Truluck,mixed,24,0.028,0.178,0.554,94.5
Lingwei Kong,Augustus Ge,mixed,5,0.002,0.201,0.517,60.7
Jade Kawamoto,Hunter Johnson,mixed,53,0.048,0.178,0.589,99.0
Michelle Esquivel,Wyatt Stone,mixed,2,-0.002,0.177,0.481,51.3
Martina Frantova,Todd Fought,mixed,4,0.036,0.19,0.567,97.0
Mohaned Alhouni,Allison Phillips,mixed,2,-0.023,0.18,0.456,5.0
Ewa Radzikowska,Martin Emmrich,mixed,37,0.029,0.182,0.561,95.3
James Ignatowich,Jackie Kawamoto,mixed,13,0.002,0.193,0.511,61.1
John Cincola,Lindsey Newman,mixed,3,0.008,0.179,0.521,74.9
Zane Navratil,Vivienne David,mixed,7,-0.007,0.182,0.497,33.3
Victoria Dimuzio,Roscoe Bellamy,mixed,8,0.009,0.184,0.526,77.9
Michael Loyd,Ava Ignatowich,mixed,2,-0.005,0.19,0.504,42.1
Brooke Buckner,Connor Garnett,mixed,25,-0.016,0.177,0.474,11.1
Pesa Teoni,Marcela Aguila Ampon,mixed,6,-0.006,0.177,0.488,38.1
Blaine Hovenier,Kaitlyn Christian,mixed,13,-0.037,0.186,0.436,0.7
Jace Morris,Emma Nelson,mixed,4,0.002,0.182,0.49,59.6
Eric Oncins,Alix Truong,mixed,26,-0.011,0.185,0.473,23.5
Yates Johnson,Milan Rane,mixed,3,-0.003,0.211,0.489,47.5
Mya Bui,Audrey Banada,womens,4,0.007,0.182,0.506,72.8
Jalina Ingram,Emma Nelson,womens,2,-0.015,0.181,0.473,14.0
Ben Johns,Gabriel Tardio,mens,147,0.028,0.168,0.547,94.9
Cason Campbell,Gregory Dow,mens,8,0.008,0.185,0.524,76.0
Yates Johnson,Chuck Taylor,mens,11,0.004,0.164,0.514,66.4
Carlos Di Laura III,James Delgado,mens,5,-0.025,0.194,0.461,3.6
Spartak Rahachou,TY Parrish,mens,2,-0.004,0.169,0.487,44.1
Andrea Koop,Jessie Irvine,womens,13,0.021,0.176,0.536,90.3
Hannah Blatt,Rachel Rettger,womens,2,-0.014,0.177,0.483,15.5
Eric Oncins,Matt Wright,mens,37,0.017,0.183,0.529,86.7
Ivan Jakovljevic,Anderson Scarpa,mens,2,-0.003,0.174,0.479,47.0
Blaine Hovenier,Tam Trinh,mens,2,-0.016,0.188,0.486,11.7
Stephen Madonia,Yuta Funemizu,mens,6,0.02,0.194,0.544,89.8
Allie Davis,Tomoko Taniguchi,womens,2,-0.015,0.182,0.477,14.0
Liz Truluck,Pierina Imparato,womens,2,-0.016,0.182,0.466,11.6
Genie Bouchard,Martina Frantova,womens,2,-0.005,0.188,0.491,40.5
Jaume Martinez Vich,Vivian Glozman,mixed,19,-0.006,0.191,0.497,35.8
Ewa Radzikowska,Tamaryn Emmrich,womens,15,0.006,0.166,0.514,71.1
Noe Khlif,JW Johnson,mens,8,-0.011,0.175,0.473,23.2
AJ Koller,Collin Johns,mens,5,-0.019,0.185,0.466,7.3
Luke Wasson,John Cincola,mens,4,0.005,0.185,0.507,69.6
Lucy Kovalova,Etta Tuionetoa,womens,7,0.009,0.178,0.511,76.4
Jorja Johnson,Vivian Glozman,womens,10,0.044,0.181,0.574,98.6
Zane Ford,Gabriel Joseph,mens,3,-0.01,0.186,0.479,24.6
Lea Jansen,Vivienne David,womens,4,-0.006,0.193,0.483,37.3
Zane Navratil,Hunter Johnson,mens,4,-0.009,0.177,0.478,26.6
Lingwei Kong,Allison Phillips,womens,4,-0.003,0.171,0.487,46.4
Audrey Adele Brown,Victoria Dimuzio,womens,2,-0.008,0.167,0.486,30.7
Michelle Esquivel,Olivia McMillan,womens,4,-0.007,0.183,0.492,34.1
Rafa Hewett,Spencer Smith,mens,3,-0.011,0.178,0.492,21.7
Jade Kawamoto,Jackie Kawamoto,womens,45,0.055,0.189,0.599,99.6
Riley Newman,James Ignatowich,mens,5,-0.016,0.179,0.476,11.0
Zach Gonnering,Lara Giltinan,mixed,3,-0.013,0.19,0.473,16.0
Monika Wynne,Connor Mogle,mixed,12,0.014,0.188,0.522,83.4
Cailyn Campbell,Mouaad Alhouni,mixed,5,0.007,0.19,0.507,72.7
Jalina Ingram,James Kaoma,mixed,5,0.025,0.181,0.547,93.3
Mikael Vollbach,Sarah Mulhern,mixed,12,-0.003,0.167,0.499,48.5
Rob Cassidy,Audrey Banada,mixed,5,-0.001,0.177,0.493,54.0
Jonathan Truong,Sarah Hua,mixed,7,-0.013,0.183,0.492,18.2
Regina Goldberg,Johnny Goldberg,mixed,2,-0.002,0.183,0.501,50.6
Jade Rau,Emanuel Dickson,mixed,2,-0.013,0.174,0.477,16.5
Christian Alshon,Catherine Parenteau,mixed,73,0.033,0.175,0.553,96.5
Jordan Chrysostom,Shelby Bates,mixed,2,-0.007,0.188,0.487,32.4
Jorja Johnson,Hayden Patriquin,mixed,10,-0.009,0.179,0.495,28.3
Todd Fought,Christa Gecheva,mixed,8,0.027,0.18,0.551,94.1
Riley Newman,Martina Frantova,mixed,7,-0.003,0.183,0.499,47.8
Carlos Di Laura III,Tatiana Ruhl,mixed,2,0.001,0.182,0.52,59.5
Federico Staksrud,Vivienne David,mixed,6,-0.018,0.182,0.462,8.4
Dylan Frazier,Lea Jansen,mixed,9,0.024,0.172,0.54,92.8
Rafa Hewett,Lina Padegimaite,mixed,4,0.022,0.174,0.549,90.7
Jay Devilliers,Kate Fahey,mixed,7,-0.013,0.18,0.474,18.2
Edward Perez,Sarah Ansboury,mixed,8,0.023,0.191,0.544,91.7
Lingwei Kong,Patrick Smith,mixed,13,0.015,0.186,0.534,85.3
Max Freeman,Ava Ignatowich,mixed,2,0.006,0.193,0.492,70.4
Layne Sleeth,Collin Johns,mixed,3,-0.016,0.172,0.475,10.6
Mari Humberg,CJ Klinger,mixed,62,-0.02,0.18,0.451,6.8
Genie Erokhina,Yates Johnson,mixed,8,0.007,0.164,0.514,74.3
Ivan Jakovljevic,Etta Tuionetoa,mixed,4,-0.022,0.177,0.465,5.2
Craig Johnson,Audrey Adele Brown,mixed,4,-0.009,0.183,0.501,29.5
Rachel Rohrabacher,Dekel Bar,mixed,41,-0.024,0.174,0.446,3.9
Eric Roddy,Rachel Rettger,mixed,4,0.004,0.199,0.506,65.4
Quang Duong,Victoria Dimuzio,mixed,2,-0.023,0.19,0.454,4.2
Hannah Blatt,Stephen Madonia,mixed,2,-0.01,0.188,0.484,23.7
Genie Bouchard,Brandon French,mixed,7,-0.01,0.182,0.487,24.5
Helena Jansen,Yuta Funemizu,mixed,2,-0.003,0.176,0.487,46.6
Augustus Ge,Tyra Hurricane Black,mixed,37,0.038,0.182,0.566,97.6
Felicity Di Laura,John Cincola,mixed,4,-0.015,0.171,0.456,12.5
JW Johnson,Anna Bright,mixed,15,0.045,0.182,0.581,98.7
Jack Sock,Alix Truong,mixed,13,0.029,0.165,0.553,95.2
Callie Smith,Roscoe Bellamy,mixed,7,0.009,0.184,0.515,77.7
Eric Oncins,Milan Rane,mixed,14,-0.013,0.176,0.459,15.9
Rachel Summers,Spencer Smith,mixed,5,0.003,0.181,0.521,62.4
Zane Ford,Lauren Hidalgo-Smith,mixed,2,0.011,0.179,0.535,80.5
Allison Phillips,Cason Campbell,mixed,19,0.004,0.179,0.506,65.8
Zane Navratil,Samantha Parker,mixed,8,0.016,0.2,0.533,85.8
Zoey Weil,James Delgado,mixed,2,-0.01,0.183,0.47,25.0
Pierina Imparato,Rachel Rettger,womens,6,-0.004,0.185,0.502,43.2
Mari Humberg,Milan Rane,womens,4,-0.004,0.186,0.493,43.6
Rafa Hewett,Eric Oncins,mens,13,0.001,0.169,0.523,57.4
Quang Duong,Pablo Tellez,mens,3,0.002,0.178,0.513,61.9
Zane Ford,James Delgado,mens,5,-0.0,0.174,0.485,54.5
Genie Bouchard,Ava Ignatowich,womens,6,0.01,0.184,0.522,79.2
Hannah Blatt,Rachel Summers,womens,2,0.001,0.196,0.493,57.2
Callie Smith,Victoria Dimuzio,womens,5,0.007,0.173,0.516,74.2
Andrei Daescu,Ben Johns,mens,10,0.004,0.178,0.504,66.0
JW Johnson,CJ Klinger,mens,104,0.061,0.188,0.608,99.8
James Ignatowich,Connor Garnett,mens,2,-0.009,0.172,0.496,26.5
Jade Kawamoto,Lacy Schneemann,womens,10,-0.006,0.175,0.478,36.9
Vivienne David,Jackie Kawamoto,womens,15,0.015,0.179,0.524,85.3
Helena Jansen,Brooke Caruso,womens,2,-0.006,0.181,0.496,37.4
Christian Alshon,Federico Staksrud,mens,32,0.005,0.178,0.499,68.2
Riley Newman,Dylan Frazier,mens,6,0.022,0.17,0.544,91.3
Zane Navratil,Matt Wright,mens,4,-0.013,0.192,0.496,18.1
Gabriel Tardio,Hayden Patriquin,mens,44,0.079,0.19,0.646,99.9
Blaine Hovenier,Travis Rettenmaier,mens,5,-0.01,0.187,0.481,26.0
Samantha Parker,Liz Truluck,womens,3,-0.01,0.183,0.489,24.1
Parris Todd,Jorja Johnson,womens,7,-0.003,0.18,0.484,47.3
Yates Johnson,Roscoe Bellamy,mens,4,-0.002,0.184,0.494,49.6
