uuid,name,gender,n_high,n_low,regular,big,lift,lift_rank,skill_adj,skill_adj_rank,lift_halfA,lift_halfB
55dbee1f-1ee7-464b-9c80-d14cd9e44b8d,Carlos Di Laura III,M,1370,2617,-0.1076,-0.0015,0.1061,224,-0.0025,383,0.041,0.083
9c48e40b-ebfa-49d4-a3b9-c487c0248567,Aibika Kalsarieva,F,309,624,0.0096,0.1141,0.1046,225,-0.0442,443,-0.0491,0.1368
dc69fcde-bcda-4441-8b66-a8bafeb12ded,Joel Poland,M,1278,2710,0.1171,0.2204,0.1032,226,-0.1246,555,0.2035,-0.2449
325b8321-aeb0-4079-8892-c824da665aeb,Amanda Studnicki,F,222,481,-0.1247,-0.0225,0.1022,227,0.3253,67,0.2385,-0.0827
fcc36b68-b11b-4589-baa0-7d31f599eba1,Aaron Fuhrman,M,265,517,-0.109,-0.007,0.102,228,0.3636,52,0.1562,0.0
64e104e8-d388-4d03-9eb9-e3f836ef942c,Tia Elpusan,F,303,622,-0.0206,0.0807,0.1013,229,-0.0193,400,0.0774,0.1226
97da7b88-56d2-4e36-b0b2-2bd28d8320c1,Lucah Folden,F,161,322,-0.2446,-0.1436,0.101,230,0.4943,22,-0.03,0.1948
525bfe63-4047-4100-9289-b4af47a25f98,Alia Brown,F,779,1435,-0.1328,-0.0335,0.0993,231,0.0577,290,-0.0051,0.2381
ded801fd-297a-4761-b63e-d8fbbfeb5762,Shelby Bates,F,518,1144,0.1561,0.2537,0.0977,232,-0.2106,658,0.0792,-0.0543
50c2125b-406c-41e7-aad6-5432c7cd8e1c,AJ Koller,M,3642,7136,0.0689,0.1649,0.096,233,-0.0359,427,-0.0837,0.1042
30d7759b-93f0-467d-a07a-970ecfac06ba,Cameron Luhring,M,459,1012,0.1434,0.2389,0.0955,234,-0.1319,571,0.2843,-0.2334
9bce3fcf-8e63-4ed7-b4a5-00e0063a618f,Ariana Rodriguez,F,711,1487,0.0021,0.0972,0.0951,235,0.1012,233,-0.1313,0.2699
45e53881-72e4-4de1-9763-c2e7f7f854ba,Andrea Koop,F,2083,4002,0.242,0.333,0.091,236,-0.138,578,-0.2197,0.1787
b3dd67b6-42ba-4109-b974-149162bb7211,Federico Nani,M,314,691,-0.1464,-0.0563,0.0901,237,0.1002,236,0.0586,0.0945
a70be599-8b9f-405d-9e10-f501b0046e74,Shannon Pretorius,F,448,989,0.0148,0.1026,0.0878,238,0.1484,191,0.2871,-0.1125
875df336-1f62-4929-896e-8f458591d636,Zack Taylor,M,215,394,-0.0785,0.0092,0.0877,239,0.1768,168,-0.0308,0.0217
7b85c35f-6a90-4c61-af0b-565658feeb3c,Freddie Powell,M,1174,2205,0.074,0.161,0.087,240,-0.0588,468,-0.0985,0.0932
9e8ad96a-17a3-48bf-9363-7b35cc96b2b8,Averee Beck,F,312,715,-0.1828,-0.0983,0.0846,241,0.2845,89,-0.0464,0.1974
3d67b6d0-063e-466c-a475-7679d0764354,Austin Bricker,M,2195,4290,0.0226,0.1071,0.0845,242,-0.0382,433,0.0178,-0.0111
8187d00f-7c10-4947-a218-1641c659356c,Sam Angelo,M,798,1438,-0.1556,-0.0713,0.0843,243,0.0162,348,-0.3141,0.3308
2e858abd-e6cb-4a07-b6ea-fd6ca01556ae,Rachael James,F,701,1401,0.0857,0.1693,0.0837,244,-0.096,524,-0.0701,0.1345
6382a284-3db4-4d37-ac8a-2234c250bc81,Amrik Donkena,M,497,1053,-0.0651,0.0176,0.0828,245,0.0553,296,0.1788,-0.1592
d8d51930-abf9-468b-9e43-55a9c0728d58,Anouar Braham,M,3339,6706,0.0683,0.1504,0.082,246,-0.0422,439,0.0032,0.0426
f51d6dfa-5101-49d8-aea5-269e481e1918,Helen To,F,603,1250,-0.1207,-0.0396,0.0812,247,0.0648,282,0.0387,0.0793
d93f56ce-61cc-477d-a26c-17d04e53b2ff,Anna Lenhart,F,175,349,-0.3707,-0.29,0.0807,248,0.2431,114,-0.0075,0.1791
2c2a2b82-9ec7-4046-97cb-3a199ed507af,Oscar Serra,M,919,1751,0.1357,0.2151,0.0793,249,-0.2551,691,-0.2366,0.2511
14da50fe-4769-4bc3-aa3c-5d2e8a8527c1,Court Zalinski,F,194,415,-0.2285,-0.1512,0.0773,250,0.5183,18,0.0013,0.2168
469988c9-b401-4c68-9e07-e1b1b104b791,Yates Johnson,M,2621,5108,-0.0012,0.0751,0.0763,251,0.0415,319,-0.1281,0.1631
9dc57e5e-1e15-4c18-9f9b-ea82ae9a5d46,Andre Millet,M,292,516,-0.0477,0.0267,0.0744,252,0.0036,376,0.2307,-0.0803
14c4c96f-0a49-4d07-b16d-f6cb782491f4,Kentaro Hamaguchi,M,860,1711,-0.1103,-0.0373,0.0731,253,0.113,223,-0.106,0.1923
41118195-75b3-4b25-adc9-07991301280a,Craig Johnson,M,1757,3626,0.0423,0.112,0.0696,254,-0.0275,411,-0.0556,0.0389
1af53bb7-816e-4292-bd2e-08374c50aa42,Sergey Afanasenka,M,348,651,0.0357,0.1043,0.0686,255,-0.1422,583,0.0375,0.0537
a9950e78-2b86-495e-a0d2-bb8efac93531,Malia K Lum,F,555,1093,0.005,0.0721,0.0671,256,0.0564,294,0.1346,-0.1231
07aabe65-d0a6-4599-9ebf-48683b900917,Madison Wold,F,226,430,-0.2461,-0.1801,0.066,257,0.2212,129,-0.098,0.1347
6a00b494-cc3d-4cd5-9fbe-077bc6958972,Dennis Uspensky,M,260,522,0.0673,0.1329,0.0656,258,0.0635,285,0.0096,0.1608
4025f403-d676-42ee-97a1-61d9b38c211b,Allison Phillips,F,2824,5832,0.09,0.1556,0.0655,259,-0.1984,643,-0.0049,-0.1269
9a449e9c-69aa-4a48-8f28-217766ab25f7,Armaan Jiwa Mawji,M,468,895,-0.0743,-0.0101,0.0643,260,0.0283,335,0.2209,-0.202
c5964640-5d39-4c95-b6a4-7a1faeda89a6,Amanda Rosati,F,503,1052,0.0167,0.0782,0.0615,261,0.1106,225,0.0489,0.0552
4a7604e0-0f45-4057-8da0-bbfd0a58df83,Cami Blake,F,210,536,-0.1315,-0.0716,0.06,262,0.3093,73,0.2856,-0.1673
9120d7ec-1a7e-413a-82cf-0e29009175d5,Maximo Agoglia,M,178,311,-0.0787,-0.0195,0.0593,263,0.2663,97,0.1556,-0.016
5ba3597f-0147-4420-bbc3-00da18ccf339,Justin Hunter,M,259,545,-0.1171,-0.0585,0.0586,264,0.0418,317,-0.1654,0.2217
b3485ff8-bab5-4443-8245-3f81cbfb2b77,Emily Cederquist,F,274,509,0.1162,0.1735,0.0573,265,-0.0924,514,-0.0714,0.0709
392de00d-8c51-4096-be1c-b9e59d882913,Lauren Wong,F,261,509,-0.1746,-0.118,0.0566,266,0.3978,45,0.0829,0.0505
8b96b5a9-1ed8-4bb8-956f-c46e8de9ab24,Mikar Larenzo Fisher,M,200,426,-0.2178,-0.1612,0.0566,267,0.1062,228,0.0176,0.0389
9e2a5ee1-cdc9-4635-a15a-540ee99192b7,Mitchell Hargreaves,M,517,1074,-0.2009,-0.1453,0.0556,268,0.0545,300,0.0158,0.0622
ca3a3394-b5c4-4c95-9d31-910d4ce5bc9c,Brandon Fritze,M,327,722,-0.0177,0.035,0.0527,269,0.0755,268,0.1774,-0.0539
7464628e-931a-44c9-b0df-749a7cb32eaa,Adam Harvey,M,2490,5119,0.0456,0.0981,0.0525,270,-0.07,482,-0.27,0.2497
cc994f98-879e-4ef1-a4e6-bfe46cdaea7a,Chase Blocker,M,246,444,-0.2402,-0.1877,0.0524,271,0.2698,94,-0.0998,0.1787
f5e7df5b-e14b-4a8d-9c13-e7b73ff4e48c,Sebastian Herrera,M,169,341,-0.1477,-0.0968,0.0509,272,0.1677,177,0.0304,0.0788
af94be9e-b2f9-413a-aa9c-450cf6021c10,Michael Vallejo,M,198,417,-0.0771,-0.0263,0.0508,273,0.1881,156,0.0889,0.0
eb88338a-8029-4801-9a7f-e4d48c9b5d83,Domenico Geminiani,M,411,800,-0.0425,0.0062,0.0487,274,-0.0565,462,-0.1528,0.133
66e1ddf7-61f6-4683-afdf-b6cc313af407,Todd Fought,M,2270,4530,0.0478,0.0963,0.0486,275,-0.0139,396,-0.0779,-0.0385
35f81e87-382e-41cc-9bab-687116861954,Jace Morris,M,1472,2926,-0.0556,-0.0093,0.0463,276,-0.09,511,0.029,-0.0488
f370a1a0-2e1a-463b-a35c-30899131f7d6,Troy Akin,M,739,1468,0.181,0.227,0.046,277,-0.0525,457,0.1539,-0.2317
8fb8df0b-4365-4585-b5b9-a489397a79c9,Khuong Huynh,M,205,423,-0.043,-0.0001,0.043,278,0.1443,196,0.0561,-0.0161
fc90f09b-f8a7-4c1f-922b-bbf3294cd736,Rougel Jon Lutz Aninon,M,428,898,0.0377,0.0805,0.0428,279,-0.062,472,-0.0915,0.1456
3f872035-3abb-434d-9fc7-6134ec6c40f5,Alvaro Terron,M,191,416,-0.0224,0.0193,0.0416,280,-0.0577,464,0.1123,-0.0194
5106c31c-ea6c-49ba-81ca-b622b1d7afd1,Mackonner Dy,M,161,276,-0.1072,-0.0657,0.0415,281,0.1522,189,0.078,0.1286
0dfe6dd7-dcc9-407b-a761-1cafc880401b,Erik Pailet,M,1051,2035,0.0619,0.1021,0.0402,282,-0.0431,441,-0.1904,0.2265
5a5237bd-64cd-433c-99ba-34badaa2820c,Braylon Ohrel,M,212,363,-0.0442,-0.0043,0.0399,283,0.0731,269,-0.07,0.0807
337c76f4-2e83-4a59-b66b-7dc2e0555ce2,Cassidy Hoag,F,1020,2162,0.113,0.1525,0.0395,284,-0.0658,477,0.0136,0.0082
437c71fe-2e32-4ba4-b053-96e21195fe4b,Yu-Chieh Hsieh,F,416,799,-0.0473,-0.0078,0.0395,285,-0.1076,538,-0.0967,0.1501
5925398b-b2a9-4e8f-ae46-5c2b59b1b818,Nicole Conard,F,2543,4914,-0.1046,-0.0657,0.0389,286,0.0349,332,0.0042,0.0485
167e7a23-c919-460b-8586-a3966f588dcb,Hong Kit Wong,M,1013,2078,0.034,0.0724,0.0383,288,-0.104,533,-0.1661,0.1868
3cab1673-2522-4dd5-ba07-2a1b88749d86,Tristan Dussault,M,972,1929,0.0593,0.0976,0.0383,287,-0.2144,665,0.0788,-0.2104
f76f4ac5-e3cc-4fe6-a4bc-a968b8b991b1,Alex Walker,F,3517,6901,0.0438,0.0811,0.0373,289,-0.0506,454,-0.1152,0.0333
25104e43-16f9-4ce3-9085-70243d8b350a,Ella Yeh,F,1648,3461,-0.0464,-0.0096,0.0368,290,-0.0618,470,-0.1214,0.1035
008a1230-584f-429a-bafe-5c6ec6488123,Allison Chuang,F,191,400,0.0873,0.1237,0.0364,291,0.0648,283,0.0147,-0.0518
21787278-0f3a-4bcd-9d1f-e73deac5d400,Averry Chew,F,243,465,-0.0419,-0.0055,0.0364,292,0.0547,299,0.0419,-0.0238
a92239e2-429d-4a0a-85b7-58cac29488ee,Jordan Chrysostom,M,947,1939,-0.1138,-0.0789,0.0349,293,0.0654,280,-0.1148,0.025
89aaafba-7d47-4938-b918-b960dff5bebc,Ryan Finley,M,382,713,0.0861,0.1209,0.0348,294,-0.0725,484,0.0147,0.1508
66cb85be-fe8b-402d-a4f7-4a8e6a7c3ad7,Lucas Pascoe,M,759,1505,-0.0728,-0.0391,0.0337,295,0.0985,238,0.0757,-0.0421
e6be2540-8ee3-4cd7-90e4-f7a2b70851ec,Hao Nguyen,M,375,621,-0.013,0.0198,0.0328,296,0.0151,353,-0.2695,0.3556
20045230-82bb-4962-99fe-cf78c28f8641,Joshua Giannelli,M,619,1189,0.0075,0.0389,0.0314,298,-0.029,415,0.0464,0.0104
ae103be7-01f5-4d0a-ad3e-ad524a4f6309,Seina Shima,F,210,402,-0.1317,-0.1002,0.0314,297,0.2993,79,0.1129,-0.0726
94478a4a-a920-4a12-936c-4dead2ecd1d6,Max Green,M,417,880,-0.0352,-0.0072,0.028,299,-0.172,614,-0.0464,0.0197
9949cb55-32d2-4707-8da2-34af35bf6a37,Jesse Witten,M,152,311,-0.1495,-0.1222,0.0273,300,0.2461,111,0.0,0.0478
e8e10ea8-2ff2-4155-9169-cc33ff8c6265,Rio Newcombe,M,1638,3381,-0.0047,0.0226,0.0273,301,-0.0443,444,-0.215,0.1164
4565d8c4-de25-4391-bcf3-3e822ad7783d,Jai Grewal,M,251,480,-0.1995,-0.173,0.0265,303,0.1548,185,-0.2068,0.0595
bc7b2475-e580-4734-bc14-814a153bec5d,Pesa Teoni,M,2527,5032,-0.0503,-0.0238,0.0265,302,-0.0047,387,0.0527,-0.1691
158f965e-0732-4358-8f9c-ae78a48bdbdb,Arielle Butler,F,188,377,0.0927,0.119,0.0263,304,0.0471,311,0.0498,-0.1204
6ee6ec8b-17cd-44f0-ad2a-a3e3460100ce,Dave Bacalla,M,477,907,0.0277,0.0537,0.026,305,0.0086,365,-0.286,0.1533
8620b5f6-d9d5-4cb9-9a28-ed21da77511e,Lauren Cole,F,153,335,0.0267,0.0516,0.025,306,-0.2404,680,0.012,-0.0651
e41881d8-b1e1-465d-afcf-a58602cd92bd,Aidan Schenk,M,192,336,0.0513,0.0762,0.0249,307,-0.0817,498,-0.2038,0.2251
3f5b4c15-bf91-488f-bd3b-e4bb388f3728,Austin Oreilly,M,176,366,-0.1372,-0.1151,0.0221,309,0.5234,17,0.0,-0.0047
a9a168ae-7822-4d31-b07b-fba40480c1fc,Brandon French,M,3742,7451,0.1062,0.1284,0.0221,308,-0.1947,641,-0.1082,-0.0269
e48f177b-ac64-42a5-9dfc-d5e0ac5b3fa6,Michael Wolf,M,197,393,-0.045,-0.0233,0.0217,310,0.1339,204,-0.0934,0.0369
1d36eae4-41f1-4739-b9d2-0783fd371112,Samantha Buyckx,F,555,1083,0.0768,0.0983,0.0215,311,-0.2037,648,-0.0357,0.0158
11124e87-7f5d-45fd-8282-728c39068a3c,Nick Black,M,1106,2111,-0.0388,-0.0177,0.0211,312,-0.0245,408,-0.2354,0.1033
1bbc9415-96dd-4751-9513-95274c5fc0f9,Nicole Eugenio,F,624,1390,0.0664,0.0865,0.0201,313,-0.1698,610,-0.1015,-0.0369
f78254c2-5dbe-4ccd-85d2-bf5538cb179c,Komal Safdar,F,592,1211,-0.3034,-0.2838,0.0197,314,0.1067,227,-0.0964,0.2162
0d23964f-d43f-4006-b1e0-13001393216c,Ross Whittaker,M,1914,3947,-0.0323,-0.0131,0.0192,315,-0.1045,534,0.0427,-0.0791
33dbfc0d-f246-40da-a277-74c31f2662ae,Ryan Ng,M,161,309,-0.1051,-0.0878,0.0173,316,0.4792,24,0.0,-0.004
649a30be-e691-4be4-8677-b9a55699f2b8,Ivy Tschetter,F,277,589,-0.2617,-0.2451,0.0166,317,0.1825,162,0.0377,-0.0176
d8610fd6-1ab3-409a-bea3-d7f7b87d7ee0,Shea Donahue,F,703,1477,-0.1534,-0.1391,0.0142,318,0.148,193,0.1188,0.0046
a6f57d71-bf90-48fc-b05b-abe66980a132,Mike Radermacher,M,916,1810,-0.0159,-0.002,0.0139,319,-0.0024,382,0.1181,-0.1793
ba70f3a5-4693-4aa8-a8cc-1b5c0544b75a,Nicholas Romano,M,927,1751,-0.1351,-0.1217,0.0134,320,0.0131,356,0.1362,-0.0952
577d1124-44c9-435d-88e9-01a146f2d177,Eugenia Carolina Lopez Ascarate,F,214,472,0.1784,0.1914,0.013,321,-0.3036,735,-0.043,-0.0359
b40f1add-dfc3-446d-9c65-b1ab7bec6194,Victor Camilo Iii,M,193,365,-0.0205,-0.0081,0.0124,322,0.3027,77,0.1099,-0.1147
b35ed876-bcdc-4024-9746-fe1bcb3957f5,John Cincola,M,1931,3701,0.0309,0.0413,0.0104,323,-0.0514,456,0.0276,-0.1167
8dd7bb87-1082-4114-809e-888ac57df014,Chase Mason,M,338,702,-0.3301,-0.3209,0.0091,324,0.302,78,0.4274,-0.2883
11e203e1-6239-4f00-aaf9-752aae883120,Rodrigo Reyes,M,308,706,-0.1087,-0.1,0.0087,325,0.2225,127,-0.0331,0.0918
af472932-bdca-4a6f-96f5-c8474817512e,Stephanie Vogt,F,166,339,-0.1017,-0.0932,0.0085,326,0.1271,212,-0.1028,-0.0034
0c1fb7ef-65d8-48bf-b19e-ff7e543f4bbc,Lê Xuân Đức,M,273,545,-0.0508,-0.0437,0.007,327,-0.0511,455,0.1912,-0.1966
07a9bb92-74c6-4aef-9148-83b4a3371691,Sarah Jane Lim,F,177,375,-0.2852,-0.2797,0.0056,328,0.2071,142,0.0959,-0.0923
3fc70f61-f10c-4539-9b5a-82911efc966a,Ava Cavataio,F,731,1428,0.0081,0.0122,0.0041,329,-0.1281,560,0.0431,-0.1642
6cbf25ef-655b-4883-91dc-cba9256545a7,Sarah Burr,F,281,583,-0.035,-0.031,0.004,330,-0.0236,407,-0.1791,0.178
8ac6f832-de64-44eb-9bef-21031e074faa,Giang Trinh,M,468,939,0.0631,0.0664,0.0033,331,-0.0666,479,0.1945,-0.3537
a2c56686-b330-41e4-b7e8-bda8a3ec97a8,Ryan Fu,M,2732,5428,0.1097,0.113,0.0033,332,-0.2747,712,-0.1026,-0.0843
45596674-36ae-4768-b4ee-c7181d9b2ea7,Sammy Lee,M,760,1550,0.029,0.0322,0.0032,333,-0.1111,540,-0.0966,-0.0223
ebb2a1e0-7c6c-48a4-b994-e81edd8ddb97,Patrick Smith,M,2251,4580,0.0421,0.0452,0.0031,334,-0.0357,426,-0.1487,0.0211
a4a34567-4734-41dc-895a-e37928f7647c,Grant Kayworth,M,176,292,-0.2271,-0.2253,0.0018,336,0.2207,131,-0.0129,0.0354
b2188c16-8955-451d-8b6a-945a8907528f,Tom Evans,M,298,645,-0.0743,-0.0725,0.0018,335,-0.0946,519,0.0556,-0.1681
146dd2f7-7f5d-495d-b2f1-96d433742fec,Eduardo Santini Ayon,M,1416,2908,-0.1267,-0.1253,0.0014,337,-0.0054,388,0.13,-0.1642
fb8a1763-24f4-43e5-b7aa-0004402dd4a7,Danna Funaro,F,730,1531,-0.0771,-0.0759,0.0011,338,0.0939,249,-0.1227,0.0922
0a287886-b880-4c46-8c66-ea4d198a7eba,Pablo Copetti,M,248,448,-0.3376,-0.3368,0.0008,339,0.4171,39,-0.0297,0.1142
18fe24f0-d51c-4237-abc7-6839f4b6fd30,Cian Li,M,189,362,0.0,0.0,0.0,344,0.2247,124,0.0,0.0
4d73f750-808b-4f08-a96f-359f8835df54,Izaak Gonzalez,M,241,506,0.0,0.0,0.0,347,0.4599,29,0.0,0.0
5a48d9fe-f61f-436f-9451-cd3b0bbda6d8,Nicholas Maleganeas,M,164,318,0.0,0.0,0.0,341,0.162,180,0.0,0.0
98577287-735c-42ef-b9d2-9180156c6704,Jason Tay,M,185,303,0.0,0.0,0.0,349,0.342,58,0.0,0.0
9c622e48-bbb8-4488-833f-83fb851efa5a,Michael Leonard,M,164,349,0.0,0.0,0.0,340,0.0404,322,0.0,0.0
a4206588-8cb0-44cb-a526-5de7fabaf8c6,Pieter De Vries,M,194,383,0.0,0.0,0.0,346,0.0435,314,0.0,0.0
a710716e-7a2b-4ecd-8416-f499c9b120e7,AJ Khawaja,M,155,289,0.0,0.0,0.0,345,0.0957,244,0.0,0.0
cbfbb61e-c9de-4ef8-b68d-26fe027d14b9,Anders Jansson,M,183,369,0.0,0.0,0.0,348,0.0564,293,0.0,0.0
dafc4c81-f88d-46cd-ba95-938451cfc7c3,Matthew Pokorny,M,150,333,0.0,0.0,0.0,342,0.0153,351,0.0,0.0
e4e64e82-81e5-446c-9251-b6fac101373b,Phong Tran Sr,M,151,303,0.0,0.0,0.0,343,0.3258,66,0.0,0.0
3f523db3-f8c4-46c8-a54f-533d7220d27b,Kyle Goodburn,M,211,437,-0.1674,-0.1681,-0.0007,350,0.3491,56,-0.0846,0.0389
f1151ea2-759d-4d9f-a5b9-5ccd966dc3ca,Hoang Nam Ly,M,427,838,0.0897,0.0882,-0.0016,351,-0.181,622,0.0534,-0.0489
6e0c0d57-704c-4148-9229-1c623b611919,Perry Wang,M,245,505,-0.1373,-0.1392,-0.0019,352,0.042,316,0.0926,-0.1132
38b1bfb1-576b-4a3e-ab6b-e8bc46031c1d,Eric Roddy,M,2473,4864,0.0061,0.0035,-0.0025,353,-0.0448,446,-0.2588,0.1198
bf96031e-108d-4a37-810a-d43f63339231,Audrey Banada,F,1124,2481,0.0256,0.0192,-0.0064,354,0.0001,380,0.1377,-0.2637
ce7e7707-c94e-4d33-b34a-37efe3363774,Eli Steiner,M,1172,2196,-0.1108,-0.118,-0.0071,355,-0.1163,543,-0.0789,0.0237
1607a4f2-2592-4745-ba49-21bbeb199151,Sydney Sonday,F,631,1327,-0.0834,-0.0924,-0.009,356,-0.0248,409,-0.193,0.137
d0bac3dd-65e3-4682-9928-7344468332a5,David Creswell,M,169,390,-0.0634,-0.0725,-0.0091,357,0.1365,202,0.0,0.0397
3fc3a7df-63dc-4bcd-afd8-9bce53dd257c,Carl Hilliard,M,250,474,-0.0647,-0.0764,-0.0117,358,-0.0875,505,0.0688,-0.1058
57a5785e-8dd2-493d-8d2d-31459d308371,Victoria Yu,F,198,416,-0.0484,-0.0603,-0.012,359,0.1977,149,-0.016,0.0187
626853e5-c9a6-40df-9a45-24381fc6ba69,Rosen Naydenov,M,228,415,0.0512,0.037,-0.0142,360,-0.0018,381,-0.0048,-0.028
7e657393-16e5-4dd0-b230-47ffe15b6581,Gerald Ferrer,M,285,592,0.0138,-0.0008,-0.0145,361,-0.2068,654,0.0223,-0.0083
26bd8869-21d6-4c7e-9edc-0bd16aebf18a,Evan Pratt,M,151,299,-0.003,-0.0194,-0.0164,362,0.2605,99,0.0,-0.0144
ef40c5da-1ba2-403f-929c-38312222b8e0,Chiron Burl,M,364,743,0.0059,-0.0106,-0.0165,363,-0.1183,544,-0.1466,-0.0091
9e21488f-cc47-4ec5-8883-b74edc533747,Paige Miles,F,204,425,0.0182,0.0015,-0.0167,364,-0.0771,489,0.1223,-0.1501
b179dfb4-dcf9-4da2-94d2-4ed21ef015b0,Cynthia McPherson,F,221,484,-0.05,-0.0671,-0.0171,365,0.2713,93,-0.0524,0.0
e4c4c646-5650-45b9-8673-5b5e9d2174e0,Zachary Marceau,M,594,1109,-0.0862,-0.1039,-0.0176,366,-0.0668,481,-0.023,-0.0061
d0f63c78-f753-45d9-a510-1b05298ea680,Erik Forsythe,M,340,719,-0.0305,-0.0498,-0.0192,367,-0.0209,404,-0.1306,0.0143
404094a4-c65d-4e15-8023-f025ac226e30,Riley Bohnert,F,289,540,-0.0256,-0.0456,-0.02,368,-0.1883,630,-0.0372,0.0018
9e500bd3-b4ff-449e-81fe-9ef54d091dbc,Sarah Ansboury,F,873,1805,-0.1285,-0.1486,-0.0201,369,0.1155,221,0.1163,-0.1485
a384ebf9-24d7-4624-a8a8-160bef70df63,Ammar Wazir,M,478,946,-0.1205,-0.1408,-0.0203,370,-0.1745,617,0.1706,-0.1176
44d043e4-e81d-4496-b9fa-d01f47dfbc10,Gavin Nickerson,M,217,470,-0.1201,-0.1415,-0.0213,371,0.2933,82,-0.0384,0.0
b871e2a8-3498-47b9-a7c5-e75030bc1b35,Keith Read,M,160,355,-0.01,-0.032,-0.0221,372,0.039,325,-0.0294,-0.0542
e319e2cf-0fce-4c72-9197-f2674c7595b8,Zak Parks,M,562,1178,0.0602,0.0373,-0.0229,373,-0.1645,603,-0.124,0.0241
2c115b6b-4c0a-4992-9912-ed00d7bf07fc,Sam Kim,M,153,291,-0.1212,-0.1443,-0.0231,374,0.1524,188,-0.0201,0.0
fd565e56-6223-4ef0-882e-02346e7e0573,Brooke Caruso,F,1029,2106,-0.0159,-0.0417,-0.0258,375,-0.009,390,-0.0074,-0.0768
55b78314-2f02-4a0c-83c2-b7cbfd8b4329,Madalina Grigoriu,F,1153,2204,-0.0786,-0.1063,-0.0277,376,-0.0573,463,0.0292,-0.0343
72781a5b-7e26-47ae-a581-625e4fa96099,Hudson De Risi,M,312,630,-0.1756,-0.2049,-0.0293,377,0.6173,10,-0.0229,-0.0362
581520bf-6bd3-4c66-9ee3-756f955ec968,Rob Cassidy,M,1145,2259,0.0907,0.061,-0.0297,378,-0.0742,486,-0.0559,-0.1678
0142557a-6231-455b-8eee-daf5f67fc1ff,James Seagraves,M,623,1269,-0.1192,-0.1499,-0.0307,379,0.0443,313,0.2089,-0.1883
738265f6-e8cf-4d0c-8f2e-88ca455d1dc5,Ernesto Russo,M,267,563,-0.2084,-0.24,-0.0316,380,0.2443,113,0.1438,-0.1382
79ee2d66-5ba3-47cc-bc43-f489a09d2d5a,George Rangelov,M,1728,3214,-0.0548,-0.0864,-0.0316,381,-0.0098,392,-0.2526,0.0943
c2a65079-49d6-4023-a03f-a97bc3be3bf8,Daniel Jensen,M,910,1999,-0.0868,-0.1191,-0.0322,382,0.002,379,-0.0157,0.0079
f72c029b-444a-49f1-a4f7-7bea007dc8ba,Jose Farias,M,298,543,-0.0596,-0.0926,-0.0329,383,-0.0782,490,0.1307,-0.125
7bf10f67-cf48-4d2d-96ea-4e7d2646d9a8,Ryan Smith,M,540,1031,-0.0212,-0.0543,-0.0331,384,-0.0253,410,-0.2747,0.247
86e1b9d3-15ea-4b76-b488-d3135e78aa7c,Wade Heerboth,M,290,614,-0.042,-0.0754,-0.0334,385,-0.2597,698,0.0518,-0.2204
98019e23-09e2-43ff-917a-b7809c775f4e,Pei Chuan Kao,F,323,636,0.0426,0.0075,-0.035,386,-0.0724,483,0.267,-0.4056
1634183c-5c14-410a-a6dd-30b634f27c1a,Jasper Schaadt,M,152,266,-0.0414,-0.0769,-0.0354,387,0.0531,303,0.0,-0.1166
df8c0e05-75ea-4ef3-923e-685ff05f23f5,Selim Ben Ali,M,150,336,-0.0607,-0.099,-0.0384,388,0.1808,163,0.2516,-0.1623
d4fa4b1d-2228-4620-8e8c-f4b182524e86,Alexis Nelson,F,166,309,0.2182,0.1785,-0.0398,389,-0.1635,601,0.0,-0.0254
53008558-000d-4162-8a34-9348d3f5322a,Jhonnatan Medina Alvarez,M,1031,2045,-0.0195,-0.0602,-0.0407,390,0.0059,372,-0.0557,-0.0302
ae22d796-6114-4ec9-8a76-8393e96cb1d0,Preston Bies,M,172,411,-0.152,-0.194,-0.042,391,0.4624,28,0.1447,-0.0428
b9dbf1d9-f5a8-4d6b-8685-00d7f477a42e,Henry Boyle,M,607,1286,-0.0227,-0.0666,-0.0439,392,-0.2746,711,0.064,-0.1765
d24967d0-68b6-440e-9f7c-4ecc2fc3e7f5,Ilvana Trujillo,F,163,409,-0.134,-0.1782,-0.0443,393,0.1213,217,-0.0107,0.1487
b8167e12-0591-4cb4-a950-ecb6da83e1e0,Andie Dikosavljevic,F,153,368,0.1936,0.1482,-0.0454,394,-0.1444,589,-0.1129,0.0281
cd7b97fc-d912-4c59-8ab3-c2d70e79d998,Lina Padegimaite,F,3018,6029,0.1673,0.1216,-0.0457,395,-0.1649,605,-0.1076,-0.1637
6866df42-48ad-423c-9e57-d7d4d6fb66ef,Vanshik Kapadia,M,257,502,0.0996,0.0517,-0.0479,396,-0.4274,773,-0.1039,-0.0487
89ccc27e-1751-4730-a998-db0cb9224349,Brooke Revuelta,F,206,443,-0.0417,-0.0901,-0.0484,397,0.021,343,0.2239,-0.1781
2e520a54-a71e-4c5b-9536-e5886840ed0c,Mike Anderson,M,166,322,0.1158,0.0672,-0.0486,398,-0.1413,581,-0.1156,0.0494
4de68830-5966-4b09-abbd-91bed22df13d,Cade Edwards,M,288,595,0.0385,-0.0102,-0.0487,399,-0.0449,447,0.0834,-0.05
b1254256-f3ac-46db-b28c-4dd0c6955ea0,Eileen Wang,F,162,278,-0.0587,-0.1074,-0.0488,400,-0.048,451,-0.0367,0.0
