match_id,date,team_uuid,team_title,order,order_names,order_genders
33f6623e-58d4-45c7-83dc-3852cc539fbb,2025-08-15,1a39f443-f5f4-41a8-9dea-3edc28dd262b,Miami Pickleball Club,295e343a-31a0-4e1d-a286-d62592291435|88f06134-949b-4242-aee8-edbb029f808f|87d60b6f-6f2e-4610-ab89-487e8acc097e|435e466e-22c7-4917-8cb4-ff45bbccde19,Jay Devilliers|?|Mya Bui|Tamaryn Emmrich,M?FF
33f6623e-58d4-45c7-83dc-3852cc539fbb,2025-08-15,db0e1408-288d-4046-b6e0-9b6b279ea8cb,Texas Ranchers,79a11da1-6aeb-4719-9b1e-9918e0163cec|52690a0c-ed4a-4e0b-bf69-4ef416cf7d55|66a6c35b-33a2-4a23-b5db-fa53c96d643a|f879086b-e0e5-4772-b0a6-4055c265da69,Christian Alshon|Eric Oncins|Kaitlyn Christian|Tina Pisnik,MMFF
e340ee8d-2b48-46f5-9a4e-f46af3f6bbc8,2025-04-27,fe9c66f9-c52c-4153-89bc-207d3bb5d934,Brooklyn Pickleball Team,89843e44-48fd-4a3f-b8c0-5f5aa6ae5741|05b194b3-db88-4f77-a26f-5ef5cfbf6146|50908953-a944-4a34-898b-16af312bc814|be33755f-9262-461b-aedd-e9a7a686a82c,Dekel Bar|Riley Newman|Rachel Rohrabacher|Jackie Kawamoto,MMFF
e340ee8d-2b48-46f5-9a4e-f46af3f6bbc8,2025-04-27,519868c1-a900-4db4-b123-0a49acd49c34,St. Louis Shock,d50310a6-9378-4228-823f-7fb54f7bd698|fc05556e-3e38-4a38-99c2-f855174a7c28|3af01041-5679-400a-87b8-12c01db8cec4|db5eef5c-99dd-49d9-bbfc-65171a366bda,Gabriel Tardio|Hayden Patriquin|Kate Fahey|Anna Bright,MMFF
9cd0eb96-19cc-4278-b745-4e5f06a1a4ae,2025-07-11,df18211f-bb06-4ad5-acd4-b567ecaeabce,New York Hustlers,0c5b84bb-4c04-4906-86bc-deb533ff4eec|26ef815c-33ef-404d-a3b8-f0a26c240109|c4ca8085-84ed-451f-81c0-6df4a1c8d59f|6aa0a796-9759-40f5-9c8f-bf4461d032fb,Zane Ford|Stephen Madonia|Dominique Schaefer|Helena Jansen,MMFF
9cd0eb96-19cc-4278-b745-4e5f06a1a4ae,2025-07-11,a0ed0856-558a-42ee-929a-ba8e8f972bb3,Utah Black Diamonds,ff38654d-daae-4bad-a1a7-690e4e5706eb|469988c9-b401-4c68-9e07-e1b1b104b791|efe9989b-5864-48c2-806c-06697024e1da|461f063e-a587-4638-bad9-421ff33d91d7,Connor Garnett|Yates Johnson|Allyce Jones|Genie Erokhina,MMFF
88e3afa7-4b22-405b-8eea-a0994d74886e,2025-07-27,dfd50c88-6687-4e6f-8e67-4b9932a8dbd7,Los Angeles Mad Drops,8160ad59-4654-46b1-b229-8d5f2a9a45f9|6f862c1d-1317-4fe7-bdcd-64caa0dbb088|9b97206b-783a-4fab-85e9-45a6240325a5|6cae3a50-eee6-45ea-8b28-85ef9c50e3c4,Hunter Johnson|Ben Johns|Catherine Parenteau|Jade Kawamoto,MMFF
88e3afa7-4b22-405b-8eea-a0994d74886e,2025-07-27,01835b00-5626-4d6e-ad40-9357b072eb73,Dallas Flash,bd061b42-2f82-4bbe-82be-d8bcfb37f9e1|ba491f1c-0112-47a8-a348-4695289e958a|b51ea0fb-c243-4427-85f8-b798febb51ff|fec65f7e-f2c8-482f-ab5b-541cf53b1064,JW Johnson|Augustus Ge|Jorja Johnson|Tyra Hurricane Black,MMFF
1bb7211a-6c69-475d-971c-8e5a59d5785a,2025-08-23,b7b1049e-446a-44f8-88ff-865db2298db5,Columbus Sliders,581183e8-3d9e-459e-b69f-7337d8b6f3d2|ead35052-7367-4296-96d4-064f546cc2b9|1728d016-1f02-4789-be73-63d12d5a5b42|7319013d-d511-4aa5-a356-4aa2cccf94f5,Andrei Daescu|CJ Klinger|Parris Todd|Lea Jansen,MMFF
1bb7211a-6c69-475d-971c-8e5a59d5785a,2025-08-23,0c38d948-0091-469a-9ddb-e6ecc0cf1dee,New Jersey 5s,d0f19d1e-2a6e-4eb3-b10c-1311edd599a8|1bb8b2c1-ca6f-45ac-afdd-fab7e77d69d4|129b2771-34b5-4b7f-9c23-e020a6aa3e6a|8f521dcc-1cb5-4c8d-933c-af6b267bd395,Will Howells|Noe Khlif|Anna Leigh Waters|Meghan Dizon,MMFF
733733ba-b2ba-4c2c-842c-dac9f6415206,2026-06-13,8d4a420e-5e4d-44f0-af02-4f2d4b655d09,Atlanta Bouncers,aec5d8be-9ce0-4cc5-98a4-140fad555fe0|cc8832b9-9a8f-4cbc-8eff-b20e9a7ff09a|c3012322-e95e-4e38-a0d8-106f9e236869|8e2f9629-19d0-409d-81dc-b64fe2f3d3ff,Donald Young|Jaume Martinez Vich|Keilly Ulery|Jessie Irvine,MMFF
