event_id,date,temperature_2m_max,temperature_2m_min,apparent_temperature_max,precipitation_sum,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,cloudcover_mean,relative_humidity_2m_mean
239b912c-544e-4175-8730-0e0ddca8790e,2026-04-19,75.3,52.0,76.0,0.0,6.5,13.9,182,88,55
7725ae53-97c5-447e-8197-48c0a3661033,2026-04-18,79.8,61.5,81.6,0.0,8.9,19.2,246,92,67
7725ae53-97c5-447e-8197-48c0a3661033,2026-04-19,68.5,50.5,68.4,0.055,17.2,36.2,344,75,56
92d37566-5850-40a3-8aad-7217276dc586,2026-04-27,75.3,56.7,74.1,0.0,12.4,25.5,111,58,60
92d37566-5850-40a3-8aad-7217276dc586,2026-04-28,69.2,55.9,69.3,0.39,10.7,24.2,163,98,78
92d37566-5850-40a3-8aad-7217276dc586,2026-04-29,80.3,62.0,81.2,0.689,12.8,28.4,258,85,80
92d37566-5850-40a3-8aad-7217276dc586,2026-04-30,71.5,58.0,71.6,0.091,10.6,23.0,309,98,73
92d37566-5850-40a3-8aad-7217276dc586,2026-05-01,64.8,54.2,63.5,0.0,7.0,16.1,12,100,66
92d37566-5850-40a3-8aad-7217276dc586,2026-05-02,68.0,52.7,65.9,0.035,14.1,30.0,324,55,60
92d37566-5850-40a3-8aad-7217276dc586,2026-05-03,67.7,44.7,67.0,0.0,6.8,17.2,302,0,58
ceb8b74c-641d-400e-bff2-689820c7e0ed,2026-05-02,84.3,54.6,75.8,0.0,12.9,25.1,74,37,13
ceb8b74c-641d-400e-bff2-689820c7e0ed,2026-05-03,86.2,57.0,82.1,0.0,11.1,24.6,107,51,15
d7806c39-89b0-4692-970c-b73a835fa60a,2026-05-04,65.8,56.4,64.8,0.102,9.3,21.5,279,99,69
d7806c39-89b0-4692-970c-b73a835fa60a,2026-05-05,63.7,55.0,62.9,0.142,9.0,20.8,275,60,74
d7806c39-89b0-4692-970c-b73a835fa60a,2026-05-06,67.8,53.9,69.9,0.0,9.6,22.1,275,5,71
d7806c39-89b0-4692-970c-b73a835fa60a,2026-05-07,67.9,55.4,71.6,0.0,7.9,19.9,228,42,84
d7806c39-89b0-4692-970c-b73a835fa60a,2026-05-08,68.1,58.0,72.2,0.0,8.0,19.7,205,50,84
d7806c39-89b0-4692-970c-b73a835fa60a,2026-05-09,68.4,57.7,73.0,0.0,6.6,17.0,187,40,83
d7806c39-89b0-4692-970c-b73a835fa60a,2026-05-10,68.8,57.1,73.2,0.0,7.1,18.8,195,42,83
940a7fb0-6fd9-4747-93c5-b7f8f46b1e5e,2026-05-22,82.4,65.4,90.4,0.35,12.8,27.5,180,62,82
940a7fb0-6fd9-4747-93c5-b7f8f46b1e5e,2026-05-23,80.6,66.7,87.7,0.575,8.4,19.9,98,66,78
940a7fb0-6fd9-4747-93c5-b7f8f46b1e5e,2026-05-24,82.1,66.8,92.5,0.287,6.2,18.8,96,59,85
940a7fb0-6fd9-4747-93c5-b7f8f46b1e5e,2026-05-25,84.2,68.8,94.7,0.142,5.7,17.4,101,56,80
ffaf2bcd-1836-4961-a7c6-75269e7b4dd3,2026-05-23,75.7,60.0,80.6,0.063,9.1,19.0,30,99,85
ffaf2bcd-1836-4961-a7c6-75269e7b4dd3,2026-05-24,80.3,63.1,85.9,0.051,6.9,14.8,32,98,87
5e469584-e821-4b40-bccd-3b1fa54a2e05,2026-05-28,76.8,57.8,79.0,0.004,11.1,23.7,18,7,65
5e469584-e821-4b40-bccd-3b1fa54a2e05,2026-05-29,76.4,50.6,80.2,0.0,4.9,10.7,339,43,67
5e469584-e821-4b40-bccd-3b1fa54a2e05,2026-05-30,72.1,55.6,71.1,0.0,10.3,21.9,35,50,59
5e469584-e821-4b40-bccd-3b1fa54a2e05,2026-05-31,74.7,51.3,76.2,0.0,7.0,13.4,48,77,59
2a17a5d5-80bd-4540-8f04-499f9439cac2,2026-05-30,77.8,52.3,74.3,0.008,10.7,35.1,355,37,52
2a17a5d5-80bd-4540-8f04-499f9439cac2,2026-05-31,78.8,49.2,74.2,0.008,8.5,20.6,73,32,43
24053d7f-1e91-454a-8e57-e13c51fc32ac,2026-06-04,87.5,63.8,85.3,0.0,11.9,29.1,175,73,52
24053d7f-1e91-454a-8e57-e13c51fc32ac,2026-06-05,87.4,70.0,90.1,0.122,11.4,30.0,192,70,62
24053d7f-1e91-454a-8e57-e13c51fc32ac,2026-06-06,86.6,73.2,93.5,0.197,10.5,24.8,213,79,76
24053d7f-1e91-454a-8e57-e13c51fc32ac,2026-06-07,88.3,73.2,93.7,0.248,10.4,24.2,154,84,71
9df489ec-31ac-4bd8-9df7-4fe508439d71,2026-06-11,91.3,75.4,98.0,0.13,11.9,26.8,174,46,76
9df489ec-31ac-4bd8-9df7-4fe508439d71,2026-06-12,90.5,75.5,102.0,0.122,9.3,21.3,157,43,81
9df489ec-31ac-4bd8-9df7-4fe508439d71,2026-06-13,91.0,75.1,97.2,0.118,10.4,27.7,167,36,78
9df489ec-31ac-4bd8-9df7-4fe508439d71,2026-06-14,92.0,75.4,103.5,0.283,9.1,19.7,131,59,84
78499ed8-87d2-4879-986c-062c372c5234,2026-06-13,86.1,57.3,83.0,0.0,11.8,23.3,320,0,24
78499ed8-87d2-4879-986c-062c372c5234,2026-06-14,86.5,57.3,84.2,0.0,9.1,19.7,309,3,25
fdea9cee-bdd5-4cff-9c9f-1e2050c1c05f,2026-06-17,89.2,81.4,98.4,0.012,15.1,34.0,202,65,70
fdea9cee-bdd5-4cff-9c9f-1e2050c1c05f,2026-06-18,88.7,80.8,97.7,0.004,15.0,34.2,184,86,75
fdea9cee-bdd5-4cff-9c9f-1e2050c1c05f,2026-06-19,90.3,77.6,100.6,0.106,10.8,26.6,233,81,72
fdea9cee-bdd5-4cff-9c9f-1e2050c1c05f,2026-06-20,91.9,78.7,101.9,0.039,10.6,24.2,271,55,68
fdea9cee-bdd5-4cff-9c9f-1e2050c1c05f,2026-06-21,92.0,80.1,99.9,0.083,9.7,24.6,271,39,64
39695d6b-c680-4ee8-82a0-51e03901f6f5,2026-06-25,82.6,63.2,84.7,0.0,10.2,26.4,161,36,61
39695d6b-c680-4ee8-82a0-51e03901f6f5,2026-06-26,81.3,66.6,85.3,0.213,8.5,20.6,210,95,76
39695d6b-c680-4ee8-82a0-51e03901f6f5,2026-06-27,78.2,70.1,81.1,0.559,4.6,15.4,8,84,82
39695d6b-c680-4ee8-82a0-51e03901f6f5,2026-06-28,80.2,67.8,87.1,0.063,5.4,13.9,139,52,78
2dd8c673-2aa6-43b2-95bd-b4aa4e278e52,2026-06-27,73.6,60.6,79.7,0.051,6.6,19.0,141,77,89
2dd8c673-2aa6-43b2-95bd-b4aa4e278e52,2026-06-28,76.9,60.4,83.6,0.008,8.1,18.1,185,47,84
7c8e927f-13f3-4073-8871-4aaeb68d511b,2026-07-08,87.4,63.1,92.8,0.004,9.1,20.4,255,17,64
7c8e927f-13f3-4073-8871-4aaeb68d511b,2026-07-09,85.0,69.9,92.9,0.169,11.6,28.9,261,83,79
7c8e927f-13f3-4073-8871-4aaeb68d511b,2026-07-10,84.0,67.1,91.6,0.031,5.9,15.4,38,65,74
7c8e927f-13f3-4073-8871-4aaeb68d511b,2026-07-11,86.2,65.1,88.2,0.0,8.6,20.4,63,41,62
7c8e927f-13f3-4073-8871-4aaeb68d511b,2026-07-12,88.1,63.4,90.3,0.0,7.7,16.8,53,1,56
8d989cbc-a16a-458d-83b5-1ce0490145fd,2026-07-16,79.1,68.0,84.7,0.055,8.8,23.3,185,15,74
8d989cbc-a16a-458d-83b5-1ce0490145fd,2026-07-17,76.5,68.1,82.6,0.0,8.9,24.2,196,16,80
8d989cbc-a16a-458d-83b5-1ce0490145fd,2026-07-18,78.0,68.6,84.2,0.0,7.8,22.8,231,36,77
8d989cbc-a16a-458d-83b5-1ce0490145fd,2026-07-19,79.2,68.4,86.6,0.0,7.5,22.1,265,5,77
c33129da-d0ec-4dc5-ada4-61d1d7412764,2026-07-18,92.1,73.7,103.7,0.22,8.9,18.8,259,59,83
c33129da-d0ec-4dc5-ada4-61d1d7412764,2026-07-19,91.9,72.0,101.3,0.004,6.3,16.1,228,61,79
1b0ea3f0-cc0f-46a4-ac87-fdb0085cb450,2026-07-23,73.0,59.5,74.3,0.0,9.2,21.5,141,33,63
1b0ea3f0-cc0f-46a4-ac87-fdb0085cb450,2026-07-24,75.2,64.7,76.0,0.0,11.2,24.8,153,67,63
1b0ea3f0-cc0f-46a4-ac87-fdb0085cb450,2026-07-25,80.2,63.6,83.6,0.031,8.9,21.7,212,56,75
1b0ea3f0-cc0f-46a4-ac87-fdb0085cb450,2026-07-26,84.3,71.3,94.1,0.024,10.6,21.5,171,58,81
9a2ca136-b5c6-4bbf-ac8c-dbddd0abcef8,2026-07-25,82.2,68.3,82.3,0.0,11.2,25.5,183,19,46
9a2ca136-b5c6-4bbf-ac8c-dbddd0abcef8,2026-07-26,84.7,67.4,83.3,0.276,17.7,34.9,151,67,63
