p1_name,p2_name,chem_logit_mean,chem_logit_sd
Nicholas Wade,Domenico Geminiani,-0.0133,0.0498
Marie-Claude Boisvert-Bégin,Frances Altick,0.0049,0.0518
Kinshuk Sharma,Christopher Depetro,-0.0052,0.0518
Petra Jones,Joshua Gallardo,-0.006,0.049
Jasper Schaadt,Ariana Ajani,0.0,0.052
Chris Jammal,Jazz Hearn IV,-0.0015,0.054
Kayla Williams,Braden Jacobson,-0.0065,0.0521
Casey Garretson,Ryan Camras,0.0027,0.0498
Edgaras Zilys,Martin Stanchev,-0.0005,0.0523
Alexander Valencia,Mario Jurisic,-0.0007,0.051
Joseph Evans,James Crosby,-0.0033,0.0562
Mark Moore,Robert Brown,-0.003,0.0534
Kelsey Laurente,Sarah Williams,0.0044,0.0502
Vritti Sethi,Martin Stanchev,-0.0042,0.0504
Julianna Hess,Divin Sarthak,-0.0003,0.0538
John Davenport,Loc Lam,-0.0033,0.053
Arianna Raga,Ryan Camras,-0.0033,0.0524
Dan Nguyen,Benjamin Pepion,-0.0003,0.0508
Frances Altick,Austin White,-0.0011,0.0518
Poongi Hong,Cole Whitaker,0.0055,0.0511
Alexandra Valenstein,Caroline Maguire,0.003,0.0532
Stephen Madonia,Rachel Rettger,0.0032,0.0511
Clayton Powell,Gregory Dow,0.0084,0.0517
Gabriel Joseph,George Rangelov,-0.0059,0.05
Tom Protzek,Mya Bui,-0.0083,0.0508
Christopher Haworth,Patrick Smith,-0.007,0.0507
Ross Whittaker,Jace Morris,0.012,0.0513
Anouar Braham,Juan Benitez,-0.0009,0.0503
Zane Ford,Andrew Caldarella,-0.0147,0.0507
Ross Whittaker,Luana Stanciu,-0.0003,0.053
Luc Pham,Brooke Caruso,-0.0002,0.0489
Jonathan Truong,Lacy Schneemann,-0.0067,0.0527
Christopher Crouch,Braden Jacobson,-0.0046,0.0493
Rafa Hewett,Pierina Imparato,0.0159,0.0504
Andre Mercado,Abbigal Hatton,-0.0005,0.0521
Ava Cavataio,George Wall,-0.0097,0.0524
Ting Chieh Wei,Armaan Bhatia,-0.0062,0.0547
Kaitlyn Christian,Jaume Martinez Vich,-0.0035,0.0506
Tama Shimabukuro,Cailyn Campbell,-0.0042,0.0497
Lina Padegimaite,John Lucian Goins,-0.0044,0.0552
Zane Navratil,Elsie Hendershot,-0.0121,0.0503
Jade Rau,Elsie Hendershot,0.0112,0.0516
Ava Cavataio,Audrey Adele Brown,-0.0089,0.0507
Eric Roddy,Carlos Di Laura III,-0.0003,0.0553
Ashley Griffith,Jaeda Minniefield,-0.0052,0.0538
Tamaryn Emmrich,Marshall Brown,-0.0023,0.0505
Lucas Pascoe,Albie Huang,0.0014,0.0515
Rafael Lenhard,Giovanna Morelli,0.0092,0.0525
Tyler Loong,Lindsey Newman,0.011,0.0502
Samantha Parker,Brandon French,-0.0111,0.0519
Carlos Di Laura III,Martina Frantova,-0.0149,0.0506
Andre Mercado,Daniel Phillips,0.0037,0.0494
Indigo Dagnall,Alexander Crum,0.0052,0.0516
Christine Trifunovic,Daniel Phillips,0.0027,0.0516
Tyler Loong,John Lucian Goins,0.0103,0.0477
Austin Bricker,Jaeda Minniefield,-0.0053,0.052
George Rangelov,Marcela Aguila Ampon,-0.0049,0.0495
Alix Truong,Clayton Powell,-0.0081,0.056
Isabella Dunlap,Abbigal Hatton,0.0224,0.0487
Lauren Stratman,Lindsey Newman,0.0083,0.0513
Ting Chieh Wei,Lina Padegimaite,-0.0066,0.0502
Victoria Dimuzio,Mya Bui,-0.0005,0.0524
Armaan Bhatia,Pablo Tellez,0.0092,0.0522
Rafa Hewett,Jonathan Truong,0.0041,0.0506
Giovanna Morelli,Brooke Caruso,-0.0,0.0493
Kaitlyn Christian,Emma Nelson,0.0196,0.0498
Nicole Conard,Cailyn Campbell,-0.0033,0.051
Mike Radermacher,Bret Berryman,0.019,0.0517
Patrik Kevin Tsati-Onla,Mario Jurisic,-0.0003,0.05
Mihae Kwon,Nok Yiu Tang,0.0039,0.0532
Stephanie Alliev,Caroline Maguire,0.0056,0.05
Zach Gonnering,Matt Burkhardt,0.0021,0.0512
Beau Martin,Dave Conley,0.0004,0.0522
Colin Wong,Syed Uzair Sufi,0.0052,0.0521
Ngo Dang Jr,Julian Chow,-0.0019,0.0515
Alec Weller,Johnny Borashan,-0.001,0.0546
Ryan Smith,Logan Schneider,-0.0016,0.0507
Jase Edwards,Chloe Diskin,0.0206,0.0525
Emmaline Nichols,Luke Wasson,0.0015,0.0513
Nicolas Almeida,Brandon Riddle,-0.0118,0.0515
Nok Yiu Tang,Colin Wong,0.0084,0.0505
Maverick Messinger,Natalia Simson,0.0067,0.0513
Benson Parry,Payton Weber,0.0047,0.0519
Jazz Hearn IV,Mia Turcsany,0.0053,0.0523
Ngo Dang Jr,Anni Xie,0.0047,0.0519
Edward Gardner,Melissa Lein,0.0009,0.0496
Jazz Hearn IV,Miles Hoover,0.0159,0.0517
Lizzie McFarland,Foster Johnson,0.0056,0.0514
Gavin Fowler,Anthony Skalabrin,-0.0017,0.0515
Mario Barrientos,Garrett Whitehead,-0.0026,0.0527
Arsh Sharma,Shraman Prasanth,-0.0037,0.0504
Parker Eggli,Foster Johnson,-0.0053,0.0509
Juan Varon,Mia Turcsany,0.0023,0.0523
Jackson Ayotte,Yaamunan Venkatesan,0.0051,0.0496
John Thorn,Lily Goodwin,0.0014,0.0502
Tya Karina,Julian Chow,0.0177,0.0519
Freddie Powell,Erik Forsythe,-0.0045,0.0496
Hayden Rand,Matthew Mead,-0.0083,0.0496
Natalia Simson,Rachel Rettger,-0.0094,0.0506
Tyler Miller,Nathan Reeve,0.0019,0.0554
Karina Lam,Joel Poland,0.0147,0.0515
Natalie Hansen,Garrett Whitehead,-0.0018,0.0519
Duncan Mulenga Jr.,Wendy Weston,0.0128,0.0511
Rachel Grecco,Kleyton Martins da Silva,-0.0035,0.0502
Beau Covell,Brady Madrid,0.0034,0.0537
Tya Karina,Anni Xie,0.0063,0.0494
Dylan Ciampini,Chloe Diskin,-0.0002,0.0523
Brinley Horton,Lily Goodwin,0.0015,0.0539
Jonah Karczmer,Matt Haugdahl,-0.0003,0.0531
Chas Howard,Michael McCaffrey,-0.0065,0.0511
Stephanie Alliev,Jonah Karczmer,-0.0061,0.0513
Alexander Qi,Gerald Ferrer,-0.004,0.0511
Austin Ciampini,Jared Brungard,0.0021,0.0521
Karina Lam,Cc Eleven Sacca,-0.002,0.0507
Mihae Kwon,Syed Uzair Sufi,-0.003,0.0498
Zach Gonnering,Dylan Ciampini,-0.0001,0.053
Bryson Alexander,Evan T,0.0022,0.0516
Edward Gardner,Kleyton Martins da Silva,0.0001,0.0529
Dylan Wilhelm,David Perez,-0.0003,0.0538
Nathan Reeve,Nina Rhoades,-0.0037,0.0501
Dawson Davis,Adam Cheney,-0.0069,0.051
Camila Zilveti,Aanik Lohani,0.0116,0.0508
Noe Khlif,Alix Truong,-0.0048,0.0508
Tom Protzek,Genie Erokhina,-0.0059,0.0509
Connor Mogle,Anouar Braham,0.0047,0.0505
Daniel Phillips,Jaxon Madsen,0.0182,0.0528
Luke Wasson,Pesa Teoni,-0.0039,0.0533
Rafael Lenhard,Christopher Haworth,0.0099,0.0537
Dekel Bar,Jessie Irvine,0.0117,0.0517
Elsie Hendershot,Camden Chaffin,-0.0,0.0517
Zane Ford,George Rangelov,0.0032,0.0513
Christopher Crouch,Matthew Barlow,-0.0022,0.0495
Isabella Dunlap,Brandon French,0.0058,0.0491
Olivia Phillips,Jaxon Madsen,-0.0136,0.054
Ivan Jakovljevic,Patrick Smith,-0.0017,0.0493
Wil Shaffer,Andrew Caldarella,0.0012,0.0534
Austin Bricker,Marcela Aguila Ampon,-0.0016,0.053
Chloe Igleski,Anouar Braham,-0.0043,0.0503
Nicolas Acevedo,Rachel Rettger,-0.0021,0.0519
Meghan Dizon,Will Howells,-0.0039,0.0492
Will Mackinnon,Brandon French,0.0042,0.0526
Yates Johnson,AJ Koller,0.0139,0.0526
Andre Mercado,Austin Bricker,-0.0041,0.0484
Michael Loyd,Darrian Young,0.0001,0.0493
Naomi Nguyen,Clayton Powell,-0.0006,0.0502
Tamaryn Emmrich,Anderson Scarpa,-0.0023,0.0513
Marshall Brown,Mota Alhouni,0.0021,0.051
Hunter Johnson,Milan Rane,-0.0108,0.0518
Wil Shaffer,Kelly Goodnow,-0.0041,0.0526
Tama Shimabukuro,Maggie Brascia,0.009,0.0519
Nicolas Acevedo,Clayton Powell,0.0117,0.0512
Christopher Haworth,Emma Nelson,0.0009,0.05
Edward Perez,Braden Jacobson,-0.0087,0.0497
Jade Rau,Ava Ignatowich,-0.0021,0.0516
Riley Newman,Armaan Bhatia,0.0088,0.0479
Cailyn Campbell,Emma Nelson,-0.0029,0.0537
Naomi Nguyen,Lina Padegimaite,0.0049,0.0508
Allison Phillips,Jaeda Minniefield,-0.0041,0.0513
Zoey Weil,Liz Truluck,0.003,0.05
Lindsey Newman,Kelly Goodnow,-0.0019,0.0495
Audrey Adele Brown,Cleo Bond,0.0044,0.0509
Brooke Buckner,Mari Humberg,0.0024,0.0525
Lingwei Kong,Elsie Hendershot,-0.0043,0.0519
Ashley Griffith,Marcela Aguila Ampon,-0.0024,0.0519
Jalina Ingram,Nicole Conard,0.0043,0.0503
Daniel Traxler,Jackson Ayotte,0.0142,0.055
Antonio Medina,Matthew Mead,-0.0019,0.0529
Hayden Rand,Priyank Soni,-0.0004,0.0523
Tony Fachaux,Aurelien Godderis,-0.0079,0.0498
Matthew Barlow,Rio Newcombe,0.01,0.0514
Janet Liu,Janaye Sakkas,0.0333,0.0515
TJ Rudden,Christopher Depetro,-0.0004,0.0506
Siddharth Kusuma,Tanner Suard,-0.0041,0.0502
Martin Thomas,Jeffrey Moulton,-0.0068,0.0504
Carlos Di Laura III,Augustus Ge,0.008,0.0502
Connor McCartney,Miles Hoover,-0.0118,0.0502
Lindsey Newman,Mehvish Safdar,0.0044,0.0484
Brooke Cersosimo,Teresa Chow,-0.0058,0.0521
Andre Mercado,Indigo Dagnall,0.0285,0.0511
Spencer Duane,Michael McCaffrey,0.0022,0.0532
Christine Trifunovic,Christie Mead,0.004,0.0528
Lesa Ritchie,Averee Beck,-0.0011,0.0502
Lucas Pascoe,Freddie Powell,-0.0166,0.0509
James Seagraves,Matt Burkhardt,-0.0098,0.0512
Gregory Messina,Matthew Melgar,-0.0002,0.0508
Ryan Huynh,Scott Nguyen,0.0018,0.0505
Kory Tran,Nicholas Garza,0.0111,0.0501
Nathaniel Webb,Kyle Morris,-0.0055,0.053
Tommy Labat,Karson Feyereisen,-0.0053,0.0501
Jamie Haas,Leah Tauber,-0.0163,0.0507
Naomi Nguyen,Maddy Rasmusen,-0.0004,0.051
Jose Martinez,Mark Growcott,0.0025,0.0484
Evan Zoeteman,Jerry Worsham,-0.0005,0.0503
Armaan Jiwa Mawji,Prycen Haas,0.011,0.0512
Eileen Tran,Frida Mudsam,0.0022,0.0488
Maddox Castellanos,Sunny Krittayaweth,0.0038,0.0523
Kathryn Glavinovich,Courtenay Leonard,0.003,0.0516
Ninh Nguyen,Ant Tran,-0.0017,0.0501
Alex Emery,Aidan Schenk,-0.0003,0.0502
Mayu Omori,Marcela Aguila Ampon,0.0012,0.0516
Aaron Li,Nathan Tsai,0.0016,0.0543
Rouzbeh Ghotbi,Joel Waiwaiole,0.0027,0.0518
Courtney Clark,Allie Davis,-0.0003,0.0495
Carlota Trevino,Alexa Schull,-0.0334,0.0503
William Hsieh,Daniel Couzens,-0.0039,0.0523
Stavro Sophocleous,Aaron Sandoval,0.0017,0.0513
Jessica Improta,Danica Wolf,-0.0076,0.0504
Adam Charbit,Teano Balducci,-0.0053,0.0512
Auburn Smith,Hannah Shin,0.008,0.0522
Max Zhang,Ishan Balakrishnan,-0.004,0.0495
Haley Ferguson,Monika Wynne,-0.0046,0.0525
Carson Nguyen,Anthony Miller,0.0021,0.0504
David Litvinov,Claudio Quinones Garcia,0.0001,0.0509
Ross Hopkins,Rian Weston-Dodds,-0.0049,0.0526
Justin Guiltinan,William Dau,0.0011,0.0524
Rodrigo Grajales,James Singer,-0.0051,0.0492
Charlie Konkachbaev,Shae Neville,-0.0044,0.0532
Wil Shaffer,Will Mackinnon,-0.0047,0.0508
Jericho Grollman,Chiron Burl,-0.0109,0.0521
Clarissa Year,Isabella Hoang,-0.004,0.0535
Ella Cosma,Audrey Adele Brown,0.0063,0.0494
Kamyla Held,Dayna La Belle,-0.0089,0.051
Daniel Byun,Amir Tabatabaeian,0.0171,0.052
Levi Daniel,Cheng En Tsai,-0.0069,0.0534
Patrick Matetich,Louis Vayo II,0.0025,0.0512
Asako Pastrana,Alyssia Fossorier,-0.0044,0.054
Cassandra Fryberger,Melissa Beré,0.0035,0.0506
Dylan Galarza,Logan Russell,-0.0033,0.0509
Paola Landin,Taylor Van Zee,-0.0013,0.0517
Hudson De Risi,Lorin Schlecht,0.006,0.053
Rachal Jackson,Megan Willcox Morales,0.0018,0.0537
Lexi Jensen,Elise Fortino,-0.0075,0.0528
Matthew Montoya,Melissa Beré,-0.0035,0.0503
Will Mackinnon,Mehvish Safdar,-0.0026,0.0496
Tyler Loong,Chloe Diskin,0.0217,0.0478
Alexa Schull,Darrian Young,0.0361,0.0519
Andre Mercado,Maddy Rasmusen,-0.0044,0.0486
Genie Erokhina,Aidan Schenk,0.0031,0.0517
Eduardo Santini Ayon,Carlota Trevino,-0.001,0.0485
Cori Elliott,Ben Davis,0.0158,0.0494
Jamie Haas,Lucas Pascoe,-0.0062,0.0495
Hayden Rand,Angela Morisette,0.0218,0.053
Deanna Pham,Stefan Pongratz,0.0036,0.0539
Freddie Powell,Jaeda Minniefield,-0.0006,0.0497
Katie Diaz,Wesley Burrows,0.003,0.049
Dean Loock,Jessica Improta,0.0096,0.0503
Max Zhang,Isabella Hoang,0.0099,0.0506
Tom Protzek,Kiora Kunimoto,0.0132,0.0505
Monica Piekarski,Jerry Worsham,0.0001,0.0537
Antonio Medina,Elise Fortino,0.0001,0.0517
Gregory Messina,Paola Landin,-0.0003,0.0531
Frida Mudsam,Austin Moseley,-0.0044,0.0526
Lesa Ritchie,Matthew Powley,-0.0014,0.0488
Angie Walker,Kyle Koszuta,-0.0073,0.0496
Bruno Barrueto Deza,Janaye Sakkas,-0.0067,0.0501
Jackson Ayotte,Averee Beck,0.007,0.0501
Jing Robinson,Joel Poland,0.0032,0.0518
Daria Walczak,Augustus Ge,-0.0026,0.0489
Meggan William,Hudson De Risi,-0.0028,0.0498
Andrew Caldarella,Abbigal Hatton,-0.0144,0.0475
Matthew Mead,Christie Mead,0.0115,0.0513
Evan Zoeteman,Auburn Smith,-0.0004,0.0501
Levi Daniel,Kathryn Glavinovich,0.0053,0.0495
Jericho Grollman,Madison Grollman,0.0081,0.0505
Ella Yeh,Jace Morris,0.0089,0.0495
Haley Ferguson,Miles Hoover,0.0018,0.05
Eileen Tran,Martin Thomas,0.0032,0.0516
Dayna La Belle,Warren Tamanaha,-0.0002,0.0538
Noah Torres,Kamyla Held,-0.0025,0.0522
David Litvinov,Lexi Jensen,-0.0079,0.0484
Billy Buchhauser,Courtney Clark,-0.0037,0.0493
Yolena Carlon,Spartak Rahachou,-0.0143,0.0524
Carson Nguyen,Mayu Omori,-0.0048,0.0503
Daniel Byun,Adelie Osher,-0.0092,0.0513
Indigo Dagnall,Ella Cosma,-0.0072,0.0493
Lingwei Kong,Nicholas Garza,-0.0144,0.055
Lorna Morris,Rodrigo Grajales,0.0022,0.053
Brodie Smith,Madison Turosinski,-0.0048,0.0521
Braden Jacobson,Kelly Goodnow,-0.0078,0.0501
Courtenay Leonard,Kyle Morris,0.0122,0.0519
Sydney Tran,Sunny Krittayaweth,-0.0041,0.0516
Deanna Pham,Albert Wan,-0.0045,0.0503
Dmitry Ivanenko,Adelie Osher,0.0034,0.0528
Shirley Hall,Donald Hall,-0.0069,0.0499
Zane Ford,Daniel Traxler,-0.0037,0.0526
Levi Daniel,Cagatay Soke,0.0143,0.0494
Arjun Thyagarajan,Pramod Dabir,-0.0051,0.0514
Daniel Byun,Ishan Balakrishnan,0.0042,0.0506
Max Meza,David Wallace,-0.0026,0.0502
Armaan Jiwa Mawji,Troy Akin,-0.0087,0.049
Tony Fachaux,Titus L,0.0013,0.0531
Cameron Luhring,Riley Inn,0.0115,0.0493
Tristan Vincent,Anton Ulan,-0.0065,0.0504
Kailas Shekar,Victor Rodrigo,0.0057,0.0537
Billy Buchhauser,Yunqi He,-0.0041,0.0487
Tanner Suard,TJ Rudden,0.0139,0.0521
Abhishek Bhargava,Cameron Douglas,-0.0131,0.0523
David Litvinov,Jackson Ayotte,0.0053,0.0519
Nico Regas,Trent Virden,-0.0035,0.0532
Patrick McConnell,Lorin Schlecht,-0.0011,0.0512
Patrik Kevin Tsati-Onla,Dan Nguyen,-0.0048,0.0495
Ashley Mackie,David Wallace,-0.0031,0.0498
Mike Radermacher,Matt Burkhardt,0.0042,0.0493
Shirley Hall,Laura Madison,0.0056,0.0522
Ana Ratiu,Christie Mead,-0.0103,0.0479
Lena Spence,Naomi Tran,0.0204,0.0511
Kelly Chen,Matt Burkhardt,0.0114,0.0514
Daniel Byun,Lena Spence,-0.0029,0.0514
Zach Gonnering,Pesa Teoni,0.006,0.0515
Luke Ness,Brian Tinsley,-0.0037,0.0493
Drew Diefenbach,Sandeep (sam) Sanga,-0.0017,0.0507
David Litvinov,Sienna Hitzeman,0.0162,0.0496
Joshua Matabuena-Yamanaka,Madalena Flores,-0.0034,0.0526
Kathryn Glavinovich,Sienna Hitzeman,0.0009,0.0515
Madalena Flores,Melissa Beré,-0.0017,0.0512
Zach Gonnering,Melissa Beré,-0.0002,0.0502
Tennessee P,Julie Heitman,-0.0002,0.0528
Christopher Benevento,Jacob Peng,-0.0009,0.0515
Travis Nichols,David Perez,-0.0047,0.0547
Suzie Woodburn,Ristine Sutton,0.0002,0.0524
Faathih Haider,Lucas Jensen,-0.0021,0.0518
Jalina Ingram,Michael Loyd,-0.0116,0.051
Adam Harvey,Keilly Ulery,-0.0016,0.0529
Matthew Barlow,Christopher Haworth,-0.0071,0.0515
Daniel Phillips,Spartak Rahachou,-0.0026,0.0499
Kiora Kunimoto,CJ Klinger,-0.0124,0.0545
Jonathan Truong,Jessie Irvine,0.0155,0.0516
Zoeya Khan,Zane Navratil,-0.0005,0.0524
Chloe Igleski,Len Yang,0.0071,0.0544
Donald Young,Jaeda Minniefield,-0.0062,0.0516
Catherine Parenteau,Max Freeman,-0.0049,0.0504
Jade Rau,Andre Mercado,-0.0053,0.0511
Lingwei Kong,Connor Garnett,-0.0011,0.0497
Christine Trifunovic,Braden Jacobson,-0.0011,0.0495
Zane Ford,Cleo Bond,-0.002,0.0508
Caden Nemoff,Kelly Goodnow,0.0084,0.0515
Christopher Crouch,Giovanna Morelli,-0.0021,0.0495
Austin Bricker,Rachel Rettger,0.0127,0.054
Caden Nemoff,Gabriel Joseph,0.0008,0.0527
Samantha Parker,Wyatt Stone,0.0003,0.0495
Elsie Hendershot,Darrian Young,-0.0008,0.05
Rafael Lenhard,Luc Pham,-0.01,0.0523
Indigo Dagnall,Mota Alhouni,-0.0071,0.0513
Mohaned Alhouni,Donald Young,-0.0052,0.0509
Dekel Bar,Augustus Ge,0.0085,0.0503
Jonathan Truong,Michael Loyd,-0.0006,0.0508
Julian Arnold,Ivan Jakovljevic,-0.0014,0.0515
Patrick Smith,Braden Jacobson,-0.0071,0.0525
Aiko Yoshitomi,Cleo Bond,0.0004,0.0512
Zane Navratil,Clayton Powell,-0.0086,0.0515
Blaine Hovenier,Jaume Martinez Vich,0.0122,0.0498
Lingwei Kong,Lina Padegimaite,-0.0058,0.0507
Keilly Ulery,Jaeda Minniefield,0.0027,0.0513
Xiao Yi Wang-Beckvall,Kiora Kunimoto,0.0214,0.0502
Albie Huang,Lindsey Newman,-0.0013,0.0539
Allison Phillips,Audrey Adele Brown,-0.0028,0.0508
Eric Oncins,Tyra Hurricane Black,0.0058,0.0502
Jessie Irvine,Judit Castillo,-0.0015,0.0495
Yates Johnson,Kenta Miyoshi,-0.0016,0.0524
Meghan Dizon,Catherine Parenteau,-0.0057,0.05
Chloe Igleski,Zoeya Khan,-0.0008,0.053
Elsie Hendershot,Kelly Goodnow,-0.0101,0.0498
Keilly Ulery,Mary McGowan,-0.008,0.0509
Maddy Rasmusen,Anne-Sophie Courteau,-0.0097,0.0514
Jarryd Woog,Hridhay P,-0.0028,0.0508
Tyson Tuiloma-T,Preston Ducrest,0.0023,0.0537
Edward Perez,George Rangelov,-0.0005,0.0505
Camden Chaffin,Anouar Braham,-0.031,0.0523
Kendall Hunt,Elise Fortino,0.0046,0.0509
Eden Malloy,Adela Umannova,-0.0006,0.0536
Joseph Evans,Caleb Thompson,-0.0031,0.0514
Chance Myers,Zack Bosshard,0.0042,0.0494
Putri Insani,Yulia Krylova,0.002,0.0522
Rachael James,Mehvish Safdar,0.0001,0.0485
Keri Lu,Helen To,0.0008,0.0494
James Delgado,Martin Emmrich,0.0016,0.0521
Giorgia Vitale,Jaeda Minniefield,-0.0052,0.0497
Caitlin Klaassen,Ava Ignatowich,0.0003,0.0508
Garrison Eaby,Thomas Romano,-0.0045,0.0496
Cole Whitaker,Tobias Moreno,0.0068,0.0497
Rafa Hewett,Anderson Scarpa,0.0037,0.0489
Austin Bricker,Juan Varon,0.011,0.0516
Denson H,Heath Helms,0.0031,0.0503
Javier De León Albors,Tyler Kane,0.0003,0.054
Beatriz Lopez,Estephany Tan,0.0019,0.0496
Hunter Merritt,Garrett Peterson,0.0018,0.0536
Rachida Berjane,Fatyha Berjane,-0.0115,0.0504
Francis Pawloski,Aaron Allen,-0.0055,0.0552
Alex Chanthaphaeng,Carlos Pavon,0.0,0.0537
Monika Wynne,Natalia Simson,0.0049,0.052
Marcela Aguila Ampon,Olivia McMillan,-0.0,0.0526
Ashley Lu,Karen Lu,-0.0125,0.0501
Lova Metor,Scott McRee,0.0007,0.0514
Shailla Alda,Kendall Warren,0.0054,0.0505
Vincent Rettke,Blake Lowe,-0.0021,0.0519
Zach Gonnering,Luke Wasson,0.0067,0.0518
Stanton Long,Maddox G,-0.0051,0.053
Andre Mercado,Jake Anderson,-0.0142,0.0508
Andrew Phanmanee,Jacob Lee,-0.0051,0.0506
Kallan Arledge,Karthik Ganesh,-0.0039,0.0512
Courtenay Leonard,Anna Lenhart,-0.0099,0.052
Caraline Cox,Gabi Dekkers,0.0039,0.0507
Roger Dugas,Emanuel Dickson,-0.0114,0.0498
Spencer Johnson,Daniel Shepard,-0.0042,0.0562
Emma Cook,Emmaline Nichols,-0.0025,0.0501
Tristan Cooley,Jonathan Clark,-0.0067,0.0536
Paul Sin,Troy Huynh Jr,-0.0036,0.0533
Abbie Monski,TJ Rudden,0.0013,0.0496
Marshall Brown,Rachida Berjane,0.0072,0.0531
Rafa Hewett,Nicole Conard,0.0187,0.0511
Colby Hill,Helen To,0.0213,0.0492
Bolaji Kukoyi,Gabi Dekkers,-0.0024,0.0522
Cody Temple,Eden Malloy,-0.0015,0.0514
Putri Insani,Ryan Camras,0.0032,0.055
Mya Bui,Anouar Braham,-0.0007,0.0469
Courtenay Leonard,Matthew Mead,0.003,0.0498
Aurora Arvelo,Brooks Toth,-0.0059,0.0511
Alexander Allweil,Caraline Cox,0.0094,0.0529
Alex Chanthaphaeng,Keri Lu,0.0062,0.0527
Lucas Erlikh,Patara Tezduyar,-0.0077,0.0516
Vincent Rettke,Adela Umannova,0.0007,0.0504
Jojo Henderson,Tucker Segars,-0.0002,0.0504
Parth Mody,Mary McGowan,-0.0116,0.0529
Ashley Lu,Lova Metor,0.0151,0.0505
Kirsten Myers,Chance Myers,-0.0093,0.0509
Yolena Carlon,Austin Bricker,0.0108,0.0489
Emma Cook,Stephen Bass,-0.0011,0.0528
Daniel Miron,Keilly Ulery,-0.0044,0.0496
Jake Anderson,Jaeda Minniefield,-0.0115,0.055
Karen Lu,Michael Vallejo,0.0088,0.0511
Beatriz Lopez,Alvaro Regalado,0.008,0.0501
Camden Chaffin,Paula Rives,-0.0239,0.0535
Brianna McCullock,Carlos Pavon,0.007,0.049
Javier De León Albors,Francesca Marto,0.0088,0.0511
Shailla Alda,Logan Thompson,-0.0034,0.051
Adaline Machado,Heath Helms,-0.0076,0.0527
Kendall Warren,Jonathan Clark,0.0046,0.0527
Elise Fortino,Miles Hoover,0.0112,0.0495
Brandon Macdonough,Nancy Suiugan,-0.0005,0.0508
Zach Gonnering,Fatyha Berjane,-0.0054,0.049
Casey Garretson,Kendall Hunt,-0.0031,0.0514
Aiko Yoshitomi,Eunggwon Kim,0.0092,0.0499
Braylon Ohrel,Christian Lund,0.0004,0.0538
Stephen Bass,Vincent Rettke,-0.0024,0.054
Tucker Segars,BO Lewis,0.0003,0.0483
Demetric Marrero Jr,Daniel Miron,0.0014,0.05
Brittni Tonnessen,Austin White,-0.0009,0.0539
Anna Lenhart,Ryan Camras,0.0085,0.0517
Ashley Lu,Dale Kim,0.0061,0.0512
Eden Malloy,Jack Boxill,0.0014,0.0515
Hong Kit Wong,Kara Wheatley,0.0091,0.05
Ethan Bakalinsky,Karthik Ganesh,0.0006,0.0509
Jose Martinez,Jake Anderson,-0.009,0.0541
Brie Aldridge,Jake Anderson,0.0032,0.0497
Parth Mody,Helen To,0.0013,0.0531
Dawson Davis,Caroline Maguire,-0.0093,0.0528
Spencer Liang,Preston Gordon,0.0069,0.0497
Keri Lu,Noah Lyu,-0.0004,0.0519
Bryson Alexander,Isidora Petkovic,0.0046,0.0545
Andre Mercado,Savanna Ticknor,0.0072,0.0513
Dylan Lewis,Mia Turcsany,0.0001,0.0515
Nicolas Almeida,Emanuel Dickson,-0.0029,0.0507
VU Nguyen,Herick Isago,0.0007,0.0513
Tobias Moreno,Michael Shaw,0.0061,0.052
Benjamin Harper,Benjamin Pepion,0.0004,0.0502
Frank Solana,Ross Cottrell,-0.0004,0.0511
Kentaro Hamaguchi,Noah Waddell,0.0016,0.0498
Matthew Boyett,Sena Takeyama,-0.0022,0.0498
Mike Radermacher,Mouaad Alhouni,0.0009,0.0494
Trevor Schwarzmann,Diego Lebron Perez,0.0054,0.0533
Connor McCartney,Bret Berryman,-0.0052,0.0542
Matthew Nesbitt,Andrew Angulo,0.0113,0.0509
Jun Jeon,Allen W Wang,0.0078,0.0496
Eduardo Santini Ayon,Maddy Rasmusen,-0.0092,0.0486
Alli Hazrati,Ben Baravik,0.0016,0.0542
Chloe Igleski,Shamus Flanagan,-0.012,0.0517
Keri Lu,Masa Grgan,0.0067,0.0491
Morgan Downing,Nicolas Almeida,0.0006,0.0515
Eduardo Santini Ayon,Jackson Ayotte,-0.002,0.0491
Mia Yu,Allen W Wang,-0.0016,0.0534
Nancy Suiugan,Thomas Provost,0.003,0.0525
Isabella Nelson,Nicholas Wade,0.0112,0.0512
Reba Williams,Caroline Maguire,-0.0001,0.0513
Lucas Sanchez,Eduardo Caillaux,-0.0046,0.0533
Adalynn Lund,Ariana Ajani,0.0029,0.0479
Tammy Kim,Michael Vallejo,0.0032,0.0516
Aibika Kalsarieva,Rafael Lenhard,0.0202,0.0499
Maria Klokotzky,Anne-Sophie Courteau,-0.0002,0.0517
Eileen Wang,Mia Yu,0.0028,0.0509
Justin Dages,William Hsieh,0.0028,0.0555
Maria Klokotzky,Eli Steiner,-0.0082,0.0535
Teresa Romero,Logan Thompson,0.0058,0.0509
Regina Goldberg,Nicolas Acevedo,-0.0037,0.0513
Ruben Kellam,Yulia Krylova,-0.0064,0.0508
Nathaniel Veselenak,Pesa Teoni,-0.0044,0.0504
Isabella Nelson,Audrey Banada,-0.002,0.054
Lauren Cole,Spencer Liang,-0.0107,0.0518
