p1_name,p2_name,chem_logit_mean,chem_logit_sd
Yates Johnson,Daniel De la Rosa,-0.0077,0.0521
Jack Sock,Donald Young,0.0027,0.0542
Edward Perez,Pesa Teoni,-0.0049,0.0511
Gabriel Joseph,Jalina Ingram,-0.0008,0.0526
Roscoe Bellamy,Allyce Jones,0.0026,0.0507
Mohaned Alhouni,Brandon French,-0.0129,0.0511
Stephen Madonia,Eric Roddy,-0.0114,0.0514
Genie Erokhina,Augustus Ge,0.0163,0.0513
Polina Libo,Tatiana Ruhl,-0.0013,0.0486
Dylan Frazier,Jaume Martinez Vich,0.0101,0.0533
Rachel Rohrabacher,Lea Jansen,-0.006,0.0487
Grayson Goldin,Tyler Loong,-0.0042,0.0498
Zane Navratil,Connor Garnett,-0.0065,0.0516
Pablo Tellez,Jonathan Truong,0.0023,0.0525
Ewa Radzikowska,Layne Sleeth,-0.0014,0.0495
Callie Smith,Meghan Dizon,0.0073,0.0512
Hunter Johnson,Tyson McGuffin,0.0052,0.0483
James Ignatowich,Augustus Ge,0.0096,0.0491
Julian Arnold,Roscoe Bellamy,-0.0054,0.0524
Darrian Young,Wyatt Stone,0.0101,0.0512
Lucy Kovalova,Mari Humberg,0.0037,0.0522
Vivienne David,Lina Padegimaite,-0.0046,0.0525
Quan Do,Trang Huynh,0.0121,0.0487
Kantapat Chankasem,Natthamon Tiengtae,-0.0049,0.052
Naveen Beasley,Aiko Yoshitomi,0.0053,0.0495
Sophia Phuong Anh Tran,Giang Trinh,0.0026,0.0523
Kento Tamaki,Mayu Ito,-0.001,0.0533
Hien Truong,Sophia Nhi Huynh,0.0022,0.0503
Jolie Lam,HO Hoan,0.0024,0.0507
Syed Uzair Sufi,Willy Chung,0.003,0.0517
Irshad Mustafa,Frank Ngo,0.0005,0.0523
Harsh Mehta,Selina Turulja,-0.0111,0.0528
Adam Deen Heshaam,Joanne Wong,0.0012,0.0549
Kantapat Chankasem,Yodsapol Pisiviroj,-0.002,0.0513
Chee Seng Pua,Ping Boon Chia,-0.0016,0.0534
Muhammad Ashaari Zainal Abidin,Syabil Shaharudin,0.0009,0.0521
Danni-Elle Townsend,Eric Oncins,-0.0041,0.05
Hsieh Chen-An,Kwan Wun Man,-0.0045,0.0522
Charles Yong,Aaron Kwek,0.0017,0.0513
Richie Nguyen,Shaun Pickering,0.0003,0.048
Muhammad Aiman,Anna Clarice Patrimonio,-0.0059,0.0537
Ping Boon Chia,Zermaine Lew,0.0037,0.0541
Maggie Chang,Hsiang He Li,0.0013,0.0533
Allister Chung,Darren Teck Yee Yuan,-0.0074,0.0529
Ryan Ng,Amanda Teo,-0.0007,0.051
Pei Chuan Kao,Eunggwon Kim,-0.0054,0.0512
Christian Lee,Natalie Loke,-0.004,0.0484
Caeden Tan,Nguyen Phong Le,-0.0078,0.0515
Sarah Jane Lim,Jason Taylor,-0.0016,0.0511
Ammaritta Rattanapanop,Jason Tay,-0.0044,0.0519
Santhosh Narayanan,Robert Stirling,0.001,0.0502
Torpoom Thongsinthop,Jason Tay,0.0042,0.0501
Muhammad Aiman,Nicholas Maleganeas,0.0065,0.0476
Marcus Low,Peng Soon Chan,-0.0035,0.0532
Jason Loh,Bryan Lee,-0.0028,0.0515
Sahra Dennehy,Santhosh Narayanan,0.0102,0.0511
Riyanda Kesuma Bin Suherman,Amirsyazwan Al Razi,-0.0051,0.0525
Christian Ian Alcazar,Alex Yip,-0.0087,0.0526
Yiting Lei,Hsiang He Li,-0.0034,0.0528
Charles Yong,Ooi Kah Yan,-0.0008,0.0505
Mihae Kwon,Robert Nunnery,0.0028,0.0525
Raymond Chang,Ying Liu,-0.003,0.0532
Yodsapol Pisiviroj,Jeerapat Nantanapramoth,-0.0004,0.049
Andy Amattayakul,Natnicha Lueangtawikit,-0.0013,0.0512
Chao Yi Wang,Kaitlyn Christian,0.0093,0.0494
Leah Tauber,Trang Huynh,-0.0009,0.0507
Hannah Blatt,Pei Chuan Kao,-0.0077,0.0497
Mitchell Hargreaves,Andie Dikosavljevic,0.01,0.0527
Chao Yi Wang,Tyson McGuffin,-0.019,0.0496
Armaan Bhatia,Liz Truluck,0.0023,0.0538
Hong Kit Wong,HO Tam,0.0065,0.0539
Eric Oncins,Tyson McGuffin,0.0173,0.05
Grayson Goldin,Jonathan Truong,0.0011,0.0532
Yu-Chieh Hsieh,Liz Truluck,-0.0028,0.0546
Phuc Huynh,Tama Shimabukuro,-0.0034,0.0492
Raymond Chang,Marco Leung,0.0101,0.0509
Andie Dikosavljevic,Selina Turulja,-0.0014,0.0512
Vanshik Kapadia,Robert Nunnery,0.0051,0.0516
Eddie Shen,Farreez Isqandar,-0.0001,0.0523
Yufei Long,Hoang Nam Ly,0.0,0.0512
Ben Johns,Christian Alshon,-0.0088,0.0496
Maggie Chang,Amy Su,-0.0019,0.0508
Jimmy Liong Kai Long,Tya Karina,-0.0042,0.0514
Mitchell Hargreaves,Jason Taylor,0.0035,0.0496
Ting Chieh Wei,Alix Truong,-0.0035,0.05
Tya Karina,Sophia Nhi Huynh,0.0002,0.0517
Roos Van Reek,Anna Bright,-0.0119,0.053
Athilla Miasara Bt Azizul Azhar,Willy Chung,0.0025,0.0495
Ying Liu,Pini Lee,-0.005,0.051
Robert Stirling,Albie Huang,-0.0034,0.052
Ooi Kah Yan,Natnicha Lueangtawikit,-0.0033,0.0534
Zane Navratil,Armaan Bhatia,0.0254,0.0519
Jolie Lam,Kwan Wun Man,0.0003,0.0525
Naveen Beasley,Harsh Mehta,-0.0024,0.0533
Samantha Parker,Augustus Ge,0.0112,0.0529
Lacy Schneemann,Max Freeman,-0.02,0.0493
Lindsey Newman,Spencer Smith,0.0112,0.0522
Riley Newman,Layne Sleeth,-0.002,0.0486
Mari Humberg,Daniel De la Rosa,-0.0038,0.0531
Callie Smith,Jaume Martinez Vich,-0.0019,0.052
Jay Devilliers,Etta Tuionetoa,0.003,0.0497
Lingwei Kong,Carlos Di Laura III,-0.007,0.0533
Tom Protzek,Lara Giltinan,0.003,0.049
Lucy Kovalova,Travis Rettenmaier,-0.0026,0.0515
Yates Johnson,Meghan Dizon,0.0146,0.0504
Will Mackinnon,Kiora Kunimoto,0.0162,0.0491
Lea Jansen,Federico Staksrud,-0.0105,0.0513
Christa Gecheva,James Ignatowich,-0.0064,0.0524
Noe Khlif,Gabriel Tardio,-0.004,0.0515
Mari Humberg,Allyce Jones,-0.0157,0.0501
Will Mackinnon,Mikus Losbergs,0.008,0.0553
Brooke Buckner,Lea Jansen,0.0044,0.0483
Joshua Cooperman,Lorin Schlecht,-0.0037,0.0526
Jack Sock,Brandon French,0.0025,0.0496
AJ Koller,Daniel De la Rosa,-0.0034,0.0489
Cailyn Campbell,Dominique Schaefer,-0.0004,0.0532
Tom Protzek,Christopher Haworth,-0.0129,0.0526
Andrei Daescu,Collin Johns,0.0086,0.0492
Roscoe Bellamy,Wyatt Stone,0.0047,0.052
Callie Smith,Jessie Irvine,-0.0041,0.0491
Kelly Chen,Kiora Kunimoto,0.0045,0.0546
Thomas Yu,Trang Huynh,0.0081,0.0522
Ngoc Si,Hoang Nam Ly,-0.0063,0.0509
Tama Shimabukuro,Nasa Hatakeyama,-0.0007,0.0511
Carlos Rubio,Wasan Komonrattana,0.0003,0.0497
Trần Cao Sơn,Phan Nhung,-0.0009,0.0533
Quan Do,Xiao Yi Wang-Beckvall,-0.0091,0.0534
Huong Dan Linh,Dung N,-0.0034,0.0509
Jolie Lam,Nguyen Huy,-0.001,0.0515
Đình Hải Nguyễn,Hữu Đạt Nguyễn,-0.0059,0.0517
Nicholas Maleganeas,Matthew Kouznetsov,0.0139,0.0497
Syed Uzair Sufi,Andrew Anh Pham,0.0058,0.0498
Minh Nhật,Nguyễn Hoàng,-0.0022,0.0555
Hoang Bao Long Sr,Kien Dang,-0.003,0.0512
Callan Dawson,Jai Grewal,0.0051,0.0507
Khang Nguyen,Trung Hoàng Trần,0.0013,0.0504
Thang Nguyen,Đào Hải Đăng,-0.0051,0.0519
Nguyen Huy,Nhật Minh T,0.0003,0.0525
Carlos Rubio,Sieu Ee Toi,-0.0053,0.0525
Khuong Huynh,Nicholas Khamphilath,0.0091,0.0511
Tuấn Vũ,Phong Dongxuan,0.0055,0.0552
Crystal Mildwaters,Nicholas Maleganeas,-0.0081,0.0494
Nguyen Quynh Anh,Nhật Minh T,-0.0009,0.0508
Tran Tuan Minh,TU Tran,-0.0043,0.0527
Nguyen Hung Anh,Phong Tran Sr,0.0027,0.0534
Santhosh Narayanan,Yu-Chieh Hsieh,0.0032,0.0505
Pui Long Fan,Luc Pham,-0.0083,0.0514
Victory Jang,Iljun Jang,-0.0046,0.053
Andy Amattayakul,Angie Bong,0.0015,0.0528
Khang Trịnh Vũ,Dung N,0.0029,0.0531
Dũng Nguyễn,David Tran,-0.004,0.0489
Trần Cao Sơn,Long Phạm Tuấn,-0.0022,0.053
Andy Amattayakul,Hoa Nhan Van,-0.0024,0.0512
Jason Tay,Yodsapol Pisiviroj,0.0007,0.0532
Trong Nguyen Duc,Alexandra Rivera,-0.0016,0.0527
Kei Sawaki,Nasa Hatakeyama,0.0121,0.0509
TG Luan,LE Quoc Khanh,0.0029,0.0508
Son Ngo Giang,Tuan Nguyen Duc,-0.0035,0.0512
Makiyah Cormick,Flynn Orton,0.0012,0.0495
Jimmy Liong Kai Long,Seina Shima,-0.0058,0.0507
Diane H,Andrew Anh Pham,-0.009,0.051
Marco Leung,Kwan Wun Man,0.0095,0.0527
Mihae Kwon,Jason Taylor,-0.0008,0.0495
Phuong Nguyen,Phong Tran Sr,-0.0029,0.0525
Yến Đinh Hải,Khanh Van Nguyen,0.0024,0.0508
HE Phoenix,Anni Xie,-0.0051,0.0513
Khoa Vo,Richie Nguyen,-0.0043,0.053
Kim Hyunjun,Ryan Ng,-0.0003,0.0529
Hiếu Triệu Hoàng,Truong Tuan Dung,-0.0039,0.0489
Natnicha Lueangtawikit,Yodsapol Pisiviroj,0.0041,0.0512
Huy Le,Loi Tran,-0.002,0.0521
Khiem Vu,Thi Tu Ngoc Tran,-0.0037,0.053
Tama Shimabukuro,HO Tam,-0.0047,0.0491
Phuc Huynh,Albie Huang,0.0035,0.0508
Sophia Phuong Anh Tran,Vanshik Kapadia,-0.0036,0.0528
Muhammad Aiman,Marco Leung,0.0004,0.0496
Yufei Long,Giang Trinh,-0.0001,0.0515
Nguyen Thang,Colin Wong,0.0023,0.0496
Crystal Mildwaters,Sophia Nhi Huynh,0.0039,0.0511
Hannah Blatt,Jai Grewal,-0.0029,0.0541
Phuc Huynh,Kento Tamaki,0.0079,0.0505
Jimmy Liong Kai Long,Guangsian Lin,-0.0068,0.0496
Leander Lazaro,Luc Pham,-0.0027,0.0541
Kei Sawaki,Sophia Phuong Anh Tran,0.0006,0.0518
Xiao Yi Wang-Beckvall,Leah Tauber,-0.0018,0.0519
Sarah Jane Lim,Connie Lee,-0.0017,0.0533
Hannah Blatt,Albie Huang,0.0131,0.0515
Seina Shima,Loi Tran,-0.0004,0.0476
Hong Kit Wong,Connie Lee,-0.0032,0.0492
Ben Johns,Dekel Bar,-0.0063,0.0503
Armaan Bhatia,Kaitlyn Christian,-0.0103,0.0539
Andie Dikosavljevic,Harsh Mehta,0.0029,0.0514
Yufei Long,Trang Huynh,-0.0071,0.0523
Mayu Ito,Kwan Wun Man,0.0005,0.0535
Tarie Caouette,Natnicha Lueangtawikit,-0.0038,0.05
Mihae Kwon,HO Tam,0.0041,0.0517
Len Yang,Jonathan Truong,-0.0084,0.0527
Liz Truluck,Pei Chuan Kao,0.0064,0.052
Roos Van Reek,Eric Oncins,0.0013,0.0516
Pui Long Fan,Ngoc Si,0.0028,0.0518
Anna Clarice Patrimonio,Angie Bong,-0.005,0.0487
Jolie Lam,Sieu Ee Toi,0.0026,0.0523
Roos Van Reek,Andie Dikosavljevic,0.0063,0.0529
Miyu Hazawa,Anni Xie,0.0022,0.0519
Shraddha Damani,Thilehang Tra,-0.0075,0.051
Danni-Elle Townsend,Zane Navratil,-0.0021,0.0528
Noah Torres,Jonathon Hart,-0.0011,0.0527
Joshua Giannelli,Justin Slattery,-0.0012,0.0496
Alexander Duverger,Jeremie Perry,-0.0077,0.0518
Carrie Dajani,Nicole Talisse,-0.0071,0.0499
Bree Green,Marygrace Rudd,0.0031,0.0513
Edward Perez,Juan Benitez,-0.0042,0.0509
Thomas Romano,Brandon Fritze,-0.0095,0.0502
Matvey Radionov,Mikael Vollbach,-0.0052,0.0507
Dennis Uspensky,George Rangelov,-0.0022,0.0505
Abigail Okelley,Kayla Williams,0.0051,0.05
Ella Yeh,Eliana Ling,0.0202,0.0509
Chuck Taylor,Zach Gonnering,0.0141,0.0496
Ross Whittaker,Camden Chaffin,0.0061,0.0497
Monika Wynne,Jaeda Minniefield,-0.0164,0.0496
Haley Ferguson,Andi Godwin,-0.0021,0.0503
Pierina Imparato,Olivia McMillan,-0.0145,0.0518
Louise Kwong,Mara Vasvatekis,0.0058,0.0499
Stephen Madonia,Jesse Witten,0.0015,0.0494
Chandra Kusuma,Lauren Cole,0.0049,0.0518
Roy Ke,Diego Butanda,0.0029,0.0511
Julia Ronney,Emma Van Hee,-0.0062,0.0518
Rachel Summers,Abbigal Hatton,-0.0121,0.0518
Alex Guy,Julian Slive,0.0105,0.0545
Evan Pratt,Teddy Dupay,0.0046,0.0511
Christa Gecheva,Mehvish Safdar,0.0185,0.0517
Jack Wasserman,Justin Moore,0.0058,0.0514
Rosen Naydenov,Bret Berryman,0.0051,0.0491
Matias Tardio,Jackson Ayotte,-0.0048,0.0511
Kentaro Hamaguchi,Dale Kim,0.0084,0.0513
Caitlin Klaassen,Sydney Sonday,-0.005,0.0516
Chase Brautman,Garrett Singletary,0.0078,0.0494
Jason Lateko,Loc Lam,-0.0009,0.0534
Jake Sweeney,William Wert,-0.0057,0.0529
Tysen Wadge,Reilly Puhalski,-0.0026,0.0533
Rachel Janssen,Kira Zhytska Richardson,-0.004,0.0528
Alia Brown,Dana Raugust,0.0032,0.0513
Matthew Matro,Zach Bowe,-0.0003,0.0507
Alexander Tong,Jordan Denish,-0.0007,0.053
Jarryd Woog,Selim Ben Ali,0.0134,0.051
Zoeya Khan,Felicity Di Laura,0.0214,0.0507
Emma Cook,Fatyha Berjane,-0.0083,0.0516
Dylan Wilhelm,Hudson De Risi,-0.0056,0.0518
Rachel Summers,Zach Gonnering,-0.0108,0.0525
Chandra Kusuma,Selim Ben Ali,-0.0066,0.0529
Eliana Ling,Julian Slive,-0.0023,0.0494
Arianna Haresign,Matthew Matro,-0.0024,0.0483
Sydney Sonday,Brandon Fritze,-0.0035,0.0496
Alia Brown,Travis Rettenmaier,-0.0015,0.0523
Stephen Madonia,Emma Van Hee,-0.0086,0.0488
Chuck Taylor,Abbigal Hatton,0.006,0.0507
Ross Whittaker,Julia Ronney,0.0254,0.0516
Zak Parks,Alex Walker,0.0129,0.0525
Cody Lanier,Katelyn Hilliard,-0.0013,0.0509
Monika Wynne,Brookes Jones,-0.0081,0.0503
Alex Guy,Madison Turosinski,-0.0058,0.0542
Carlos Di Laura III,Felicity Di Laura,-0.0158,0.0547
Haley Ferguson,Dale Kim,0.0067,0.0501
Hunter Bivins,Kristen Van Dernoot,-0.0003,0.0517
Jackson Ayotte,Dana Raugust,-0.0089,0.049
Caitlin Klaassen,Thomas Romano,0.0092,0.0498
Lionel Ortiz,Jaeda Minniefield,-0.0005,0.0516
Jarryd Woog,Abigail Okelley,-0.0079,0.0482
Nicole Conard,Camden Chaffin,-0.0085,0.0509
Brandon French,Brooke Caruso,-0.002,0.051
Kara Wheatley,Anouar Braham,0.0054,0.053
Jessica Jones,Joshua Giannelli,0.0016,0.052
Eva Mitchell,Brayden Nguyen,0.0011,0.0525
Zach Gonnering,Mia Turcsany,0.002,0.0524
Collin Vero-Casavant,David Bieger,-0.0065,0.0499
Chris Walker,Matthew Krakowski,0.0051,0.0515
Hudson De Risi,Trevor Schwarzmann,0.0024,0.0529
Jay Evans,Kyle Borawski,-0.0029,0.0504
Thomas Dill,Ethan Bakalinsky,-0.0027,0.0508
Kentaro Hamaguchi,Anouar Braham,0.0024,0.0497
Keith Tam,Mikaela Smith,-0.0008,0.0528
Rachael Fitzgerald,Jameson Lewis,0.0036,0.0507
Bret Berryman,Victoria Simon,-0.0063,0.0506
Steven Pokopec,Alexa Quintanilla,-0.0042,0.0521
Matthew Finnerty,Raymond Lawton,-0.004,0.0524
Ariana Rodriguez,Spencer Liang,0.0056,0.0524
Jessica Teague,Mikaela Smith,-0.0034,0.052
Louise Kwong,Hudson De Risi,0.001,0.052
Kentaro Hamaguchi,Emma Van Hee,-0.0064,0.0498
Rosen Naydenov,Mary McGowan,0.0126,0.0529
Joshua Giannelli,Rosen Naydenov,0.0015,0.0491
Ram Kotnana,Alex Corado,-0.0005,0.0521
Kara Wheatley,Emma Van Hee,-0.0057,0.0516
Ethan Bakalinsky,Caroline Maguire,-0.0051,0.0503
Mary McGowan,Alexa Quintanilla,0.0081,0.0531
Javon Turcsany,Olivia Phillips,-0.0053,0.0538
Ram Kotnana,Spencer Liang,-0.0039,0.0534
Valerie R Simon,Victoria Simon,0.0141,0.0516
Olivia Phillips,Mia Turcsany,-0.0075,0.0503
Brooke Buckner,Tyson McGuffin,-0.0045,0.0515
Chloe Igleski,Darrian Young,-0.0081,0.0489
Carlos Di Laura III,Ivan Jakovljevic,0.0037,0.0527
Hannah Blatt,Julian Arnold,0.0002,0.05
Zane Navratil,Mya Bui,-0.0071,0.0522
Jhonnatan Medina Alvarez,Sarah Ansboury,0.0024,0.0528
Eric Oncins,Etta Tuionetoa,0.0103,0.0492
Zane Ford,Kiora Kunimoto,-0.0067,0.0491
Jack Sock,Victoria Dimuzio,0.0043,0.0527
Federico Staksrud,Jackie Kawamoto,0.0036,0.0509
Ella Yeh,Camden Chaffin,0.0048,0.0508
Spencer Smith,Ava Ignatowich,-0.0018,0.0517
Alexander Crum,Lara Giltinan,-0.0048,0.0529
Luke Wasson,Giovanna Morelli,0.0002,0.0524
Tam Trinh,Jonathan Truong,0.0034,0.0506
Alex Walker,Anderson Scarpa,0.0078,0.0497
Yates Johnson,Christa Gecheva,0.0008,0.0542
Parris Todd,Christian Alshon,0.0082,0.0496
Kiora Kunimoto,Lara Giltinan,0.0007,0.0536
Grayson Goldin,Yates Johnson,-0.003,0.0502
Jade Rau,Tyler Loong,-0.0021,0.0502
Zane Ford,John Lucian Goins,-0.0031,0.0503
Jhonnatan Medina Alvarez,Alexander Crum,0.0089,0.0517
Carlos Di Laura III,Rachel Rettger,0.0112,0.0512
Mohaned Alhouni,Marcela Aguila Ampon,0.0026,0.0506
Genie Bouchard,Martin Emmrich,-0.0011,0.0501
Donald Young,Lina Padegimaite,-0.004,0.05
Ryan Fu,Lacy Schneemann,0.0058,0.0513
Ella Yeh,Giovanna Morelli,0.0096,0.0533
Anna Bright,CJ Klinger,-0.0149,0.0493
Spartak Rahachou,John Cincola,-0.0035,0.0506
Travis Rettenmaier,Cailyn Campbell,-0.0012,0.0523
Layne Sleeth,James Ignatowich,0.0028,0.052
Stephen Madonia,Pierina Imparato,0.0157,0.0492
Samantha Parker,Marshall Brown,-0.0018,0.0508
Tom Protzek,Olivia McMillan,-0.001,0.0518
Rafa Hewett,Salome Devidze,0.0057,0.0527
Christopher Haworth,Mehvish Safdar,-0.004,0.049
Zoey Weil,Pierina Imparato,-0.0039,0.0494
Mehvish Safdar,Danna Funaro,-0.0077,0.0502
Camila Zilveti,Monica Paolicelli,-0.0005,0.0524
Hannah Blatt,Allison Phillips,-0.0082,0.0483
Meghan Dizon,Tina Pisnik,-0.0092,0.0475
Jessie Irvine,Milan Rane,-0.002,0.0504
Elsie Hendershot,Genie Erokhina,0.0002,0.0519
Callie Smith,Mari Humberg,0.0117,0.0528
Lingwei Kong,Mya Bui,-0.0117,0.0537
Jay Devilliers,Matt Wright,-0.0064,0.0525
Kaitlyn Christian,Judit Castillo,0.009,0.0502
Christa Gecheva,Cailyn Campbell,0.001,0.051
Tyler Loong,Ryan Fu,-0.0075,0.0507
James Delgado,Daniel De la Rosa,-0.0099,0.0514
Ashley Griffith,Anne-Sophie Courteau,-0.002,0.0524
Wil Shaffer,Adam Harvey,0.0036,0.049
Ryan Cating,Ryan Camras,-0.0126,0.0517
Andre Mercado,George Rangelov,-0.0068,0.0534
Brittany Levkulich,Stevie Petropouleas,-0.0083,0.0513
Casey Dominguez,Jared Culbert,-0.0037,0.0514
Jay Evans,Noah Ivey,-0.0152,0.0507
Justin Dages,Matt Burkhardt,0.0102,0.0534
Wendy Weston,Cheyenne Jones,0.0058,0.0511
Robert Baylon,Devon Sikora,-0.0016,0.0512
Rafael Lenhard,Troy Akin,0.0483,0.0547
Yates Johnson,Ryan Dawidjan,0.0065,0.0497
Lina Romero Alarcon,Rachel Janssen,0.0126,0.0534
Savanna Koss,Maya Roderick,-0.0076,0.0511
Monika Wynne,Luana Stanciu,0.0093,0.05
Edward Perez,Austin Bricker,0.0021,0.0524
Kayla Williams,Jaeda Minniefield,0.0207,0.0505
Jasraj Sethi,Jake Faryniarz,0.0114,0.0516
Stephen Bass,Blake Lowe,0.0047,0.0486
James Seagraves,Nicolas Almeida,0.003,0.0501
Christopher Crouch,Tristan Dussault,-0.0238,0.0511
Brayden Nguyen,Austin White,0.0007,0.0503
Princess Gbadamosi,Katie Neils,-0.0116,0.0532
Jack Milligan,Luke Milligan,-0.0057,0.052
Kayla Field,Jen Werbeck,-0.0116,0.0527
Jason Loyd,Brandon Nsekpong,0.0086,0.0526
Rouzbeh Ghotbi,Austin Oreilly,-0.0036,0.0509
Dylan Wilhelm,Dixon Doege,0.0003,0.0519
Keaten Kappes,Jeffrey Moulton,-0.0003,0.0527
Haley Frank,Simone Leonard,-0.0074,0.0483
Bruce Hale,Eden Lawson,-0.0029,0.0504
Cody Milton,Alicia Knott,-0.0041,0.0509
Andrew Caldarella,Maddy Rasmusen,0.0334,0.0507
James Seagraves,Keilly Ulery,0.0041,0.0521
Tom Protzek,Anne-Sophie Courteau,0.0085,0.0494
Jason Loyd,Kayla Field,-0.0006,0.051
Lina Padegimaite,Wyatt Stone,-0.0011,0.0501
Kiora Kunimoto,Anouar Braham,-0.0186,0.0514
Adam Harvey,Giovanna Morelli,-0.0039,0.0529
Princess Gbadamosi,Mulima Mulenga,-0.0031,0.0497
Zoey Weil,Brandon French,0.0184,0.0488
Brandon Nsekpong,Luana Stanciu,-0.0035,0.0545
Christopher Crouch,Stevie Petropouleas,-0.0059,0.0503
Cami Gonzalez,Jared Culbert,0.0064,0.051
Wil Shaffer,Jaeda Minniefield,0.005,0.052
Cole Whitaker,Sarah Williams,0.0024,0.05
Lydia Power,Ryan Camras,-0.008,0.0501
Kendall Shepard,Aaron Fuhrman,-0.0025,0.0531
Casey Garretson,Maddie McKee,-0.0038,0.051
Brett Warner,Jacqueline Burdette,0.0062,0.0527
Edward Perez,Brie Aldridge,-0.0168,0.0509
Evan Zoeteman,Katie Neils,-0.0011,0.0499
Isaac Perez-Reinhardt,Isamarie Perez,-0.0039,0.0526
Jake Anderson,Cameron Hafner,0.0015,0.0499
Wendy Weston,Nicolas Almeida,-0.0014,0.0508
Noah Ivey,Cheyenne Jones,0.001,0.0535
Victor Rodrigo,Jace Morris,-0.0099,0.0486
Rachel Wang,Lingzhe X,-0.005,0.0486
Leah J,Olivia Phillips,-0.0082,0.0506
Evan Pratt,Jonah Matos,-0.0017,0.0535
Armaan Jiwa Mawji,Miles Hoover,0.0015,0.0489
Breaden Brooks,Jace Howard,0.0017,0.0512
Sydney Sonday,Austin Bricker,0.0114,0.0491
Lexi Jensen,Ben McNair,-0.0021,0.0497
Jayden Tsao,Seina Shima,-0.002,0.0505
Jace Morris,Dana Raugust,0.0007,0.0511
Desislav Borov,Jesse Witten,-0.0062,0.0496
Sam Angelo,Jackson Ayotte,-0.011,0.0534
Connor McCartney,Pally Ray,0.0074,0.0532
Ruben Basurto,James Hagen,0.0059,0.0523
Jacob Bolkowy,Bradley Saffran,-0.0023,0.0514
Valerie R Simon,Jonah Matos,0.0056,0.0518
Hannah Ward,Matthew Mead,-0.0073,0.051
Bryanna Ojeda,Yaamunan Venkatesan,-0.0002,0.049
Simone Leonard,Miles Hoover,-0.002,0.0523
Belin Tekin,Desislav Borov,-0.0005,0.0511
Nick Black,Rio Newcombe,-0.0112,0.055
Daniel Colon,Dean Guyer,-0.0028,0.053
Will Mackinnon,Luc Pham,0.0123,0.0513
Daniel Byun,David Litvinov,0.0028,0.0496
Eduardo Santini Ayon,Jazz Hearn IV,-0.0066,0.0539
Lingzhe X,Devon Sikora,0.0026,0.0511
Amir Tabatabaeian,Tiffany Wang,-0.0139,0.0504
Alec Weller,David Sigler,-0.0052,0.0485
Nicole Conard,Dana Raugust,0.0002,0.0511
Indigo Dagnall,Brian Chen Bonilla,0.0054,0.0518
David Alexander,Paul Klaer,-0.0031,0.0518
Amir Tabatabaeian,Albert Wan,-0.0095,0.0499
Mary Monson,Luc Pham,-0.0175,0.0508
Mulima Mulenga,Maya Roderick,0.0058,0.0475
Leah J,John Thorn,-0.0056,0.0528
Brooklyn Hall,Joel Poland,-0.0055,0.053
Jacob Bolkowy,Victoria Simon,0.011,0.05
Breaden Brooks,Olivia Phillips,0.0076,0.0509
Ernesto Fajardo,Claudio Quinones Garcia,0.0067,0.0493
Jared Culbert,Corey Nichols,-0.0001,0.0508
Stavro Sophocleous,Carson Esraelian,-0.0001,0.052
Kathryn Glavinovich,Seina Shima,-0.0067,0.0518
Duncan Mulenga Jr.,Mulima Mulenga,-0.0035,0.052
Evan Zoeteman,Robert Lees,0.0007,0.0511
Trevor Vaccaro,Brenden Everhart,-0.0,0.0498
Anthony Skalabrin,John Thorn,-0.0035,0.0518
Kyle Goodburn,Willy De Vilchez,-0.0001,0.0517
Hannah Ward,Jessica Mason,0.0068,0.0519
Erik Pailet,Matt Baca,0.0045,0.0521
George Bulger,Benjamin Bramblett,-0.0029,0.0486
Ognjen Zekanovic,Scott Berke,-0.0021,0.053
Levi Daniel,Bruno Barrueto Deza,0.004,0.05
Pally Ray,Cameron Beer,-0.0056,0.0541
Sergey Afanasenka,Nicole Conard,0.0008,0.0502
Martin Thomas,Elizabeth Roy,-0.0022,0.0516
Sergey Afanasenka,Adair Garcia,-0.0113,0.05
Nicole Kalhorn,Scott Berke,-0.0014,0.0521
Tomoko Taniguchi,Elizabeth Roy,0.0006,0.0519
Isabella Dunlap,Mary Monson,0.0094,0.0505
Aizec Olson,Brock Rzesnowiecky,0.0018,0.0525
Hayden Rand,Devon Sikora,-0.0023,0.0542
Ella Cosma,Alexander Crum,-0.0054,0.0506
Chuck Taylor,Paula Rives,0.0022,0.051
Liz Truluck,Darrian Young,-0.0046,0.0517
Stephen Madonia,Samantha Parker,0.0035,0.0504
Felicity Di Laura,Rachel Rettger,-0.002,0.0499
Ivan Jakovljevic,Lara Giltinan,-0.0105,0.0496
Jalina Ingram,Pesa Teoni,0.0011,0.0512
Tam Trinh,Donald Young,0.0117,0.0486
Cason Campbell,Giovanna Morelli,-0.0107,0.0532
Ella Yeh,Adam Harvey,0.0048,0.0507
Patrick Smith,Brooke Caruso,0.0069,0.049
Zoeya Khan,Carlos Di Laura III,-0.0066,0.0475
Dekel Bar,Jackie Kawamoto,-0.0103,0.0502
AJ Koller,Juan Benitez,0.0069,0.0548
Christine Trifunovic,Gabriel Joseph,0.0083,0.0503
Alix Truong,Federico Staksrud,-0.0282,0.0516
Armaan Bhatia,Lacy Schneemann,-0.0007,0.0524
Felicity Di Laura,Brandon French,-0.0077,0.05
Steve Deakin,Lindsey Newman,0.0099,0.0497
Edward Perez,Camila Zilveti,-0.007,0.0522
